s_qy,u_H,s_kl,loss,u_kl,step,u_py,u_lpx,u_acc,s_H,epoch,s_py,s_acc,s_lpx
-0.4439938962459564,0.5632522106170654,0.4826837480068207,21.181602478027344,0.6827896237373352,2349,-2.3025851249694824,-24.681838989257812,0.8718670606613159,0.5843609571456909,11,-2.3025851249694824,0.8673714399337769,-18.85222625732422
-0.43722546100616455,0.5590277314186096,0.48406094312667847,21.165218353271484,0.6893705725669861,2399,-2.3025851249694824,-24.678396224975586,0.8728699684143066,0.572624921798706,11,-2.3025851249694824,0.8673171401023865,-18.786815643310547
-0.43661826848983765,0.5535414814949036,0.49910640716552734,21.147066116333008,0.6936307549476624,2449,-2.3025851249694824,-24.68219757080078,0.8725011944770813,0.567585289478302,12,-2.3025851249694824,0.8661832809448242,-18.897396087646484
-0.42160701751708984,0.5513147115707397,0.4954310655593872,21.160913467407227,0.7006081342697144,2499,-2.3025851249694824,-24.718502044677734,0.8714621663093567,0.5486173033714294,12,-2.3025851249694824,0.8740518093109131,-18.790607452392578
-0.4422071874141693,0.5469648838043213,0.4973028004169464,21.162790298461914,0.7083051800727844,2549,-2.3025851249694824,-24.701587677001953,0.8703410625457764,0.5582055449485779,12,-2.3025851249694824,0.8629573583602905,-18.820077896118164
-0.4368012845516205,0.5412327647209167,0.5016754269599915,21.164691925048828,0.713894784450531,2599,-2.3025851249694824,-24.722339630126953,0.872648298740387,0.554612398147583,12,-2.3025851249694824,0.8592668175697327,-18.81668472290039
-0.44651877880096436,0.535920262336731,0.5157575011253357,21.16630744934082,0.7267905473709106,2649,-2.3025851249694824,-24.738191604614258,0.8734795451164246,0.5535541772842407,13,-2.3025851249694824,0.8612543940544128,-18.879281997680664
-0.4485452175140381,0.5355110168457031,0.5149536728858948,21.184370040893555,0.7329743504524231,2699,-2.3025851249694824,-24.75444793701172,0.8724110126495361,0.5477538108825684,13,-2.3025851249694824,0.8601958751678467,-18.88091278076172
-0.427154541015625,0.5325959920883179,0.518415093421936,21.178491592407227,0.7388045191764832,2749,-2.3025851249694824,-24.77152442932129,0.8724237680435181,0.5444486141204834,13,-2.3025851249694824,0.8649287223815918,-18.81197738647461
-0.41010093688964844,0.5310421586036682,0.5167848467826843,21.16461181640625,0.7410522103309631,2799,-2.3025851249694824,-24.777612686157227,0.8717000484466553,0.5460733771324158,13,-2.3025851249694824,0.8700263500213623,-18.76982879638672
-0.4150788486003876,0.5277923941612244,0.5316375494003296,21.163654327392578,0.7481864094734192,2849,-2.3025851249694824,-24.797849655151367,0.8712397813796997,0.5411054491996765,14,-2.3025851249694824,0.8688591718673706,-18.842567443847656
-0.41467759013175964,0.5212211608886719,0.5319010019302368,21.144044876098633,0.7570441365242004,2899,-2.3025851249694824,-24.82170867919922,0.8719114661216736,0.5363578200340271,14,-2.3025851249694824,0.8701977729797363,-18.715566635131836
-0.4292243719100952,0.5210372805595398,0.5331087112426758,21.160133361816406,0.7665340900421143,2949,-2.3025851249694824,-24.796768188476562,0.8719425201416016,0.537908136844635,14,-2.3025851249694824,0.8667578101158142,-18.779211044311523
-0.4261532127857208,0.5206119418144226,0.5284146070480347,21.1630802154541,0.767440140247345,2999,-2.3025851249694824,-24.810192108154297,0.8722396492958069,0.5328006744384766,14,-2.3025851249694824,0.8602061867713928,-18.7255802154541
-0.423796147108078,0.5200454592704773,0.5351424813270569,21.173002243041992,0.7734594345092773,3049,-2.3025851249694824,-24.800418853759766,0.8717124462127686,0.5391188859939575,15,-2.3025851249694824,0.8598209619522095,-18.79832649230957
-0.39867210388183594,0.5173839926719666,0.5282783508300781,21.16957664489746,0.7736941576004028,3099,-2.3025851249694824,-24.830467224121094,0.8722660541534424,0.5218932032585144,15,-2.3025851249694824,0.870553731918335,-18.715587615966797
-0.448892742395401,0.5165330171585083,0.5381302833557129,21.161235809326172,0.7716017961502075,3149,-2.3025851249694824,-24.827960968017578,0.8728036880493164,0.5292016267776489,15,-2.3025851249694824,0.8564031720161438,-18.8337345123291
-0.4183177649974823,0.5152229070663452,0.5334526300430298,21.14751434326172,0.7752305269241333,3199,-2.3025851249694824,-24.82416534423828,0.8743616342544556,0.5244934558868408,15,-2.3025851249694824,0.8659494519233704,-18.69855308532715
-0.42509233951568604,0.5118756890296936,0.5387707352638245,21.1503849029541,0.7794703245162964,3249,-2.3025851249694824,-24.820507049560547,0.8743022680282593,0.519869863986969,16,-2.3025851249694824,0.8618893623352051,-18.82030487060547
-0.4175335168838501,0.512000560760498,0.5469726920127869,21.143753051757812,0.7839422821998596,3299,-2.3025851249694824,-24.822826385498047,0.8747677803039551,0.5271095037460327,16,-2.3025851249694824,0.8611942529678345,-18.81392478942871
-0.4210699200630188,0.5109794735908508,0.5501663684844971,21.145898818969727,0.7964226603507996,3349,-2.3025851249694824,-24.85346221923828,0.8751650452613831,0.5283839106559753,16,-2.3025851249694824,0.8629604578018188,-18.80325698852539
-0.4323863983154297,0.5090562105178833,0.5567310452461243,21.148616790771484,0.8077076077461243,3399,-2.3025851249694824,-24.825740814208984,0.8749998807907104,0.5192981362342834,16,-2.3025851249694824,0.8678669929504395,-18.757261276245117
-0.4236585199832916,0.5076432824134827,0.5640866160392761,21.1607608795166,0.8176100850105286,3449,-2.3025851249694824,-24.853546142578125,0.8735272288322449,0.5195110440254211,17,-2.3025851249694824,0.8699824213981628,-18.74549102783203
-0.40387576818466187,0.506748616695404,0.5735031962394714,21.14752769470215,0.8233652114868164,3499,-2.3025851249694824,-24.829940795898438,0.873548150062561,0.5165417790412903,17,-2.3025851249694824,0.8740543723106384,-18.73497772216797
-0.402201771736145,0.5013307929039001,0.5735273957252502,21.142311096191406,0.8288240432739258,3549,-2.3025851249694824,-24.855560302734375,0.8748352527618408,0.5124272108078003,17,-2.3025851249694824,0.8781593441963196,-18.675439834594727
-0.4284238815307617,0.5018628835678101,0.5755449533462524,21.144134521484375,0.8339652419090271,3599,-2.3025851249694824,-24.825654983520508,0.8744913935661316,0.5178416967391968,17,-2.3025851249694824,0.859243631362915,-18.671724319458008
-0.42544785141944885,0.4999864101409912,0.5851648449897766,21.147979736328125,0.8389240503311157,3649,-2.3025851249694824,-24.805091857910156,0.8762498497962952,0.5170376300811768,18,-2.3025851249694824,0.864939272403717,-18.7120418548584
-0.4203489124774933,0.4989399015903473,0.5937649011611938,21.1317195892334,0.8427804708480835,3699,-2.3025851249694824,-24.794965744018555,0.8766457438468933,0.5134968161582947,18,-2.3025851249694824,0.8607633113861084,-18.779979705810547
-0.41236579418182373,0.4983532726764679,0.5957214832305908,21.132083892822266,0.850886344909668,3749,-2.3025851249694824,-24.834383010864258,0.8769749402999878,0.5109463930130005,18,-2.3025851249694824,0.8690046668052673,-18.709678649902344
-0.4263007342815399,0.49803271889686584,0.5977849364280701,21.159250259399414,0.8607958555221558,3799,-2.3025851249694824,-24.839984893798828,0.8756877183914185,0.5069333910942078,18,-2.3025851249694824,0.8675628900527954,-18.733800888061523
-0.41763192415237427,0.49832019209861755,0.6023920774459839,21.159643173217773,0.8667117357254028,3849,-2.3025851249694824,-24.837434768676758,0.8752704858779907,0.5143122673034668,19,-2.3025851249694824,0.8658924102783203,-18.68549919128418
-0.4262743592262268,0.49842166900634766,0.6052330136299133,21.146121978759766,0.8748385310173035,3899,-2.3025851249694824,-24.836198806762695,0.8755983114242554,0.5021631121635437,19,-2.3025851249694824,0.8646757006645203,-18.699867248535156
-0.42618250846862793,0.4969870448112488,0.6180430054664612,21.14993667602539,0.8834295868873596,3949,-2.3025851249694824,-24.813255310058594,0.8762701749801636,0.5126022100448608,19,-2.3025851249694824,0.8655937314033508,-18.757741928100586
-0.40396440029144287,0.4940154552459717,0.6258377432823181,21.146821975708008,0.887999415397644,3999,-2.3025851249694824,-24.838651657104492,0.8755215406417847,0.5081706047058105,19,-2.3025851249694824,0.874550461769104,-18.731271743774414
-0.4123910367488861,0.493553102016449,0.6233003735542297,21.172119140625,0.893136203289032,4049,-2.3025851249694824,-24.860591888427734,0.874457597732544,0.5051196813583374,20,-2.3025851249694824,0.8718554377555847,-18.703828811645508
-0.40487146377563477,0.4952068030834198,0.6339634656906128,21.17304229736328,0.8987008929252625,4099,-2.3025851249694824,-24.847381591796875,0.8748821020126343,0.506202220916748,20,-2.3025851249694824,0.8783079385757446,-18.72272300720215
-0.3909257650375366,0.4948538839817047,0.6411120891571045,21.159334182739258,0.9062337875366211,4149,-2.3025851249694824,-24.845474243164062,0.8763033747673035,0.5093008279800415,20,-2.3025851249694824,0.8748471140861511,-18.682044982910156
-0.40065181255340576,0.4912848472595215,0.6509923934936523,21.13775634765625,0.9177886247634888,4199,-2.3025851249694824,-24.81400489807129,0.878553569316864,0.5027108788490295,20,-2.3025851249694824,0.8698239326477051,-18.723501205444336
-0.3859683871269226,0.4903767704963684,0.6601658463478088,21.12038230895996,0.9324828386306763,4249,-2.3025851249694824,-24.810413360595703,0.8801097869873047,0.5049183368682861,21,-2.3025851249694824,0.8758167028427124,-18.676864624023438
-0.38413113355636597,0.49015918374061584,0.6699565649032593,21.124910354614258,0.9471572637557983,4299,-2.3025851249694824,-24.80875587463379,0.8788931369781494,0.4990140497684479,21,-2.3025851249694824,0.8749416470527649,-18.649314880371094
-0.4092705547809601,0.48768970370292664,0.6760861277580261,21.118898391723633,0.9563056826591492,4349,-2.3025851249694824,-24.804264068603516,0.8784937262535095,0.5033157467842102,21,-2.3025851249694824,0.8631033301353455,-18.654550552368164
-0.4246333837509155,0.4875820279121399,0.678655207157135,21.114669799804688,0.9669868350028992,4399,-2.3025851249694824,-24.80510711669922,0.8779147267341614,0.5027032494544983,21,-2.3025851249694824,0.8640851974487305,-18.563209533691406
-0.40671196579933167,0.48772451281547546,0.6823388934135437,21.122325897216797,0.9838998913764954,4449,-2.3025851249694824,-24.783550262451172,0.8798208832740784,0.5001814365386963,22,-2.3025851249694824,0.8710680603981018,-18.553071975708008
-0.40532320737838745,0.48579058051109314,0.7002781629562378,21.125349044799805,0.9946200847625732,4499,-2.3025851249694824,-24.793962478637695,0.8805826902389526,0.4984641969203949,22,-2.3025851249694824,0.8647626042366028,-18.563125610351562
-0.4254300892353058,0.4845304787158966,0.7224581241607666,21.129274368286133,1.0079495906829834,4549,-2.3025851249694824,-24.780784606933594,0.8802757859230042,0.497123122215271,22,-2.3025851249694824,0.8618226647377014,-18.593734741210938
-0.40206441283226013,0.4825670123100281,0.7280110716819763,21.132457733154297,1.022284746170044,4599,-2.3025851249694824,-24.803850173950195,0.8813704252243042,0.4910893142223358,22,-2.3025851249694824,0.8703910112380981,-18.566560745239258
-0.4041798710823059,0.4805048704147339,0.7447018027305603,21.144990921020508,1.0389732122421265,4649,-2.3025851249694824,-24.800270080566406,0.8787469267845154,0.491051584482193,23,-2.3025851249694824,0.869714081287384,-18.61480140686035
-0.39941567182540894,0.48290297389030457,0.7547885775566101,21.134981155395508,1.0508432388305664,4699,-2.3025851249694824,-24.761140823364258,0.8797574639320374,0.49489453434944153,23,-2.3025851249694824,0.8655540347099304,-18.553091049194336
-0.39560821652412415,0.48148539662361145,0.7591627240180969,21.138765335083008,1.0635348558425903,4749,-2.3025851249694824,-24.768749237060547,0.8793508410453796,0.4960327744483948,23,-2.3025851249694824,0.8738217353820801,-18.5557861328125
-0.3975992798805237,0.4810965955257416,0.7654767036437988,21.12629508972168,1.0777212381362915,4799,-2.3025851249694824,-24.75504493713379,0.8788774609565735,0.4919906556606293,23,-2.3025851249694824,0.872021496295929,-18.5734806060791
-0.3675801753997803,0.47799763083457947,0.7647795677185059,21.113889694213867,1.0937199592590332,4849,-2.3025851249694824,-24.7753849029541,0.8793199062347412,0.48351943492889404,24,-2.3025851249694824,0.8800984621047974,-18.3988037109375
-0.38356813788414,0.47703731060028076,0.7715722918510437,21.106948852539062,1.113377571105957,4899,-2.3025851249694824,-24.754289627075195,0.8802913427352905,0.4889073669910431,24,-2.3025851249694824,0.8739050626754761,-18.411787033081055
-0.40105417370796204,0.47543081641197205,0.7966895699501038,21.111459732055664,1.1254353523254395,4949,-2.3025851249694824,-24.750877380371094,0.8801587820053101,0.4814491868019104,24,-2.3025851249694824,0.8697777986526489,-18.465524673461914
-0.40460389852523804,0.4768497049808502,0.8211219906806946,21.11672592163086,1.140216588973999,4999,-2.3025851249694824,-24.709178924560547,0.87930828332901,0.4870122969150543,24,-2.3025851249694824,0.8715717196464539,-18.499296188354492
-0.38718265295028687,0.47362959384918213,0.8197751641273499,21.112489700317383,1.151525855064392,5049,-2.3025851249694824,-24.719654083251953,0.8796546459197998,0.4856345057487488,25,-2.3025851249694824,0.8752968311309814,-18.498653411865234
-0.3930322825908661,0.47090598940849304,0.8366284966468811,21.114198684692383,1.1726796627044678,5099,-2.3025851249694824,-24.718040466308594,0.8788987994194031,0.47928112745285034,25,-2.3025851249694824,0.8735166788101196,-18.459741592407227
-0.3823809325695038,0.47112080454826355,0.849594235420227,21.1099853515625,1.197221279144287,5149,-2.3025851249694824,-24.69955825805664,0.8802974224090576,0.47986483573913574,25,-2.3025851249694824,0.8811447620391846,-18.503559112548828
-0.39080139994621277,0.4676322638988495,0.8585567474365234,21.109926223754883,1.214890718460083,5199,-2.3025851249694824,-24.69529151916504,0.8810901045799255,0.4789435863494873,25,-2.3025851249694824,0.8747692704200745,-18.423315048217773
-0.37851208448410034,0.46443358063697815,0.8713409900665283,21.079294204711914,1.2384546995162964,5249,-2.3025851249694824,-24.698699951171875,0.8812705278396606,0.4694957137107849,26,-2.3025851249694824,0.8813208341598511,-18.35659408569336
-0.38074973225593567,0.46441224217414856,0.8899878263473511,21.101234436035156,1.2592175006866455,5299,-2.3025851249694824,-24.70555877685547,0.880863606929779,0.47836238145828247,26,-2.3025851249694824,0.8781737685203552,-18.312124252319336
-0.4019647240638733,0.4629034996032715,0.9163901805877686,21.114713668823242,1.2760202884674072,5349,-2.3025851249694824,-24.69855499267578,0.8814115524291992,0.48617789149284363,26,-2.3025851249694824,0.8658442497253418,-18.38906478881836
-0.3914371430873871,0.4613434672355652,0.9150177836418152,21.115863800048828,1.2945125102996826,5399,-2.3025851249694824,-24.67009162902832,0.880989134311676,0.47717589139938354,26,-2.3025851249694824,0.8685988187789917,-18.3933048248291
-0.38268303871154785,0.45970314741134644,0.936095118522644,21.104333877563477,1.3157678842544556,5449,-2.3025851249694824,-24.682106018066406,0.8818908333778381,0.4713343381881714,27,-2.3025851249694824,0.8764899373054504,-18.390037536621094
-0.38964420557022095,0.45956453680992126,0.9405425786972046,21.107053756713867,1.3388867378234863,5499,-2.3025851249694824,-24.633703231811523,0.8814245462417603,0.46990400552749634,27,-2.3025851249694824,0.8750750422477722,-18.39889907836914
-0.38334763050079346,0.4585908353328705,0.9518539905548096,21.090087890625,1.3551100492477417,5549,-2.3025851249694824,-24.640762329101562,0.8822537064552307,0.4699651002883911,27,-2.3025851249694824,0.8691182732582092,-18.322834014892578
-0.3973793685436249,0.4583228826522827,0.9649399518966675,21.109588623046875,1.366666316986084,5599,-2.3025851249694824,-24.666419982910156,0.8809323906898499,0.4728795289993286,27,-2.3025851249694824,0.8646906614303589,-18.360170364379883
-0.38086387515068054,0.45808687806129456,0.9787446856498718,21.098724365234375,1.3839210271835327,5649,-2.3025851249694824,-24.640682220458984,0.8817597031593323,0.4702957272529602,28,-2.3025851249694824,0.8750171661376953,-18.299909591674805
-0.4015530049800873,0.4573383331298828,1.0040149688720703,21.10759925842285,1.4091870784759521,5699,-2.3025851249694824,-24.601804733276367,0.8809524774551392,0.47052741050720215,28,-2.3025851249694824,0.8680413365364075,-18.345355987548828
-0.37906613945961,0.4532710611820221,1.0076602697372437,21.10887336730957,1.4281870126724243,5749,-2.3025851249694824,-24.6130428314209,0.8824458718299866,0.46646031737327576,28,-2.3025851249694824,0.8783801794052124,-18.240015029907227
-0.38382214307785034,0.4550498425960541,1.015037178993225,21.0875186920166,1.445841670036316,5799,-2.3025851249694824,-24.592702865600586,0.8796162009239197,0.46895188093185425,28,-2.3025851249694824,0.8768120408058167,-18.176685333251953
-0.3996744453907013,0.45463860034942627,1.0379558801651,21.08989906311035,1.4620221853256226,5849,-2.3025851249694824,-24.597524642944336,0.8814035058021545,0.4781931936740875,29,-2.3025851249694824,0.8698999881744385,-18.16735076904297
-0.3894369304180145,0.45316940546035767,1.0291626453399658,21.07839012145996,1.4752006530761719,5899,-2.3025851249694824,-24.58981704711914,0.8822164535522461,0.46928757429122925,29,-2.3025851249694824,0.87339848279953,-18.12029457092285
-0.3795427680015564,0.44912704825401306,1.0475974082946777,21.081825256347656,1.4972172975540161,5949,-2.3025851249694824,-24.583242416381836,0.8832849860191345,0.4570375978946686,29,-2.3025851249694824,0.8779891729354858,-18.154403686523438
-0.37490424513816833,0.44748687744140625,1.0565783977508545,21.07647705078125,1.5080963373184204,5999,-2.3025851249694824,-24.6024112701416,0.8840665817260742,0.4622729420661926,29,-2.3025851249694824,0.8791961073875427,-18.108442306518555
-0.381388783454895,0.4473356604576111,1.0700321197509766,21.07831573486328,1.5251344442367554,6049,-2.3025851249694824,-24.581287384033203,0.8835442066192627,0.4558733403682709,30,-2.3025851249694824,0.8763836026191711,-18.09463119506836
