epoch:      1, it:      100, loss: 918.92, elbo: -918.92, lpx: -916.21, kl: 2.71, lpz: -73.87, lqz: -71.16
epoch:      2, it:      100, loss: 812.88, elbo: -812.88, lpx: -804.94, kl: 7.94, lpz: -71.82, lqz: -63.88
epoch:      3, it:      100, loss: 771.51, elbo: -771.51, lpx: -761.37, kl: 10.15, lpz: -72.76, lqz: -62.61
epoch:      4, it:      100, loss: 755.25, elbo: -755.25, lpx: -745.51, kl: 9.73, lpz: -72.93, lqz: -63.20
epoch:      5, it:      100, loss: 748.93, elbo: -748.93, lpx: -740.22, kl: 8.71, lpz: -72.37, lqz: -63.65
epoch:      6, it:      100, loss: 745.77, elbo: -745.77, lpx: -737.89, kl: 7.89, lpz: -71.95, lqz: -64.06
epoch:      7, it:      100, loss: 744.18, elbo: -744.18, lpx: -736.78, kl: 7.40, lpz: -71.74, lqz: -64.34
epoch:      8, it:      100, loss: 742.89, elbo: -742.89, lpx: -735.86, kl: 7.02, lpz: -71.54, lqz: -64.51
epoch:      9, it:      100, loss: 742.11, elbo: -742.11, lpx: -735.36, kl: 6.75, lpz: -71.34, lqz: -64.60
epoch:     10, it:      100, loss: 741.14, elbo: -741.14, lpx: -734.51, kl: 6.63, lpz: -71.25, lqz: -64.62
epoch:     11, it:      100, loss: 740.27, elbo: -740.27, lpx: -733.71, kl: 6.56, lpz: -71.18, lqz: -64.61
epoch:     12, it:      100, loss: 739.80, elbo: -739.80, lpx: -733.29, kl: 6.52, lpz: -71.15, lqz: -64.64
epoch:     13, it:      100, loss: 739.21, elbo: -739.21, lpx: -732.79, kl: 6.41, lpz: -71.16, lqz: -64.74
epoch:     14, it:      100, loss: 738.48, elbo: -738.48, lpx: -732.30, kl: 6.19, lpz: -71.14, lqz: -64.95
epoch:     15, it:      100, loss: 737.93, elbo: -737.93, lpx: -731.98, kl: 5.94, lpz: -71.13, lqz: -65.18
epoch:     16, it:      100, loss: 737.18, elbo: -737.18, lpx: -731.42, kl: 5.77, lpz: -71.09, lqz: -65.32
epoch:     17, it:      100, loss: 737.21, elbo: -737.21, lpx: -731.52, kl: 5.69, lpz: -71.08, lqz: -65.39
epoch:     18, it:      100, loss: 736.60, elbo: -736.60, lpx: -730.96, kl: 5.64, lpz: -71.05, lqz: -65.41
epoch:     19, it:      100, loss: 735.99, elbo: -735.99, lpx: -730.36, kl: 5.63, lpz: -71.04, lqz: -65.41
epoch:     20, it:      100, loss: 735.87, elbo: -735.87, lpx: -730.26, kl: 5.61, lpz: -71.01, lqz: -65.41
epoch:     21, it:      100, loss: 735.38, elbo: -735.38, lpx: -729.82, kl: 5.56, lpz: -71.04, lqz: -65.49
epoch:     22, it:      100, loss: 734.87, elbo: -734.87, lpx: -729.39, kl: 5.48, lpz: -71.01, lqz: -65.53
epoch:     23, it:      100, loss: 734.07, elbo: -734.07, lpx: -728.61, kl: 5.46, lpz: -70.99, lqz: -65.53
epoch:     24, it:      100, loss: 733.88, elbo: -733.88, lpx: -728.45, kl: 5.43, lpz: -70.97, lqz: -65.54
epoch:     25, it:      100, loss: 733.38, elbo: -733.38, lpx: -727.99, kl: 5.39, lpz: -70.96, lqz: -65.57
epoch:     26, it:      100, loss: 732.98, elbo: -732.98, lpx: -727.63, kl: 5.35, lpz: -70.96, lqz: -65.61
epoch:     27, it:      100, loss: 732.85, elbo: -732.85, lpx: -727.53, kl: 5.32, lpz: -70.96, lqz: -65.64
epoch:     28, it:      100, loss: 732.68, elbo: -732.68, lpx: -727.37, kl: 5.31, lpz: -70.98, lqz: -65.67
epoch:     29, it:      100, loss: 732.16, elbo: -732.16, lpx: -726.88, kl: 5.28, lpz: -70.97, lqz: -65.69
epoch:     30, it:      100, loss: 731.82, elbo: -731.82, lpx: -726.54, kl: 5.28, lpz: -70.99, lqz: -65.71
epoch:     31, it:      100, loss: 731.72, elbo: -731.72, lpx: -726.46, kl: 5.27, lpz: -70.99, lqz: -65.72
epoch:     32, it:      100, loss: 731.65, elbo: -731.65, lpx: -726.38, kl: 5.27, lpz: -71.00, lqz: -65.73
epoch:     33, it:      100, loss: 731.57, elbo: -731.57, lpx: -726.29, kl: 5.27, lpz: -71.01, lqz: -65.74
epoch:     34, it:      100, loss: 731.23, elbo: -731.23, lpx: -725.95, kl: 5.28, lpz: -71.02, lqz: -65.74
epoch:     35, it:      100, loss: 731.17, elbo: -731.17, lpx: -725.88, kl: 5.28, lpz: -71.02, lqz: -65.74
epoch:     36, it:      100, loss: 730.93, elbo: -730.93, lpx: -725.64, kl: 5.29, lpz: -71.01, lqz: -65.73
epoch:     37, it:      100, loss: 730.87, elbo: -730.87, lpx: -725.58, kl: 5.29, lpz: -71.01, lqz: -65.72
epoch:     38, it:      100, loss: 730.31, elbo: -730.31, lpx: -725.02, kl: 5.29, lpz: -71.00, lqz: -65.71
