loss,elbo,kl,lqz,step,lpz,lpx,epoch
730.312744140625,-730.312744140625,5.299691200256348,-65.69857025146484,4999,-70.99826049804688,-725.0130615234375,41
730.3159790039062,-730.3159790039062,5.3020453453063965,-65.68202209472656,5099,-70.98406982421875,-725.013916015625,42
730.1228637695312,-730.1228637695312,5.305144309997559,-65.67414855957031,5199,-70.97929382324219,-724.8176879882812,43
730.0927124023438,-730.0927124023438,5.318681240081787,-65.66150665283203,5299,-70.98019409179688,-724.7739868164062,44
729.8770141601562,-729.8770141601562,5.328603267669678,-65.64083862304688,5399,-70.96944427490234,-724.5484008789062,44
729.9146118164062,-729.9146118164062,5.3359599113464355,-65.63114166259766,5499,-70.96710205078125,-724.57861328125,45
729.9085083007812,-729.9085083007812,5.345955848693848,-65.62381744384766,5599,-70.96977233886719,-724.5625,46
729.84912109375,-729.84912109375,5.363681793212891,-65.6182632446289,5699,-70.98194885253906,-724.4854125976562,47
729.47705078125,-729.47705078125,5.369049072265625,-65.61112213134766,5799,-70.98017120361328,-724.1080322265625,48
729.1395263671875,-729.1395263671875,5.376242160797119,-65.60397338867188,5899,-70.98021697998047,-723.7632446289062,49
729.6209106445312,-729.6209106445312,5.383020877838135,-65.60208892822266,5999,-70.985107421875,-724.2379150390625,49
729.3327026367188,-729.3327026367188,5.3908257484436035,-65.58472442626953,6099,-70.97555541992188,-723.94189453125,50
729.33837890625,-729.33837890625,5.391758918762207,-65.57869720458984,6199,-70.970458984375,-723.9465942382812,51
729.3948364257812,-729.3948364257812,5.398153781890869,-65.5751953125,6299,-70.97335052490234,-723.9966430664062,52
729.2778930664062,-729.2778930664062,5.400851726531982,-65.57099151611328,6399,-70.97183990478516,-723.8770141601562,53
729.1613159179688,-729.1613159179688,5.412042617797852,-65.57148742675781,6499,-70.98352813720703,-723.749267578125,54
729.1525268554688,-729.1525268554688,5.406179428100586,-65.56673431396484,6599,-70.97291564941406,-723.746337890625,54
729.0459594726562,-729.0459594726562,5.413106441497803,-65.56549835205078,6699,-70.97860717773438,-723.6328735351562,55
729.065673828125,-729.065673828125,5.41558313369751,-65.56975555419922,6799,-70.98534393310547,-723.6500854492188,56
729.0816650390625,-729.0816650390625,5.420382976531982,-65.55901336669922,6899,-70.9793930053711,-723.6612548828125,57
729.22265625,-729.22265625,5.421331405639648,-65.55816650390625,6999,-70.97949981689453,-723.8013305664062,58
729.1290283203125,-729.1290283203125,5.425346374511719,-65.54864501953125,7099,-70.97399139404297,-723.7036743164062,59
728.7071533203125,-728.7071533203125,5.426506519317627,-65.54084014892578,7199,-70.96734619140625,-723.2806396484375,59
728.842529296875,-728.842529296875,5.430257797241211,-65.53836822509766,7299,-70.96862030029297,-723.4122924804688,60
728.7145385742188,-728.7145385742188,5.431179523468018,-65.53176879882812,7399,-70.96295166015625,-723.2833251953125,61
728.7501220703125,-728.7501220703125,5.44299840927124,-65.52167510986328,7499,-70.96467590332031,-723.30712890625,62
728.878173828125,-728.878173828125,5.4463210105896,-65.52433776855469,7599,-70.97065734863281,-723.4318237304688,63
728.5304565429688,-728.5304565429688,5.463231086730957,-65.5078353881836,7699,-70.97106170654297,-723.0671997070312,64
728.653564453125,-728.653564453125,5.487847805023193,-65.48287963867188,7799,-70.9707260131836,-723.1657104492188,64
728.312744140625,-728.312744140625,5.539017677307129,-65.43086242675781,7899,-70.96987915039062,-722.7737426757812,65
728.6713256835938,-728.6713256835938,5.610256195068359,-65.36006164550781,7999,-70.97032165527344,-723.06103515625,66
728.2963256835938,-728.2963256835938,5.668193340301514,-65.29945373535156,8099,-70.9676513671875,-722.628173828125,67
728.139404296875,-728.139404296875,5.717529773712158,-65.24762725830078,8199,-70.96515655517578,-722.421875,68
727.9556884765625,-727.9556884765625,5.74898099899292,-65.21797180175781,8299,-70.96694946289062,-722.2067260742188,69
728.1782836914062,-728.1782836914062,5.7725324630737305,-65.19654846191406,8399,-70.96908569335938,-722.40576171875,69
728.1825561523438,-728.1825561523438,5.786988258361816,-65.17466735839844,8499,-70.96165466308594,-722.3955688476562,70
728.5377807617188,-728.5377807617188,5.808062553405762,-65.16222381591797,8599,-70.97029113769531,-722.729736328125,71
728.1060791015625,-728.1060791015625,5.82118034362793,-65.1435317993164,8699,-70.96471405029297,-722.284912109375,72
727.8656005859375,-727.8656005859375,5.829000473022461,-65.12596130371094,8799,-70.95496368408203,-722.0365600585938,73
727.86083984375,-727.86083984375,5.8422651290893555,-65.11749267578125,8899,-70.95975494384766,-722.0185546875,74
727.9185791015625,-727.9185791015625,5.853809833526611,-65.10475158691406,8999,-70.95855712890625,-722.0647583007812,74
728.0153198242188,-728.0153198242188,5.874139785766602,-65.08598327636719,9099,-70.96012115478516,-722.1411743164062,75
727.8450927734375,-727.8450927734375,5.900930404663086,-65.06114959716797,9199,-70.96208190917969,-721.9441528320312,76
727.4722290039062,-727.4722290039062,5.9405975341796875,-65.02249908447266,9299,-70.96309661865234,-721.5316772460938,77
727.7883911132812,-727.7883911132812,5.994555473327637,-64.97105407714844,9399,-70.96561431884766,-721.7938232421875,78
727.817626953125,-727.817626953125,6.060635566711426,-64.90621185302734,9499,-70.96685028076172,-721.7569580078125,79
727.3944091796875,-727.3944091796875,6.118641376495361,-64.84416961669922,9599,-70.96280670166016,-721.2757568359375,79
727.357177734375,-727.357177734375,6.170351505279541,-64.79841613769531,9699,-70.96876525878906,-721.1868286132812,80
727.567138671875,-727.567138671875,6.204556941986084,-64.77251434326172,9799,-70.9770736694336,-721.3626098632812,81
727.2034301757812,-727.2034301757812,6.227224826812744,-64.74462890625,9899,-70.97184753417969,-720.9761962890625,82
727.392822265625,-727.392822265625,6.249355792999268,-64.72392272949219,9999,-70.97327423095703,-721.1434326171875,83
726.858642578125,-726.858642578125,6.261260509490967,-64.70634460449219,10099,-70.96760559082031,-720.597412109375,84
727.3990478515625,-727.3990478515625,6.278485298156738,-64.6903305053711,10199,-70.96881103515625,-721.1205444335938,84
727.2515258789062,-727.2515258789062,6.291776657104492,-64.6727523803711,10299,-70.96453094482422,-720.959716796875,85
727.0278930664062,-727.0278930664062,6.30605411529541,-64.65950775146484,10399,-70.96556091308594,-720.7218017578125,86
727.2515869140625,-727.2515869140625,6.318549633026123,-64.65103149414062,10499,-70.9695816040039,-720.9329833984375,87
727.080810546875,-727.080810546875,6.330678939819336,-64.6401596069336,10599,-70.97084045410156,-720.7501220703125,88
727.2217407226562,-727.2217407226562,6.337573051452637,-64.63554382324219,10699,-70.97311401367188,-720.8841552734375,89
727.0474853515625,-727.0474853515625,6.344006538391113,-64.62999725341797,10799,-70.9739990234375,-720.7034912109375,89
727.0441284179688,-727.0441284179688,6.357057094573975,-64.61563110351562,10899,-70.97269439697266,-720.6870727539062,90
727.1783447265625,-727.1783447265625,6.369483947753906,-64.60667419433594,10999,-70.97615814208984,-720.8088989257812,91
726.9061279296875,-726.9061279296875,6.382438659667969,-64.5956802368164,11099,-70.97811889648438,-720.523681640625,92
727.0040283203125,-727.0040283203125,6.395316123962402,-64.5785140991211,11199,-70.97383117675781,-720.6087036132812,93
726.4838256835938,-726.4838256835938,6.404799461364746,-64.56892395019531,11299,-70.97372436523438,-720.0790405273438,94
726.830810546875,-726.830810546875,6.41904354095459,-64.55589294433594,11399,-70.97493743896484,-720.4118041992188,94
727.0186767578125,-727.0186767578125,6.437970161437988,-64.55242919921875,11499,-70.99039459228516,-720.5806884765625,95
726.8230590820312,-726.8230590820312,6.451399326324463,-64.53872680664062,11599,-70.99011993408203,-720.3716430664062,96
726.8462524414062,-726.8462524414062,6.4786272048950195,-64.50752258300781,11699,-70.98614501953125,-720.3676147460938,97
726.6533203125,-726.6533203125,6.510408878326416,-64.46696472167969,11799,-70.97737884521484,-720.1428833007812,98
726.818115234375,-726.818115234375,6.547962188720703,-64.42867279052734,11899,-70.97663116455078,-720.2701416015625,99
726.69775390625,-726.69775390625,6.590614318847656,-64.38853454589844,11999,-70.9791488647461,-720.107177734375,99
726.7657470703125,-726.7657470703125,6.642207622528076,-64.33258056640625,12099,-70.97478485107422,-720.12353515625,100
726.7227172851562,-726.7227172851562,6.697992324829102,-64.28816223144531,12199,-70.98615264892578,-720.0247192382812,101
726.6607055664062,-726.6607055664062,6.765022277832031,-64.21590423583984,12299,-70.98092651367188,-719.8956909179688,102
726.5093383789062,-726.5093383789062,6.842280864715576,-64.14199829101562,12399,-70.98428344726562,-719.6671142578125,103
726.2733154296875,-726.2733154296875,6.909679412841797,-64.07652282714844,12499,-70.98619842529297,-719.3636474609375,104
726.3206787109375,-726.3206787109375,6.974152088165283,-64.0086441040039,12599,-70.98279571533203,-719.3464965820312,104
726.2761840820312,-726.2761840820312,7.030722618103027,-63.94649124145508,12699,-70.97721099853516,-719.2454833984375,105
726.055908203125,-726.055908203125,7.085717678070068,-63.891475677490234,12799,-70.97718811035156,-718.97021484375,106
725.7853393554688,-725.7853393554688,7.132778167724609,-63.842247009277344,12899,-70.97502136230469,-718.652587890625,107
726.12548828125,-726.12548828125,7.1701459884643555,-63.81293487548828,12999,-70.98308563232422,-718.955322265625,108
726.0419311523438,-726.0419311523438,7.203299045562744,-63.77946090698242,13099,-70.98275756835938,-718.838623046875,109
725.9764404296875,-725.9764404296875,7.247716903686523,-63.73979949951172,13199,-70.98751831054688,-718.728759765625,109
726.1964111328125,-726.1964111328125,7.276776313781738,-63.72052001953125,13299,-70.99729919433594,-718.919677734375,110
725.8131103515625,-725.8131103515625,7.312074184417725,-63.68881607055664,13399,-71.00089263916016,-718.5010375976562,111
725.9335327148438,-725.9335327148438,7.35006856918335,-63.65099334716797,13499,-71.00106048583984,-718.58349609375,112
725.8865966796875,-725.8865966796875,7.383239269256592,-63.608680725097656,13599,-70.9919204711914,-718.5033569335938,113
725.7924194335938,-725.7924194335938,7.422374248504639,-63.5667610168457,13699,-70.9891357421875,-718.3699951171875,114
725.7035522460938,-725.7035522460938,7.4759626388549805,-63.5094108581543,13799,-70.9853744506836,-718.2276000976562,114
725.8047485351562,-725.8047485351562,7.543856620788574,-63.45588302612305,13899,-70.99974060058594,-718.2609252929688,115
725.904541015625,-725.904541015625,7.609662055969238,-63.38981628417969,13999,-70.99948120117188,-718.2948608398438,116
725.68798828125,-725.68798828125,7.672338485717773,-63.32543182373047,14099,-70.99777221679688,-718.015625,117
725.275390625,-725.275390625,7.726622104644775,-63.27327346801758,14199,-70.9999008178711,-717.5487670898438,118
725.5043334960938,-725.5043334960938,7.767915725708008,-63.22867965698242,14299,-70.99659729003906,-717.7363891601562,119
725.34033203125,-725.34033203125,7.806495666503906,-63.18856430053711,14399,-70.99506378173828,-717.5338134765625,119
725.3068237304688,-725.3068237304688,7.8527326583862305,-63.14312744140625,14499,-70.99586486816406,-717.4541015625,120
725.3935546875,-725.3935546875,7.899461269378662,-63.09029769897461,14599,-70.98976135253906,-717.4940795898438,121
725.5966186523438,-725.5966186523438,7.960423469543457,-63.03835678100586,14699,-70.998779296875,-717.6361694335938,122
725.2811889648438,-725.2811889648438,8.025494575500488,-62.977745056152344,14799,-71.00324249267578,-717.2556762695312,123
725.1728515625,-725.1728515625,8.07066535949707,-62.93049621582031,14899,-71.00115966796875,-717.1021728515625,124
725.1618041992188,-725.1618041992188,8.119606971740723,-62.88343811035156,14999,-71.00304412841797,-717.0421752929688,124
725.0079345703125,-725.0079345703125,8.15461254119873,-62.8464469909668,15099,-71.00106048583984,-716.853271484375,125
724.8770141601562,-724.8770141601562,8.191726684570312,-62.80899429321289,15199,-71.00072479248047,-716.685302734375,126
725.3158569335938,-725.3158569335938,8.218644142150879,-62.78457260131836,15299,-71.00321960449219,-717.09716796875,127
724.6766357421875,-724.6766357421875,8.25362491607666,-62.7468147277832,15399,-71.00044250488281,-716.4229736328125,128
724.95654296875,-724.95654296875,8.289926528930664,-62.71205139160156,15499,-71.0019760131836,-716.6666259765625,129
724.9833984375,-724.9833984375,8.332193374633789,-62.66989517211914,15599,-71.00209045410156,-716.6511840820312,129
724.9239501953125,-724.9239501953125,8.375500679016113,-62.62470245361328,15699,-71.00020599365234,-716.5484008789062,130
724.6434936523438,-724.6434936523438,8.419734001159668,-62.58303451538086,15799,-71.00276947021484,-716.2238159179688,131
724.5458374023438,-724.5458374023438,8.467768669128418,-62.53658676147461,15899,-71.00435638427734,-716.0780639648438,132
724.6090698242188,-724.6090698242188,8.520411491394043,-62.48390579223633,15999,-71.00431823730469,-716.088623046875,133
724.63525390625,-724.63525390625,8.573732376098633,-62.42949295043945,16099,-71.00322723388672,-716.0615234375,134
724.5513916015625,-724.5513916015625,8.621285438537598,-62.375022888183594,16199,-70.99630737304688,-715.9301147460938,134
724.5083618164062,-724.5083618164062,8.679330825805664,-62.31130599975586,16299,-70.99063873291016,-715.8290405273438,135
724.3983154296875,-724.3983154296875,8.730260848999023,-62.263851165771484,16399,-70.99411010742188,-715.6680908203125,136
724.8133544921875,-724.8133544921875,8.77834701538086,-62.22040557861328,16499,-70.9987564086914,-716.0350341796875,137
724.147705078125,-724.147705078125,8.830623626708984,-62.17329788208008,16599,-71.00392150878906,-715.317138671875,138
724.5975341796875,-724.5975341796875,8.880791664123535,-62.1340446472168,16699,-71.01483154296875,-715.716796875,139
724.1421508789062,-724.1421508789062,8.925704002380371,-62.08650588989258,16799,-71.01220703125,-715.2164916992188,139
724.2648315429688,-724.2648315429688,8.974344253540039,-62.03077697753906,16899,-71.00511932373047,-715.2904663085938,140
724.1880493164062,-724.1880493164062,9.04124641418457,-61.95688247680664,16999,-70.99813079833984,-715.1467895507812,141
723.6949462890625,-723.6949462890625,9.124493598937988,-61.87544631958008,17099,-70.99993896484375,-714.5704956054688,142
724.214599609375,-724.214599609375,9.20712947845459,-61.80561828613281,17199,-71.01274871826172,-715.0075073242188,143
723.7632446289062,-723.7632446289062,9.298007011413574,-61.717411041259766,17299,-71.01541900634766,-714.4652099609375,144
723.7384033203125,-723.7384033203125,9.388517379760742,-61.62700653076172,17399,-71.0155258178711,-714.3499145507812,144
723.7643432617188,-723.7643432617188,9.478190422058105,-61.5374755859375,17499,-71.01566314697266,-714.2861328125,145
723.6553955078125,-723.6553955078125,9.565978050231934,-61.448760986328125,17599,-71.01473999023438,-714.0894165039062,146
723.3992309570312,-723.3992309570312,9.636038780212402,-61.37910079956055,17699,-71.01513671875,-713.76318359375,147
723.9244995117188,-723.9244995117188,9.707858085632324,-61.31096267700195,17799,-71.0188217163086,-714.2166748046875,148
723.4947509765625,-723.4947509765625,9.776686668395996,-61.24028396606445,17899,-71.0169677734375,-713.7180786132812,149
723.4842529296875,-723.4842529296875,9.848958015441895,-61.16938400268555,17999,-71.01834106445312,-713.6353149414062,149
723.31884765625,-723.31884765625,9.923189163208008,-61.09735870361328,18099,-71.02054595947266,-713.3956909179688,150
723.1871337890625,-723.1871337890625,9.982210159301758,-61.04363250732422,18199,-71.02584075927734,-713.2048950195312,151
723.3555297851562,-723.3555297851562,10.049256324768066,-60.97929000854492,18299,-71.02854919433594,-713.3062744140625,152
723.2675170898438,-723.2675170898438,10.100824356079102,-60.92527770996094,18399,-71.0261001586914,-713.1666870117188,153
722.828125,-722.828125,10.159098625183105,-60.88016128540039,18499,-71.03926086425781,-712.6690063476562,154
722.9946899414062,-722.9946899414062,10.216410636901855,-60.82142639160156,18599,-71.03783416748047,-712.7783203125,154
722.7784423828125,-722.7784423828125,10.275360107421875,-60.753902435302734,18699,-71.02925872802734,-712.5031127929688,155
723.0777587890625,-723.0777587890625,10.350831985473633,-60.67420959472656,18799,-71.02503967285156,-712.7269287109375,156
723.4119873046875,-723.4119873046875,10.408723831176758,-60.614967346191406,18899,-71.02368927001953,-713.0032958984375,157
722.4464111328125,-722.4464111328125,10.485692024230957,-60.538448333740234,18999,-71.02413940429688,-711.9607543945312,158
722.411376953125,-722.411376953125,10.545270919799805,-60.478050231933594,19099,-71.02332305908203,-711.8660888671875,159
722.7529907226562,-722.7529907226562,10.619597434997559,-60.40364074707031,19199,-71.02323913574219,-712.1333618164062,159
722.5359497070312,-722.5359497070312,10.705487251281738,-60.316795349121094,19299,-71.02228546142578,-711.8304443359375,160
722.6039428710938,-722.6039428710938,10.800719261169434,-60.21976852416992,19399,-71.02049255371094,-711.80322265625,161
722.3764038085938,-722.3764038085938,10.919343948364258,-60.110904693603516,19499,-71.0302505493164,-711.45703125,162
722.2783813476562,-722.2783813476562,11.026065826416016,-60.00374221801758,19599,-71.0298080444336,-711.2523193359375,163
722.248291015625,-722.248291015625,11.13762378692627,-59.88882827758789,19699,-71.02645111083984,-711.1107177734375,164
722.2234497070312,-722.2234497070312,11.241164207458496,-59.779727935791016,19799,-71.02088928222656,-710.9822998046875,164
722.2791137695312,-722.2791137695312,11.345863342285156,-59.67831039428711,19899,-71.02417755126953,-710.9332275390625,165
722.0668334960938,-722.0668334960938,11.461947441101074,-59.56082534790039,19999,-71.02277374267578,-710.6049194335938,166
721.6343994140625,-721.6343994140625,11.57701587677002,-59.450103759765625,20099,-71.02711486816406,-710.057373046875,167
721.6860961914062,-721.6860961914062,11.675019264221191,-59.355384826660156,20199,-71.03040313720703,-710.0110473632812,168
721.6265258789062,-721.6265258789062,11.774362564086914,-59.256526947021484,20299,-71.03089141845703,-709.8521118164062,169
721.4852294921875,-721.4852294921875,11.866918563842773,-59.163909912109375,20399,-71.03083038330078,-709.6183471679688,169
721.6207885742188,-721.6207885742188,11.944025039672852,-59.08576965332031,20499,-71.02979278564453,-709.6767578125,170
721.7039794921875,-721.7039794921875,12.017051696777344,-59.016204833984375,20599,-71.03325653076172,-709.6869506835938,171
721.0838623046875,-721.0838623046875,12.088458061218262,-58.94816589355469,20699,-71.03662872314453,-708.9954223632812,172
721.5074462890625,-721.5074462890625,12.146312713623047,-58.89176559448242,20799,-71.03807830810547,-709.3611450195312,173
721.6959838867188,-721.6959838867188,12.21625804901123,-58.82579803466797,20899,-71.04206085205078,-709.479736328125,174
721.0853881835938,-721.0853881835938,12.294295310974121,-58.746768951416016,20999,-71.04106140136719,-708.7910766601562,174
721.2525024414062,-721.2525024414062,12.360058784484863,-58.67950439453125,21099,-71.03956604003906,-708.8924560546875,175
720.78515625,-720.78515625,12.424558639526367,-58.617095947265625,21199,-71.04165649414062,-708.360595703125,176
721.0289306640625,-721.0289306640625,12.492295265197754,-58.54897689819336,21299,-71.04127502441406,-708.53662109375,177
720.910400390625,-720.910400390625,12.56345272064209,-58.485015869140625,21399,-71.04846954345703,-708.3469848632812,178
721.1280517578125,-721.1280517578125,12.637595176696777,-58.40565490722656,21499,-71.04325103759766,-708.490478515625,179
720.7117309570312,-720.7117309570312,12.704649925231934,-58.34184646606445,21599,-71.04649353027344,-708.007080078125,179
720.7877807617188,-720.7877807617188,12.77323055267334,-58.27387619018555,21699,-71.04710388183594,-708.0145874023438,180
720.6426391601562,-720.6426391601562,12.841646194458008,-58.20702362060547,21799,-71.04866790771484,-707.8009643554688,181
720.5008544921875,-720.5008544921875,12.911781311035156,-58.13268280029297,21899,-71.04446411132812,-707.5890502929688,182
720.4928588867188,-720.4928588867188,12.976920127868652,-58.065425872802734,21999,-71.04234313964844,-707.5159301757812,183
720.4342651367188,-720.4342651367188,13.045104026794434,-57.99728775024414,22099,-71.04238891601562,-707.38916015625,184
720.4369506835938,-720.4369506835938,13.11349105834961,-57.93257522583008,22199,-71.04606628417969,-707.323486328125,184
720.4581298828125,-720.4581298828125,13.191374778747559,-57.85771560668945,22299,-71.0490951538086,-707.2667236328125,185
720.410400390625,-720.410400390625,13.27170181274414,-57.77350616455078,22399,-71.04520416259766,-707.1387329101562,186
719.8302612304688,-719.8302612304688,13.359173774719238,-57.68828201293945,22499,-71.04745483398438,-706.4710693359375,187
720.5214233398438,-720.5214233398438,13.445523262023926,-57.59991455078125,22599,-71.04544067382812,-707.075927734375,188
720.0142211914062,-720.0142211914062,13.536211013793945,-57.51367950439453,22699,-71.04988861083984,-706.47802734375,189
719.964599609375,-719.964599609375,13.629408836364746,-57.417755126953125,22799,-71.04716491699219,-706.335205078125,189
720.1444091796875,-720.1444091796875,13.735008239746094,-57.30665588378906,22899,-71.04166412353516,-706.409423828125,190
719.533203125,-719.533203125,13.846956253051758,-57.200252532958984,22999,-71.04721069335938,-705.6862182617188,191
719.8638916015625,-719.8638916015625,13.94236946105957,-57.10420608520508,23099,-71.04657745361328,-705.9215698242188,192
719.577392578125,-719.577392578125,14.049091339111328,-56.99617004394531,23199,-71.0452651977539,-705.5283203125,193
719.4420776367188,-719.4420776367188,14.15980052947998,-56.88639831542969,23299,-71.04619598388672,-705.2822875976562,194
719.4575805664062,-719.4575805664062,14.256627082824707,-56.78339767456055,23399,-71.04002380371094,-705.200927734375,194
719.3800048828125,-719.3800048828125,14.369162559509277,-56.67356491088867,23499,-71.042724609375,-705.0108642578125,195
719.1172485351562,-719.1172485351562,14.492045402526855,-56.561222076416016,23599,-71.05326843261719,-704.6251831054688,196
719.097412109375,-719.097412109375,14.603262901306152,-56.45512771606445,23699,-71.05838775634766,-704.4942016601562,197
718.9173583984375,-718.9173583984375,14.714359283447266,-56.33958435058594,23799,-71.05394744873047,-704.2030029296875,198
718.9044799804688,-718.9044799804688,14.81751823425293,-56.237308502197266,23899,-71.05482482910156,-704.0869140625,199
718.8819580078125,-718.8819580078125,14.905656814575195,-56.143009185791016,23999,-71.04866790771484,-703.976318359375,199
719.05078125,-719.05078125,15.005844116210938,-56.04092025756836,24099,-71.04676055908203,-704.044921875,200
718.7780151367188,-718.7780151367188,15.10892105102539,-55.93684768676758,24199,-71.04576873779297,-703.6690673828125,201
718.3058471679688,-718.3058471679688,15.19821548461914,-55.846763610839844,24299,-71.04498291015625,-703.1076049804688,202
718.5720825195312,-718.5720825195312,15.277338027954102,-55.772918701171875,24399,-71.05025482177734,-703.2947998046875,203
718.1593017578125,-718.1593017578125,15.356253623962402,-55.691261291503906,24499,-71.04751586914062,-702.8030395507812,204
718.5167236328125,-718.5167236328125,15.441500663757324,-55.61768341064453,24599,-71.05918884277344,-703.0752563476562,204
718.5734252929688,-718.5734252929688,15.520106315612793,-55.540489196777344,24699,-71.06060028076172,-703.0533447265625,205
718.18408203125,-718.18408203125,15.602743148803711,-55.45024490356445,24799,-71.05298614501953,-702.5813598632812,206
