s_lpx,u_kl,step,s_kl,u_lpx,s_acc,u_acc,loss,u_py,u_H,s_H,s_py,s_qy,epoch
-69.73654174804688,0.6289300322532654,549,0.6051837205886841,-69.83181762695312,0.16802333295345306,0.15442810952663422,71.61974334716797,-2.3025848865509033,2.276296377182007,2.276127815246582,-2.3025853633880615,-2.2428462505340576,2
-69.70939636230469,0.6611006259918213,599,0.631870448589325,-69.76801300048828,0.1567072868347168,0.14848405122756958,71.58714294433594,-2.3025848865509033,2.2705814838409424,2.2698514461517334,-2.3025853633880615,-2.235398292541504,2
-69.55541229248047,0.6995900273323059,649,0.6749674677848816,-69.68135833740234,0.16529786586761475,0.15384235978126526,71.53007507324219,-2.3025848865509033,2.269653081893921,2.2697153091430664,-2.3025853633880615,-2.2230312824249268,3
-69.72441864013672,0.7431530356407166,699,0.7073892951011658,-69.611328125,0.19206702709197998,0.15771052241325378,71.49634552001953,-2.3025848865509033,2.2684576511383057,2.267937421798706,-2.3025853633880615,-2.2065510749816895,3
-69.61172485351562,0.784295916557312,749,0.75641930103302,-69.55675506591797,0.1929713785648346,0.15896551311016083,71.47959899902344,-2.3025848865509033,2.2659895420074463,2.264254570007324,-2.3025853633880615,-2.204535722732544,3
-69.53170013427734,0.8246974349021912,799,0.7977002263069153,-69.49310302734375,0.19890904426574707,0.16494274139404297,71.45561981201172,-2.3025848865509033,2.2642171382904053,2.264051675796509,-2.3025853633880615,-2.208120346069336,3
-69.38337707519531,0.8646930456161499,849,0.8307247757911682,-69.45691680908203,0.21812638640403748,0.16615857183933258,71.44535064697266,-2.3025848865509033,2.2624127864837646,2.2617151737213135,-2.3025853633880615,-2.1875898838043213,4
-69.52957153320312,0.9034057259559631,899,0.8759322762489319,-69.41865539550781,0.23352400958538055,0.16746850311756134,71.44270324707031,-2.3025848865509033,2.2589921951293945,2.2597763538360596,-2.3025853633880615,-2.1810576915740967,4
-69.39429473876953,0.93875652551651,949,0.9158995151519775,-69.36827087402344,0.22865746915340424,0.16927818953990936,71.42677307128906,-2.3025848865509033,2.2548270225524902,2.255446195602417,-2.3025853633880615,-2.1832258701324463,4
-69.18706512451172,0.9724745154380798,999,0.9376552700996399,-69.34074401855469,0.20390371978282928,0.17230558395385742,71.42821502685547,-2.3025848865509033,2.2534289360046387,2.253864288330078,-2.3025853633880615,-2.18815016746521,4
-69.12639617919922,1.0057976245880127,1049,0.956045925617218,-69.30365753173828,0.23553454875946045,0.17887479066848755,71.40902709960938,-2.3025848865509033,2.250331401824951,2.250607490539551,-2.3025853633880615,-2.1636457443237305,5
-69.24634552001953,1.03936767578125,1099,1.006259799003601,-69.2600326538086,0.23357415199279785,0.18033908307552338,71.40148162841797,-2.3025848865509033,2.2496535778045654,2.250156879425049,-2.3025853633880615,-2.172877311706543,5
-69.20848083496094,1.0692081451416016,1149,1.0332973003387451,-69.24832916259766,0.22730709612369537,0.17886479198932648,71.41959381103516,-2.3025848865509033,2.2467141151428223,2.246905565261841,-2.3025853633880615,-2.178237199783325,5
-69.26365661621094,1.0977996587753296,1199,1.0667669773101807,-69.19344329833984,0.23698429763317108,0.17763637006282806,71.38484954833984,-2.3025848865509033,2.243511915206909,2.2423558235168457,-2.3025853633880615,-2.1604788303375244,5
-69.19575500488281,1.1286853551864624,1249,1.0999383926391602,-69.11811065673828,0.26074865460395813,0.17826242744922638,71.32720184326172,-2.3025848865509033,2.2397940158843994,2.2381839752197266,-2.3025853633880615,-2.1371920108795166,6
-68.9880142211914,1.163123607635498,1299,1.1196494102478027,-69.10194396972656,0.24404194951057434,0.17970822751522064,71.3390121459961,-2.3025848865509033,2.2350685596466064,2.2349789142608643,-2.3025853633880615,-2.135284185409546,6
-69.05066680908203,1.193192481994629,1349,1.1504991054534912,-69.1141586303711,0.2432090938091278,0.1812509447336197,71.38297271728516,-2.3025848865509033,2.2309489250183105,2.230128765106201,-2.3025853633880615,-2.139294147491455,6
-68.72557067871094,1.2256574630737305,1399,1.1736570596694946,-69.08533477783203,0.24542492628097534,0.18326227366924286,71.37985229492188,-2.3025848865509033,2.228430986404419,2.2276451587677,-2.3025853633880615,-2.142479181289673,6
-68.72809600830078,1.2609206438064575,1449,1.2117664813995361,-69.03965759277344,0.25088685750961304,0.18238236010074615,71.36096954345703,-2.3025848865509033,2.225541114807129,2.22483491897583,-2.3025853633880615,-2.1284196376800537,7
-68.84136199951172,1.2985265254974365,1499,1.2674939632415771,-68.96559143066406,0.2587758004665375,0.1821085661649704,71.3172378540039,-2.3025848865509033,2.2214436531066895,2.2177999019622803,-2.3025853633880615,-2.112121343612671,7
-68.88353729248047,1.3371772766113281,1549,1.2653216123580933,-68.92428588867188,0.24262692034244537,0.18540388345718384,71.31192016601562,-2.3025848865509033,2.218057155609131,2.2150988578796387,-2.3025853633880615,-2.1179771423339844,7
-68.86600494384766,1.3751181364059448,1599,1.3384714126586914,-68.89673614501953,0.25134041905403137,0.1833113431930542,71.32067108154297,-2.3025848865509033,2.215649127960205,2.2145509719848633,-2.3025853633880615,-2.1241137981414795,7
-68.74298858642578,1.4242690801620483,1649,1.373908519744873,-68.86107635498047,0.26757287979125977,0.1846134513616562,71.31632995605469,-2.3025848865509033,2.2123425006866455,2.211303949356079,-2.3025853633880615,-2.1010327339172363,8
-68.65132904052734,1.4592649936676025,1699,1.4006004333496094,-68.8697738647461,0.26917746663093567,0.18837402760982513,71.35218048095703,-2.3025848865509033,2.209258556365967,2.2079994678497314,-2.3025853633880615,-2.095226764678955,8
-68.6546630859375,1.5087591409683228,1749,1.4554061889648438,-68.77539825439453,0.2644597291946411,0.1864813268184662,71.30952453613281,-2.3025848865509033,2.20552921295166,2.203119993209839,-2.3025853633880615,-2.1044228076934814,8
-68.61582946777344,1.552770972251892,1799,1.4882838726043701,-68.70823669433594,0.25702762603759766,0.18909712135791779,71.2814712524414,-2.3025848865509033,2.202054262161255,2.200901746749878,-2.3025853633880615,-2.101443290710449,8
-68.41743469238281,1.595569372177124,1849,1.5298007726669312,-68.66963958740234,0.2501800060272217,0.18975475430488586,71.27755737304688,-2.3025848865509033,2.199080467224121,2.1992626190185547,-2.3025853633880615,-2.096735715866089,9
-68.3902587890625,1.6381280422210693,1899,1.5709803104400635,-68.61239624023438,0.25685229897499084,0.1897243857383728,71.25479888916016,-2.3025848865509033,2.19284987449646,2.1919734477996826,-2.3025853633880615,-2.0837414264678955,9
-68.29230499267578,1.6852887868881226,1949,1.624387264251709,-68.5625228881836,0.2489013373851776,0.1872236579656601,71.25161743164062,-2.3025848865509033,2.190227508544922,2.1916303634643555,-2.3025853633880615,-2.093757152557373,9
-68.570556640625,1.7319773435592651,1999,1.6924971342086792,-68.51507568359375,0.2591208219528198,0.18677210807800293,71.24712371826172,-2.3025848865509033,2.1875767707824707,2.1862239837646484,-2.3025853633880615,-2.088149309158325,9
-68.4526138305664,1.7815476655960083,2049,1.726854681968689,-68.44477844238281,0.26290497183799744,0.18759916722774506,71.21761322021484,-2.3025848865509033,2.1845200061798096,2.186426877975464,-2.3025853633880615,-2.078842878341675,10
-68.25304412841797,1.8251526355743408,2099,1.774641752243042,-68.40796661376953,0.2763929069042206,0.19128844141960144,71.21642303466797,-2.3025848865509033,2.1814777851104736,2.1821670532226562,-2.3025853633880615,-2.071465015411377,10
-68.14425659179688,1.8731234073638916,2149,1.822580099105835,-68.37493133544922,0.2580260634422302,0.18937146663665771,71.22811889648438,-2.3025848865509033,2.1768696308135986,2.175997495651245,-2.3025853633880615,-2.0730583667755127,10
-68.16450500488281,1.9205889701843262,2199,1.8716853857040405,-68.31963348388672,0.26324552297592163,0.18929843604564667,71.2177963256836,-2.3025848865509033,2.175661325454712,2.173124313354492,-2.3025853633880615,-2.0790905952453613,10
-68.02371978759766,1.9722386598587036,2249,1.928902268409729,-68.28462219238281,0.2765771746635437,0.18956808745861053,71.2212142944336,-2.3025848865509033,2.168837785720825,2.1667280197143555,-2.3025853633880615,-2.05867862701416,11
-68.01924133300781,2.0200390815734863,2299,1.953284740447998,-68.22364044189453,0.28525280952453613,0.1921161264181137,71.20348358154297,-2.3025848865509033,2.165724992752075,2.1636972427368164,-2.3025853633880615,-2.0562357902526855,11
-67.83548736572266,2.071535587310791,2349,1.994612455368042,-68.13035583496094,0.27942609786987305,0.19494324922561646,71.15750885009766,-2.3025848865509033,2.163209915161133,2.1607677936553955,-2.3025853633880615,-2.05867600440979,11
-68.1442642211914,2.121873140335083,2399,2.0689756870269775,-68.07858276367188,0.27083584666252136,0.19346186518669128,71.15677642822266,-2.3025848865509033,2.160996913909912,2.160808801651001,-2.3025853633880615,-2.056725263595581,11
-67.7529525756836,2.171553373336792,2449,2.0859999656677246,-68.03759002685547,0.28241753578186035,0.19235862791538239,71.14903259277344,-2.3025848865509033,2.1574530601501465,2.1606669425964355,-2.3025853633880615,-2.044407606124878,12
-67.9786376953125,2.226571798324585,2499,2.1597464084625244,-67.9758529663086,0.2851610779762268,0.19607378542423248,71.14471435546875,-2.3025848865509033,2.152982234954834,2.1563756465911865,-2.3025853633880615,-2.050830841064453,12
-67.984375,2.27962589263916,2549,2.264148235321045,-67.86174011230469,0.2827310860157013,0.19591780006885529,71.08134460449219,-2.3025848865509033,2.1491498947143555,2.148686647415161,-2.3025853633880615,-2.0460011959075928,12
-67.84872436523438,2.333634853363037,2599,2.2941932678222656,-67.83399200439453,0.2887197434902191,0.19469012320041656,71.0992660522461,-2.3025848865509033,2.1473019123077393,2.1462202072143555,-2.3025853633880615,-2.044705867767334,12
-67.78833770751953,2.387831926345825,2649,2.3340368270874023,-67.80438995361328,0.2999952435493469,0.19452284276485443,71.10870361328125,-2.3025848865509033,2.144584894180298,2.1415486335754395,-2.3025853633880615,-2.02082896232605,13
-67.63005828857422,2.437237501144409,2699,2.3754372596740723,-67.74063110351562,0.30232012271881104,0.19361969828605652,71.09207153320312,-2.3025848865509033,2.138484239578247,2.135152578353882,-2.3025853633880615,-2.021799087524414,13
-67.52050018310547,2.485321283340454,2749,2.392369508743286,-67.68667602539062,0.279348224401474,0.1968507021665573,71.08293914794922,-2.3025848865509033,2.13622784614563,2.1334385871887207,-2.3025853633880615,-2.0260629653930664,13
-67.65253448486328,2.5283150672912598,2799,2.495636463165283,-67.64323425292969,0.2550256848335266,0.19798900187015533,71.09747314453125,-2.3025848865509033,2.1335060596466064,2.131772041320801,-2.3025853633880615,-2.0629382133483887,13
-67.15042877197266,2.5737881660461426,2849,2.503852605819702,-67.60885620117188,0.28046083450317383,0.1963665634393692,71.09211730957031,-2.3025848865509033,2.129498243331909,2.1278035640716553,-2.3025853633880615,-2.051556348800659,14
-67.51358032226562,2.621439218521118,2899,2.591670036315918,-67.53707122802734,0.26971274614334106,0.19485150277614594,71.06417846679688,-2.3025848865509033,2.1294095516204834,2.1253747940063477,-2.3025853633880615,-2.042337417602539,14
-67.52714538574219,2.6586785316467285,2949,2.6404871940612793,-67.54375457763672,0.2903505861759186,0.19701185822486877,71.09708404541016,-2.3025848865509033,2.1244094371795654,2.1161017417907715,-2.3025853633880615,-2.017186164855957,14
-67.43840026855469,2.7029964923858643,2999,2.6324265003204346,-67.46957397460938,0.2824169993400574,0.19791895151138306,71.06852722167969,-2.3025848865509033,2.1220991611480713,2.119751453399658,-2.3025853633880615,-2.027503728866577,14
-67.21357727050781,2.7458701133728027,3049,2.6807923316955566,-67.44355773925781,0.2966752052307129,0.19671393930912018,71.06505584716797,-2.3025848865509033,2.1195168495178223,2.1185929775238037,-2.3025853633880615,-1.99907648563385,15
-67.38622283935547,2.7875826358795166,3099,2.734114646911621,-67.39871215820312,0.29613226652145386,0.1958812177181244,71.07351684570312,-2.3025848865509033,2.11472749710083,2.1139602661132812,-2.3025853633880615,-2.021207094192505,15
-67.09545135498047,2.8285140991210938,3149,2.751476287841797,-67.36522674560547,0.2992626428604126,0.19629864394664764,71.08120727539062,-2.3025848865509033,2.11104679107666,2.1100082397460938,-2.3025853633880615,-2.030460834503174,15
-67.22594451904297,2.858750581741333,3199,2.7964701652526855,-67.31812286376953,0.2926645278930664,0.19868820905685425,71.05965423583984,-2.3025848865509033,2.1102890968322754,2.107515573501587,-2.3025853633880615,-2.0246870517730713,15
-67.0918960571289,2.890331506729126,3249,2.804494857788086,-67.28567504882812,0.3129637837409973,0.200051948428154,71.03855895996094,-2.3025848865509033,2.106174945831299,2.098945379257202,-2.3025853633880615,-1.9924174547195435,16
-67.22553253173828,2.919769763946533,3299,2.851032257080078,-67.25511169433594,0.3013099431991577,0.20016464591026306,71.03507232666016,-2.3025848865509033,2.1042399406433105,2.0990071296691895,-2.3025853633880615,-1.9878275394439697,16
-67.2620849609375,2.9495227336883545,3349,2.9153201580047607,-67.2184066772461,0.29377231001853943,0.1988869607448578,71.03602600097656,-2.3025848865509033,2.1015052795410156,2.1034393310546875,-2.3025853633880615,-2.0084006786346436,16
-67.0189437866211,2.9792473316192627,3399,2.9282326698303223,-67.19536590576172,0.3045388460159302,0.20029573142528534,71.0498046875,-2.3025848865509033,2.0993785858154297,2.0922911167144775,-2.3025853633880615,-2.0349597930908203,16
-66.93714904785156,3.006868600845337,3449,2.9478707313537598,-67.16173553466797,0.3129362165927887,0.2016715705394745,71.02745056152344,-2.3025848865509033,2.098604202270508,2.0939154624938965,-2.3025853633880615,-2.008866310119629,17
-66.95805358886719,3.036083221435547,3499,2.994749069213867,-67.12031555175781,0.31511303782463074,0.20031410455703735,71.00206756591797,-2.3025848865509033,2.0966906547546387,2.0887644290924072,-2.3025853633880615,-1.9890800714492798,17
-66.9993667602539,3.058898687362671,3549,2.9904160499572754,-67.09680938720703,0.2823939919471741,0.20063775777816772,71.01166534423828,-2.3025848865509033,2.0934805870056152,2.089325428009033,-2.3025853633880615,-2.010082244873047,17
-66.88380432128906,3.082016944885254,3599,3.019321918487549,-67.08573913574219,0.2991349995136261,0.20273782312870026,71.01325988769531,-2.3025848865509033,2.091374635696411,2.094205141067505,-2.3025853633880615,-2.0030410289764404,17
-66.86483001708984,3.105625629425049,3649,3.045947790145874,-67.06562042236328,0.3111218512058258,0.20306065678596497,71.00421905517578,-2.3025848865509033,2.087721824645996,2.093766212463379,-2.3025853633880615,-1.9724938869476318,18
-66.68534088134766,3.133881092071533,3699,3.037639617919922,-67.02661895751953,0.31446075439453125,0.205101877450943,70.98933410644531,-2.3025848865509033,2.0853030681610107,2.088069438934326,-2.3025853633880615,-1.9766558408737183,18
-66.5694808959961,3.1607553958892822,3749,3.0904083251953125,-67.0137710571289,0.31101664900779724,0.20444034039974213,71.00699615478516,-2.3025848865509033,2.0839879512786865,2.082733154296875,-2.3025853633880615,-1.9846129417419434,18
-66.70877838134766,3.173332929611206,3799,3.1079931259155273,-67.0093002319336,0.30521371960639954,0.2049921154975891,71.01402282714844,-2.3025848865509033,2.082024097442627,2.079524278640747,-2.3025853633880615,-1.9896574020385742,18
-66.63037109375,3.2084593772888184,3849,3.129905939102173,-66.95494079589844,0.3234677016735077,0.20472759008407593,70.97135162353516,-2.3025848865509033,2.079334020614624,2.0723607540130615,-2.3025853633880615,-1.9537385702133179,19
-66.56842803955078,3.2367005348205566,3899,3.1512017250061035,-66.92140197753906,0.31550246477127075,0.20497329533100128,70.96537780761719,-2.3025848865509033,2.0768468379974365,2.072294235229492,-2.3025853633880615,-1.9571292400360107,19
-66.59307098388672,3.2551217079162598,3949,3.1879732608795166,-66.92713928222656,0.3193533420562744,0.20508968830108643,70.98295593261719,-2.3025848865509033,2.07289981842041,2.0730152130126953,-2.3025853633880615,-1.94384765625,19
-66.67539978027344,3.276150941848755,3999,3.226274251937866,-66.90995025634766,0.307630717754364,0.2051796168088913,71.00587463378906,-2.3025848865509033,2.0712671279907227,2.067470073699951,-2.3025853633880615,-1.9856626987457275,19
-66.67557525634766,3.291482925415039,4049,3.242978811264038,-66.88227081298828,0.3121897578239441,0.20730383694171906,70.98538208007812,-2.3025848865509033,2.07077693939209,2.0690784454345703,-2.3025853633880615,-1.967934012413025,20
-66.42536926269531,3.3145172595977783,4099,3.207479953765869,-66.88298034667969,0.30105316638946533,0.20547278225421906,71.00208282470703,-2.3025848865509033,2.0702037811279297,2.0691707134246826,-2.3025853633880615,-1.9630980491638184,20
-66.75528717041016,3.3354859352111816,4149,3.2592623233795166,-66.80037689208984,0.31278303265571594,0.2096753865480423,70.93862915039062,-2.3025848865509033,2.070330858230591,2.0624117851257324,-2.3025853633880615,-1.961607813835144,20
-66.52783966064453,3.3547165393829346,4199,3.297816038131714,-66.78937530517578,0.3071994185447693,0.20979462563991547,70.93976593017578,-2.3025848865509033,2.069392204284668,2.0633387565612793,-2.3025853633880615,-1.9621952772140503,20
-66.37747192382812,3.374255418777466,4249,3.284092664718628,-66.78392791748047,0.32093021273612976,0.2097606211900711,70.94268035888672,-2.3025848865509033,2.0678489208221436,2.064018964767456,-2.3025853633880615,-1.9448820352554321,21
-66.39624786376953,3.394892454147339,4299,3.318871259689331,-66.75152587890625,0.3373943269252777,0.2142319530248642,70.91813659667969,-2.3025848865509033,2.0655763149261475,2.057422161102295,-2.3025853633880615,-1.9289010763168335,21
-66.41474151611328,3.4124908447265625,4349,3.3308169841766357,-66.73202514648438,0.32753482460975647,0.21474669873714447,70.92019653320312,-2.3025848865509033,2.0612735748291016,2.0548808574676514,-2.3025853633880615,-1.932673454284668,21
-66.6539306640625,3.430920362472534,4399,3.3801937103271484,-66.7271957397461,0.30567362904548645,0.21370941400527954,70.9498519897461,-2.3025848865509033,2.060030221939087,2.058476686477661,-2.3025853633880615,-1.9598602056503296,21
-66.60498046875,3.4536948204040527,4449,3.399217367172241,-66.71522521972656,0.33138352632522583,0.21267707645893097,70.94369506835938,-2.3025848865509033,2.0596938133239746,2.0586698055267334,-2.3025853633880615,-1.932527780532837,22
-66.5732650756836,3.475247859954834,4499,3.396047592163086,-66.70587921142578,0.32727083563804626,0.21505598723888397,70.94706726074219,-2.3025848865509033,2.056706666946411,2.049978494644165,-2.3025853633880615,-1.9199283123016357,22
-66.26031494140625,3.4900550842285156,4549,3.4152355194091797,-66.65122985839844,0.3141056299209595,0.21402165293693542,70.91692352294922,-2.3025848865509033,2.0554561614990234,2.0502216815948486,-2.3025853633880615,-1.950899600982666,22
-66.34337615966797,3.515869617462158,4599,3.455353260040283,-66.61486053466797,0.31699660420417786,0.21752893924713135,70.90873718261719,-2.3025848865509033,2.054037094116211,2.0516104698181152,-2.3025853633880615,-1.9600045680999756,22
-66.23844146728516,3.5392394065856934,4649,3.501800298690796,-66.58089447021484,0.3423374593257904,0.21559996902942657,70.88023376464844,-2.3025848865509033,2.052872896194458,2.0500056743621826,-2.3025853633880615,-1.9236396551132202,23
-66.3386459350586,3.5596797466278076,4699,3.5008151531219482,-66.59160614013672,0.331862211227417,0.21531489491462708,70.90885162353516,-2.3025848865509033,2.0482797622680664,2.0428836345672607,-2.3025853633880615,-1.9168951511383057,23
-66.27923583984375,3.5802202224731445,4749,3.5074095726013184,-66.53993225097656,0.31641846895217896,0.21724756062030792,70.876953125,-2.3025848865509033,2.048633098602295,2.0487751960754395,-2.3025853633880615,-1.918373465538025,23
-66.17845153808594,3.602170705795288,4799,3.544550895690918,-66.56224822998047,0.31203514337539673,0.21710063517093658,70.92411041259766,-2.3025848865509033,2.0469110012054443,2.0407814979553223,-2.3025853633880615,-1.9302467107772827,23
-66.06696319580078,3.615131139755249,4849,3.546832799911499,-66.55945587158203,0.34762781858444214,0.21531040966510773,70.91658782958984,-2.3025848865509033,2.046095132827759,2.0372707843780518,-2.3025853633880615,-1.900523066520691,24
-66.14402770996094,3.6399803161621094,4899,3.5730462074279785,-66.5217056274414,0.3452867567539215,0.21595817804336548,70.9039535522461,-2.3025848865509033,2.0453102588653564,2.037046194076538,-2.3025853633880615,-1.9059598445892334,24
-66.37047576904297,3.6751201152801514,4949,3.601829767227173,-66.4755859375,0.3355892598628998,0.21796399354934692,70.896240234375,-2.3025848865509033,2.0434517860412598,2.0320048332214355,-2.3025853633880615,-1.9076393842697144,24
-66.1082992553711,3.698941707611084,4999,3.6230251789093018,-66.441162109375,0.3522089123725891,0.2207031399011612,70.88410186767578,-2.3025848865509033,2.041198968887329,2.0345051288604736,-2.3025853633880615,-1.9163463115692139,24
-66.1172866821289,3.7155957221984863,5049,3.645522356033325,-66.43428802490234,0.34450599551200867,0.22155287861824036,70.8949203491211,-2.3025848865509033,2.0392189025878906,2.0357158184051514,-2.3025853633880615,-1.9202110767364502,25
-66.24309539794922,3.7326114177703857,5099,3.6481480598449707,-66.38822937011719,0.33767566084861755,0.22096800804138184,70.85108947753906,-2.3025848865509033,2.041719913482666,2.025010347366333,-2.3025853633880615,-1.895774245262146,25
-66.08699035644531,3.7414960861206055,5149,3.6741154193878174,-66.41218566894531,0.34403276443481445,0.22364307940006256,70.86710357666016,-2.3025848865509033,2.0396780967712402,2.0260510444641113,-2.3025853633880615,-1.872106909751892,25
-65.90127563476562,3.7565648555755615,5199,3.6891353130340576,-66.39666748046875,0.3362164795398712,0.22476360201835632,70.87757873535156,-2.3025848865509033,2.035877227783203,2.0291244983673096,-2.3025853633880615,-1.902938961982727,25
-65.75987243652344,3.7762787342071533,5249,3.687462568283081,-66.37806701660156,0.3607316315174103,0.2273889034986496,70.86127471923828,-2.3025848865509033,2.03440523147583,2.031207323074341,-2.3025853633880615,-1.8763127326965332,26
-65.84542083740234,3.8008861541748047,5299,3.730414867401123,-66.3502426147461,0.35876181721687317,0.22824180126190186,70.86183166503906,-2.3025848865509033,2.0318636894226074,2.027798652648926,-2.3025853633880615,-1.8803268671035767,26
-65.81366729736328,3.8166370391845703,5349,3.710810661315918,-66.35526275634766,0.34518393874168396,0.2256476730108261,70.88764953613281,-2.3025848865509033,2.029348134994507,2.018217086791992,-2.3025853633880615,-1.8911696672439575,26
-65.9686279296875,3.828908681869507,5399,3.7751803398132324,-66.30609893798828,0.34144917130470276,0.22448033094406128,70.8462142944336,-2.3025848865509033,2.030792236328125,2.020920753479004,-2.3025853633880615,-1.8777960538864136,26
-66.11783599853516,3.8530311584472656,5449,3.787266492843628,-66.28944396972656,0.36940595507621765,0.2271486222743988,70.84014892578125,-2.3025848865509033,2.0297605991363525,2.0212974548339844,-2.3025853633880615,-1.8494813442230225,27
-65.9403076171875,3.8670310974121094,5499,3.7892282009124756,-66.29442596435547,0.3681197166442871,0.22638165950775146,70.85108184814453,-2.3025848865509033,2.027355194091797,2.0207738876342773,-2.3025853633880615,-1.8500277996063232,27
-65.77937316894531,3.8848190307617188,5549,3.8215043544769287,-66.2719497680664,0.34915217757225037,0.2276334911584854,70.84873962402344,-2.3025848865509033,2.0225942134857178,2.0197644233703613,-2.3025853633880615,-1.8572725057601929,27
-65.968017578125,3.9006547927856445,5599,3.835425853729248,-66.235107421875,0.3380536735057831,0.22829152643680573,70.83296203613281,-2.3025848865509033,2.0215933322906494,2.0128133296966553,-2.3025853633880615,-1.8628392219543457,27
-65.54820251464844,3.92478609085083,5649,3.862403631210327,-66.20492553710938,0.3455664813518524,0.22944876551628113,70.81417083740234,-2.3025848865509033,2.020778179168701,2.0187017917633057,-2.3025853633880615,-1.850075364112854,28
-65.46814727783203,3.9365944862365723,5699,3.857762575149536,-66.21038055419922,0.3655414581298828,0.22981758415699005,70.82405853271484,-2.3025848865509033,2.018467426300049,2.010439157485962,-2.3025853633880615,-1.840643048286438,28
-65.71749877929688,3.9513967037200928,5749,3.8711445331573486,-66.19184875488281,0.376144140958786,0.23131762444972992,70.81101989746094,-2.3025848865509033,2.0171608924865723,1.9995641708374023,-2.3025853633880615,-1.819616436958313,28
-65.80280303955078,3.972175121307373,5799,3.886751174926758,-66.16324615478516,0.35786789655685425,0.231270432472229,70.83043670654297,-2.3025848865509033,2.0137760639190674,2.006816864013672,-2.3025853633880615,-1.8679301738739014,28
-65.54026794433594,4.002634525299072,5849,3.899461269378662,-66.17084503173828,0.3795156478881836,0.2322448194026947,70.84475708007812,-2.3025848865509033,2.0122363567352295,2.0070648193359375,-2.3025853633880615,-1.8372052907943726,29
-65.71435546875,4.013154983520508,5899,3.8930985927581787,-66.13359832763672,0.36406761407852173,0.23438815772533417,70.81501770019531,-2.3025848865509033,2.0144565105438232,2.0040173530578613,-2.3025853633880615,-1.830634355545044,29
-65.70622253417969,4.026834011077881,5949,3.958312749862671,-66.0645523071289,0.36148446798324585,0.23527118563652039,70.76509094238281,-2.3025848865509033,2.0126700401306152,2.010122299194336,-2.3025853633880615,-1.8374360799789429,29
-65.82942962646484,4.054439544677734,5999,3.9762232303619385,-66.07225799560547,0.37305277585983276,0.23660700023174286,70.7970199584961,-2.3025848865509033,2.0101568698883057,2.004412889480591,-2.3025853633880615,-1.8308969736099243,29
-65.65843963623047,4.069892406463623,6049,3.9601361751556396,-66.06778717041016,0.3857947885990143,0.2390327900648117,70.78966522216797,-2.3025848865509033,2.0075531005859375,1.996059775352478,-2.3025853633880615,-1.8011802434921265,30
-65.69593048095703,4.082246780395508,6099,4.0494537353515625,-66.0323257446289,0.38143736124038696,0.2392103224992752,70.75949096679688,-2.3025848865509033,2.003419876098633,1.9925096035003662,-2.3025853633880615,-1.780949354171753,30
-65.65924835205078,4.117538928985596,6149,4.05030632019043,-66.01080322265625,0.3638054132461548,0.2408735305070877,70.78816223144531,-2.3025848865509033,2.002192497253418,1.9938470125198364,-2.3025853633880615,-1.808416724205017,30
