kl,epoch,elbo,step,lpz,lpx,loss,lqz
4.325191020965576,24,-731.5479125976562,2999,-70.98075866699219,-727.2227172851562,731.5479125976562,-66.65556335449219
4.33337926864624,25,-731.4970092773438,3099,-70.97056579589844,-727.1636352539062,731.4970092773438,-66.6371841430664
4.345790863037109,26,-731.4677124023438,3199,-70.96446990966797,-727.1218872070312,731.4677124023438,-66.61868286132812
4.355401515960693,27,-730.8065185546875,3299,-70.95047760009766,-726.4511108398438,730.8065185546875,-66.5950698852539
4.374122619628906,28,-730.815185546875,3399,-70.94696807861328,-726.4411010742188,730.815185546875,-66.57284545898438
4.393210411071777,29,-730.7119140625,3499,-70.9423828125,-726.3186645507812,730.7119140625,-66.5491714477539
4.4104084968566895,29,-730.4450073242188,3599,-70.94194030761719,-726.0346069335938,730.4450073242188,-66.53153228759766
4.4292449951171875,30,-730.4330444335938,3699,-70.94049072265625,-726.0037841796875,730.4330444335938,-66.51124572753906
4.458370685577393,31,-730.1610717773438,3799,-70.96060943603516,-725.7026977539062,730.1610717773438,-66.50223541259766
4.478732109069824,32,-730.352783203125,3899,-70.9546890258789,-725.8740234375,730.352783203125,-66.47595977783203
4.500802516937256,33,-730.1272583007812,3999,-70.95032501220703,-725.62646484375,730.1272583007812,-66.44952392578125
4.531620025634766,34,-730.0169067382812,4099,-70.95142364501953,-725.4852905273438,730.0169067382812,-66.4197998046875
4.5566511154174805,34,-729.9169921875,4199,-70.95067596435547,-725.3603515625,729.9169921875,-66.39402770996094
4.591384410858154,35,-729.7456665039062,4299,-70.94979095458984,-725.154296875,729.7456665039062,-66.35840606689453
4.624596118927002,36,-729.9530029296875,4399,-70.95106506347656,-725.3284301757812,729.9530029296875,-66.32646942138672
4.661351203918457,37,-729.3984375,4499,-70.96437072753906,-724.737060546875,729.3984375,-66.30302429199219
4.681384086608887,38,-729.3209838867188,4599,-70.95277404785156,-724.6395874023438,729.3209838867188,-66.2713851928711
4.696485996246338,39,-729.451904296875,4699,-70.9513168334961,-724.75537109375,729.451904296875,-66.25482940673828
4.712614059448242,39,-729.4486083984375,4799,-70.9586181640625,-724.7360229492188,729.4486083984375,-66.24600219726562
4.721778392791748,40,-729.40087890625,4899,-70.95063018798828,-724.6791381835938,729.40087890625,-66.22885131835938
4.728336811065674,41,-729.538330078125,4999,-70.95782470703125,-724.8099975585938,729.538330078125,-66.22948455810547
4.73742151260376,42,-729.1392822265625,5099,-70.9583511352539,-724.40185546875,729.1392822265625,-66.22093200683594
4.742956638336182,43,-729.3673095703125,5199,-70.94880676269531,-724.6243286132812,729.3673095703125,-66.20584869384766
4.748849391937256,44,-729.1500244140625,5299,-70.95320129394531,-724.4011840820312,729.1500244140625,-66.20435333251953
4.754499435424805,44,-728.9283447265625,5399,-70.95833587646484,-724.173828125,728.9283447265625,-66.20384216308594
4.765056610107422,45,-729.0540161132812,5499,-70.96700286865234,-724.2890014648438,729.0540161132812,-66.20195007324219
4.771020889282227,46,-729.0411376953125,5599,-70.95947265625,-724.2701416015625,729.0411376953125,-66.1884536743164
4.775293827056885,47,-728.978759765625,5699,-70.93888092041016,-724.2034301757812,728.978759765625,-66.16358947753906
4.782203197479248,48,-728.87109375,5799,-70.94486999511719,-724.0888671875,728.87109375,-66.16266632080078
4.804415225982666,49,-728.7861938476562,5899,-70.96830749511719,-723.9817504882812,728.7861938476562,-66.16389465332031
4.818277835845947,49,-728.6409301757812,5999,-70.9723892211914,-723.8226928710938,728.6409301757812,-66.15410614013672
4.837060451507568,50,-728.5789794921875,6099,-70.98174285888672,-723.7418823242188,728.5789794921875,-66.14468383789062
4.864496231079102,51,-728.6949462890625,6199,-70.9840316772461,-723.8305053710938,728.6949462890625,-66.11953735351562
4.907495498657227,52,-728.6366577148438,6299,-70.98651123046875,-723.7291870117188,728.6366577148438,-66.07901763916016
4.947304725646973,53,-728.3934326171875,6399,-70.97740173339844,-723.4461669921875,728.3934326171875,-66.03009033203125
4.986703395843506,54,-728.1840209960938,6499,-70.96793365478516,-723.1973266601562,728.1840209960938,-65.98123168945312
5.018795967102051,54,-728.2354125976562,6599,-70.95743560791016,-723.2166137695312,728.2354125976562,-65.93863677978516
5.048298358917236,55,-728.1429443359375,6699,-70.95953369140625,-723.0946655273438,728.1429443359375,-65.91123962402344
5.0713372230529785,56,-728.0573120117188,6799,-70.95502471923828,-722.9859619140625,728.0573120117188,-65.8836898803711
5.085982799530029,57,-727.8527221679688,6899,-70.96379089355469,-722.7667236328125,727.8527221679688,-65.8778076171875
5.104975700378418,58,-728.176025390625,6999,-70.97502899169922,-723.071044921875,728.176025390625,-65.87005615234375
5.111992359161377,59,-727.672119140625,7099,-70.96981811523438,-722.5601196289062,727.672119140625,-65.85782623291016
5.112318992614746,59,-727.9263305664062,7199,-70.96122741699219,-722.81396484375,727.9263305664062,-65.84890747070312
5.1165876388549805,60,-727.7511596679688,7299,-70.96013641357422,-722.6345825195312,727.7511596679688,-65.84354400634766
5.1267547607421875,61,-727.7987060546875,7399,-70.97428131103516,-722.6719360351562,727.7987060546875,-65.84752655029297
5.133902072906494,62,-727.6254272460938,7499,-70.98085021972656,-722.4915161132812,727.6254272460938,-65.8469467163086
5.132267951965332,63,-727.6610107421875,7599,-70.96916961669922,-722.5287475585938,727.6610107421875,-65.83690643310547
5.1349897384643555,64,-727.6329956054688,7699,-70.95889282226562,-722.4979858398438,727.6329956054688,-65.82390594482422
5.135464668273926,64,-727.6883544921875,7799,-70.95829772949219,-722.5529174804688,727.6883544921875,-65.82283020019531
5.135412216186523,65,-727.7101440429688,7899,-70.9509048461914,-722.57470703125,727.7101440429688,-65.81549835205078
5.1385908126831055,66,-727.4297485351562,7999,-70.95394134521484,-722.2911987304688,727.4297485351562,-65.81535339355469
5.140152454376221,67,-727.3886108398438,8099,-70.96376037597656,-722.2484741210938,727.3886108398438,-65.8236083984375
5.137063980102539,68,-727.3697509765625,8199,-70.95740509033203,-722.232666015625,727.3697509765625,-65.8203353881836
5.13268518447876,69,-727.109130859375,8299,-70.94865417480469,-721.9764404296875,727.109130859375,-65.81597137451172
5.1453986167907715,69,-727.3290405273438,8399,-70.97053527832031,-722.1836547851562,727.3290405273438,-65.82513427734375
5.147519588470459,70,-727.2332763671875,8499,-70.9710922241211,-722.0857543945312,727.2332763671875,-65.82357025146484
5.146190166473389,71,-727.443115234375,8599,-70.9754867553711,-722.2969360351562,727.443115234375,-65.82929992675781
5.150149822235107,72,-727.2545776367188,8699,-70.97527313232422,-722.1044311523438,727.2545776367188,-65.82512664794922
5.16143798828125,73,-727.1128540039062,8799,-70.97342681884766,-721.951416015625,727.1128540039062,-65.8119888305664
5.1733717918396,74,-727.0105590820312,8899,-70.95352935791016,-721.837158203125,727.0105590820312,-65.78015899658203
5.21112060546875,74,-727.2509765625,8999,-70.94094848632812,-722.0398559570312,727.2509765625,-65.72982788085938
5.257939338684082,75,-727.0667114257812,9099,-70.9532699584961,-721.8087768554688,727.0667114257812,-65.69532775878906
5.290264129638672,76,-726.9879760742188,9199,-70.95270538330078,-721.69775390625,726.9879760742188,-65.66244506835938
5.311875820159912,77,-727.2006225585938,9299,-70.94943237304688,-721.8887329101562,727.2006225585938,-65.63755798339844
5.332512855529785,78,-726.5933227539062,9399,-70.96481323242188,-721.2608032226562,726.5933227539062,-65.6323013305664
5.348344802856445,79,-726.7192993164062,9499,-70.98230743408203,-721.3709106445312,726.7192993164062,-65.63396453857422
5.356945991516113,79,-727.1583251953125,9599,-70.98416900634766,-721.8013305664062,727.1583251953125,-65.6272201538086
5.362484455108643,80,-726.8189697265625,9699,-70.97142791748047,-721.4564819335938,726.8189697265625,-65.60894775390625
5.36415433883667,81,-726.812255859375,9799,-70.96206665039062,-721.4481201171875,726.812255859375,-65.59791564941406
5.363733768463135,82,-727.1166381835938,9899,-70.95046997070312,-721.7528686523438,727.1166381835938,-65.58673858642578
5.371402740478516,83,-726.8786010742188,9999,-70.96003723144531,-721.5072021484375,726.8786010742188,-65.58863830566406
5.372828960418701,84,-726.9903564453125,10099,-70.95523071289062,-721.6174926757812,726.9903564453125,-65.58240509033203
5.3752288818359375,84,-726.7786865234375,10199,-70.95188903808594,-721.4034423828125,726.7786865234375,-65.57665252685547
5.374362468719482,85,-726.7138671875,10299,-70.935791015625,-721.3394775390625,726.7138671875,-65.56143188476562
5.380422115325928,86,-726.623779296875,10399,-70.93560791015625,-721.2433471679688,726.623779296875,-65.55519104003906
5.386451721191406,87,-726.6353759765625,10499,-70.9314956665039,-721.2489624023438,726.6353759765625,-65.5450439453125
5.384259223937988,88,-726.8229370117188,10599,-70.93646240234375,-721.4386596679688,726.8229370117188,-65.55220031738281
5.391623020172119,89,-726.4174194335938,10699,-70.94174194335938,-721.0258178710938,726.4174194335938,-65.55012512207031
5.3894758224487305,89,-726.7184448242188,10799,-70.9298095703125,-721.3289794921875,726.7184448242188,-65.54032897949219
5.396151065826416,90,-726.6260375976562,10899,-70.9371337890625,-721.2298583984375,726.6260375976562,-65.54098510742188
5.394778251647949,91,-726.5247192382812,10999,-70.9322738647461,-721.1299438476562,726.5247192382812,-65.53749084472656
5.401374816894531,92,-726.4512939453125,11099,-70.93783569335938,-721.0499267578125,726.4512939453125,-65.53646087646484
5.404076099395752,93,-726.6390991210938,11199,-70.94075775146484,-721.2349853515625,726.6390991210938,-65.53668212890625
5.410855770111084,94,-726.5626220703125,11299,-70.94949340820312,-721.1517333984375,726.5626220703125,-65.53863525390625
5.413945198059082,94,-726.4557495117188,11399,-70.94551086425781,-721.041748046875,726.4557495117188,-65.53156280517578
5.416330814361572,95,-726.5828247070312,11499,-70.9444808959961,-721.16650390625,726.5828247070312,-65.52815246582031
5.420771598815918,96,-726.6229858398438,11599,-70.93553924560547,-721.2022094726562,726.6229858398438,-65.5147705078125
5.429515361785889,97,-726.3116455078125,11699,-70.93453216552734,-720.8821411132812,726.3116455078125,-65.50501251220703
5.435085773468018,98,-726.3097534179688,11799,-70.93817138671875,-720.8746337890625,726.3097534179688,-65.50308227539062
5.4467926025390625,99,-726.608642578125,11899,-70.95088958740234,-721.161865234375,726.608642578125,-65.50409698486328
5.467051982879639,99,-726.37451171875,11999,-70.96525573730469,-720.907470703125,726.37451171875,-65.49820709228516
5.498793601989746,100,-726.4708862304688,12099,-70.97093963623047,-720.9721069335938,726.4708862304688,-65.4721450805664
5.528016090393066,101,-726.2069702148438,12199,-70.9789810180664,-720.678955078125,726.2069702148438,-65.45096588134766
5.542173862457275,102,-726.6158447265625,12299,-70.96217346191406,-721.0736694335938,726.6158447265625,-65.41999816894531
5.559939384460449,103,-726.3670654296875,12399,-70.9524917602539,-720.8070678710938,726.3670654296875,-65.3925552368164
5.567844867706299,104,-726.1814575195312,12499,-70.94699096679688,-720.6136474609375,726.1814575195312,-65.37914276123047
5.577547073364258,104,-726.1277465820312,12599,-70.94500732421875,-720.5501708984375,726.1277465820312,-65.3674545288086
5.588494777679443,105,-726.2876586914062,12699,-70.95167541503906,-720.69921875,726.2876586914062,-65.3631820678711
5.602168083190918,106,-726.1743774414062,12799,-70.95054626464844,-720.5722045898438,726.1743774414062,-65.34838104248047
5.625610828399658,107,-725.7701416015625,12899,-70.95034790039062,-720.14453125,725.7701416015625,-65.32473754882812
5.660119533538818,108,-725.995361328125,12999,-70.94630432128906,-720.3352661132812,725.995361328125,-65.28618621826172
5.699186325073242,109,-726.3594970703125,13099,-70.94611358642578,-720.6602783203125,726.3594970703125,-65.2469253540039
5.740062236785889,109,-725.9993896484375,13199,-70.94847869873047,-720.2593383789062,725.9993896484375,-65.20841979980469
5.772434711456299,110,-725.9220581054688,13299,-70.95343017578125,-720.1495971679688,725.9220581054688,-65.18099212646484
5.796671390533447,111,-725.92529296875,13399,-70.94879913330078,-720.1286010742188,725.92529296875,-65.1521224975586
5.816971778869629,112,-726.1090698242188,13499,-70.9483642578125,-720.2920532226562,726.1090698242188,-65.13138580322266
5.8330464363098145,113,-725.9596557617188,13599,-70.95136260986328,-720.1266479492188,725.9596557617188,-65.11831665039062
5.846457481384277,114,-725.7106323242188,13699,-70.94904327392578,-719.8641967773438,725.7106323242188,-65.10258483886719
5.8601837158203125,114,-725.79833984375,13799,-70.94437408447266,-719.9381713867188,725.79833984375,-65.08419036865234
5.872525215148926,115,-725.736328125,13899,-70.94389343261719,-719.8638305664062,725.736328125,-65.07136535644531
5.886087894439697,116,-726.1566772460938,13999,-70.94265747070312,-720.2705688476562,726.1566772460938,-65.05656433105469
5.902736663818359,117,-725.8381958007812,14099,-70.94799041748047,-719.9354858398438,725.8381958007812,-65.04525756835938
5.923147678375244,118,-725.8279418945312,14199,-70.95274353027344,-719.90478515625,725.8279418945312,-65.02959442138672
5.936065196990967,119,-725.716796875,14299,-70.95267486572266,-719.78076171875,725.716796875,-65.01660919189453
5.963703632354736,119,-725.6818237304688,14399,-70.94952392578125,-719.7181396484375,725.6818237304688,-64.9858169555664
6.012070655822754,120,-725.7612915039062,14499,-70.94865417480469,-719.7492065429688,725.7612915039062,-64.93658447265625
6.064511299133301,121,-725.2488403320312,14599,-70.94756317138672,-719.184326171875,725.2488403320312,-64.88304901123047
6.104994773864746,122,-725.583251953125,14699,-70.9515380859375,-719.478271484375,725.583251953125,-64.84654235839844
6.1415605545043945,123,-725.5534057617188,14799,-70.96128845214844,-719.4118041992188,725.5534057617188,-64.8197250366211
6.174740314483643,124,-725.540771484375,14899,-70.9654541015625,-719.3660278320312,725.540771484375,-64.79071044921875
6.206435680389404,124,-725.420166015625,14999,-70.9723892211914,-719.2137451171875,725.420166015625,-64.76595306396484
6.238218784332275,125,-725.5894775390625,15099,-70.97168731689453,-719.3512573242188,725.5894775390625,-64.73346710205078
6.276328086853027,126,-725.4810791015625,15199,-70.97373962402344,-719.2047119140625,725.4810791015625,-64.6974105834961
6.318830490112305,127,-725.5574340820312,15299,-70.97541046142578,-719.2385864257812,725.5574340820312,-64.65657806396484
6.3495707511901855,128,-725.4356079101562,15399,-70.97461700439453,-719.0860595703125,725.4356079101562,-64.62504577636719
6.380078315734863,129,-725.029296875,15499,-70.96944427490234,-718.6492309570312,725.029296875,-64.58936309814453
6.410254955291748,129,-725.2647705078125,15599,-70.96830749511719,-718.8544921875,725.2647705078125,-64.55805969238281
6.444937229156494,130,-725.5558471679688,15699,-70.97187805175781,-719.1109008789062,725.5558471679688,-64.52694702148438
6.492680549621582,131,-724.8621826171875,15799,-70.96842193603516,-718.3695068359375,724.8621826171875,-64.47573852539062
6.559647083282471,132,-724.8358154296875,15899,-70.96073913574219,-718.276123046875,724.8358154296875,-64.40109252929688
6.625062942504883,133,-725.3728637695312,15999,-70.9598617553711,-718.747802734375,725.3728637695312,-64.33480072021484
6.70104455947876,134,-725.0091552734375,16099,-70.95584869384766,-718.30810546875,725.0091552734375,-64.25480651855469
6.7731404304504395,134,-724.873779296875,16199,-70.95319366455078,-718.1006469726562,724.873779296875,-64.1800537109375
6.85491943359375,135,-724.9044799804688,16299,-70.9484634399414,-718.049560546875,724.9044799804688,-64.09354400634766
6.924569129943848,136,-724.5274658203125,16399,-70.9491958618164,-717.6029052734375,724.5274658203125,-64.02462005615234
6.9880690574646,137,-724.6064453125,16499,-70.95175170898438,-717.618408203125,724.6064453125,-63.963680267333984
7.031014442443848,138,-724.6835327148438,16599,-70.95408630371094,-717.6525268554688,724.6835327148438,-63.92306900024414
7.079801559448242,139,-724.48291015625,16699,-70.95723724365234,-717.4031372070312,724.48291015625,-63.87743377685547
7.1268205642700195,139,-724.707275390625,16799,-70.95243072509766,-717.5804443359375,724.707275390625,-63.82561111450195
7.181550025939941,140,-724.5079345703125,16899,-70.95228576660156,-717.3263549804688,724.5079345703125,-63.77073287963867
7.2469072341918945,141,-724.4482421875,16999,-70.94891357421875,-717.2012939453125,724.4482421875,-63.70200729370117
7.305960655212402,142,-724.1165771484375,17099,-70.95053100585938,-716.8106079101562,724.1165771484375,-63.64457321166992
7.365453243255615,143,-724.5671997070312,17199,-70.95610046386719,-717.2017822265625,724.5671997070312,-63.59064865112305
7.426760673522949,144,-724.1058349609375,17299,-70.96163940429688,-716.6790771484375,724.1058349609375,-63.53487777709961
7.494661331176758,144,-724.3197021484375,17399,-70.97527313232422,-716.8250122070312,724.3197021484375,-63.480613708496094
7.574156284332275,145,-724.0713500976562,17499,-70.97566223144531,-716.4971923828125,724.0713500976562,-63.40150451660156
7.6638689041137695,146,-724.0097045898438,17599,-70.97464752197266,-716.3458251953125,724.0097045898438,-63.3107795715332
7.758679389953613,147,-723.7756958007812,17699,-70.96907806396484,-716.0170288085938,723.7756958007812,-63.21039962768555
7.861093044281006,148,-723.8380126953125,17799,-70.97358703613281,-715.9768676757812,723.8380126953125,-63.11249542236328
7.94730281829834,149,-723.9044189453125,17899,-70.97219848632812,-715.9571533203125,723.9044189453125,-63.02489471435547
8.025355339050293,149,-723.7977294921875,17999,-70.96961975097656,-715.7723388671875,723.7977294921875,-62.94425964355469
8.114089965820312,150,-723.6185302734375,18099,-70.97053527832031,-715.50439453125,723.6185302734375,-62.8564453125
8.206636428833008,151,-723.7373657226562,18199,-70.96748352050781,-715.53076171875,723.7373657226562,-62.76084518432617
8.309125900268555,152,-723.4186401367188,18299,-70.97061157226562,-715.1094970703125,723.4186401367188,-62.66148376464844
8.412115097045898,153,-723.1162109375,18399,-70.9697494506836,-714.7040405273438,723.1162109375,-62.55763626098633
8.511712074279785,154,-723.2821655273438,18499,-70.96659851074219,-714.7704467773438,723.2821655273438,-62.45488357543945
8.61741828918457,154,-723.2633666992188,18599,-70.96443939208984,-714.6459350585938,723.2633666992188,-62.347023010253906
8.711784362792969,155,-723.0093383789062,18699,-70.97003936767578,-714.2975463867188,723.0093383789062,-62.25825500488281
8.802180290222168,156,-722.9510498046875,18799,-70.97711181640625,-714.1488647460938,722.9510498046875,-62.1749267578125
8.880448341369629,157,-723.0025634765625,18899,-70.9754867553711,-714.1221313476562,723.0025634765625,-62.095035552978516
8.97102165222168,158,-722.8659057617188,18999,-70.97559356689453,-713.8948364257812,722.8659057617188,-62.00457000732422
9.038893699645996,159,-722.56396484375,19099,-70.97197723388672,-713.5250854492188,722.56396484375,-61.93308639526367
9.109375953674316,159,-723.0473022460938,19199,-70.9739761352539,-713.9379272460938,723.0473022460938,-61.86459732055664
9.17577838897705,160,-722.7425537109375,19299,-70.97248077392578,-713.5667724609375,722.7425537109375,-61.79669952392578
9.242073059082031,161,-722.7382202148438,19399,-70.96851348876953,-713.4961547851562,722.7382202148438,-61.7264404296875
9.312675476074219,162,-722.6177978515625,19499,-70.97467803955078,-713.3051147460938,722.6177978515625,-61.66200256347656
9.377222061157227,163,-722.3148803710938,19599,-70.97769927978516,-712.9376831054688,722.3148803710938,-61.6004753112793
9.443202018737793,164,-722.4828491210938,19699,-70.9753189086914,-713.0396118164062,722.4828491210938,-61.5321159362793
9.520034790039062,164,-722.4105834960938,19799,-70.97234344482422,-712.8905639648438,722.4105834960938,-61.45231246948242
9.606910705566406,165,-722.4466552734375,19899,-70.97076416015625,-712.8397827148438,722.4466552734375,-61.36384963989258
9.70073413848877,166,-721.9060668945312,19999,-70.97955322265625,-712.205322265625,721.9060668945312,-61.2788200378418
9.796947479248047,167,-722.02587890625,20099,-70.98926544189453,-712.2289428710938,722.02587890625,-61.192317962646484
9.887499809265137,168,-721.7715454101562,20199,-70.99211120605469,-711.8840942382812,721.7715454101562,-61.104610443115234
9.973902702331543,169,-721.9603271484375,20299,-70.99381256103516,-711.9863891601562,721.9603271484375,-61.0199089050293
10.065407752990723,169,-721.8242797851562,20399,-70.99540710449219,-711.7588500976562,721.8242797851562,-60.93000030517578
10.152750015258789,170,-721.6246948242188,20499,-70.99718475341797,-711.471923828125,721.6246948242188,-60.84443283081055
10.250215530395508,171,-721.29443359375,20599,-70.99222564697266,-711.0442504882812,721.29443359375,-60.74201202392578
10.328642845153809,172,-721.7363891601562,20699,-70.98904418945312,-711.40771484375,721.7363891601562,-60.660404205322266
10.425138473510742,173,-721.7877197265625,20799,-70.98870086669922,-711.362548828125,721.7877197265625,-60.56356430053711
10.525339126586914,174,-721.3399658203125,20899,-70.98946380615234,-710.8146362304688,721.3399658203125,-60.4641227722168
10.617181777954102,174,-721.4163818359375,20999,-70.9930648803711,-710.7991943359375,721.4163818359375,-60.37588119506836
10.731010437011719,175,-721.314697265625,21099,-70.99502563476562,-710.5836791992188,721.314697265625,-60.264015197753906
10.84955883026123,176,-721.0932006835938,21199,-70.99032592773438,-710.24365234375,721.0932006835938,-60.14076614379883
10.970230102539062,177,-720.9198608398438,21299,-70.99114227294922,-709.9496459960938,720.9198608398438,-60.02091598510742
11.078336715698242,178,-720.6845092773438,21399,-70.99181365966797,-709.6061401367188,720.6845092773438,-59.913475036621094
11.181081771850586,179,-720.648193359375,21499,-70.99308013916016,-709.4671020507812,720.648193359375,-59.81199645996094
11.2818603515625,179,-720.7557373046875,21599,-71.00056457519531,-709.473876953125,720.7557373046875,-59.71870422363281
11.373892784118652,180,-720.8580932617188,21699,-70.99799346923828,-709.4841918945312,720.8580932617188,-59.62409973144531
11.458318710327148,181,-720.4678955078125,21799,-70.99637603759766,-709.0095825195312,720.4678955078125,-59.53805923461914
11.532503128051758,182,-720.5984497070312,21899,-70.9916763305664,-709.0659790039062,720.5984497070312,-59.459171295166016
11.623821258544922,183,-720.4539794921875,21999,-70.99497985839844,-708.8301391601562,720.4539794921875,-59.37115478515625
11.71599006652832,184,-720.2222290039062,22099,-70.98529052734375,-708.5062866210938,720.2222290039062,-59.26930236816406
11.820047378540039,184,-720.2667846679688,22199,-70.98220825195312,-708.44677734375,720.2667846679688,-59.16215896606445
11.920557022094727,185,-720.0642700195312,22299,-70.97969818115234,-708.1436767578125,720.0642700195312,-59.059139251708984
12.032645225524902,186,-719.9033203125,22399,-70.98360443115234,-707.8706665039062,719.9033203125,-58.95096206665039
12.130279541015625,187,-720.1531372070312,22499,-70.97998046875,-708.0228881835938,720.1531372070312,-58.84970474243164
12.247576713562012,188,-719.996826171875,22599,-70.98482513427734,-707.749267578125,719.996826171875,-58.737247467041016
12.350777626037598,189,-719.9435424804688,22699,-70.9901123046875,-707.5927734375,719.9435424804688,-58.63933181762695
12.450569152832031,189,-719.5989379882812,22799,-70.9942398071289,-707.1483764648438,719.5989379882812,-58.543670654296875
12.564040184020996,190,-719.5439453125,22899,-71.00035095214844,-706.9799194335938,719.5439453125,-58.436309814453125
12.678101539611816,191,-719.3616943359375,22999,-71.00785827636719,-706.68359375,719.3616943359375,-58.32975387573242
12.787809371948242,192,-719.4749145507812,23099,-71.01072692871094,-706.6871337890625,719.4749145507812,-58.22291946411133
12.889893531799316,193,-719.4425659179688,23199,-71.01529693603516,-706.5526733398438,719.4425659179688,-58.125404357910156
12.992627143859863,194,-718.9749145507812,23299,-71.02141571044922,-705.9822998046875,718.9749145507812,-58.028785705566406
13.086298942565918,194,-719.1551513671875,23399,-71.0217514038086,-706.06884765625,719.1551513671875,-57.935455322265625
13.180768966674805,195,-718.8951416015625,23499,-71.01403045654297,-705.71435546875,718.8951416015625,-57.83325958251953
13.276222229003906,196,-719.082275390625,23599,-71.01560974121094,-705.8060302734375,719.082275390625,-57.73938751220703
13.358732223510742,197,-718.8951416015625,23699,-71.0179214477539,-705.5364379882812,718.8951416015625,-57.65918731689453
13.453280448913574,198,-719.0039672851562,23799,-71.02218627929688,-705.5507202148438,719.0039672851562,-57.568904876708984
13.535714149475098,199,-718.5626831054688,23899,-71.01716613769531,-705.0269775390625,718.5626831054688,-57.48145294189453
13.614974975585938,199,-718.531982421875,23999,-71.01444244384766,-704.9169921875,718.531982421875,-57.39946365356445
13.69374942779541,200,-718.7662353515625,24099,-71.01177978515625,-705.072509765625,718.7662353515625,-57.318031311035156
13.78891658782959,201,-718.8004150390625,24199,-71.01337432861328,-705.0115356445312,718.8004150390625,-57.22446060180664
13.884223937988281,202,-718.2527465820312,24299,-71.00932312011719,-704.3685302734375,718.2527465820312,-57.12509536743164
13.987015724182129,203,-718.3423461914062,24399,-71.01183319091797,-704.3553466796875,718.3423461914062,-57.02482223510742
14.095104217529297,204,-718.4363403320312,24499,-71.01277923583984,-704.3412475585938,718.4363403320312,-56.91767501831055
14.205410957336426,204,-717.9718017578125,24599,-71.00957489013672,-703.7664184570312,717.9718017578125,-56.80416488647461
14.318204879760742,205,-718.1607666015625,24699,-71.01300048828125,-703.842529296875,718.1607666015625,-56.69479751586914
