epoch:      1, it:      100, loss: 917.76, elbo: -917.76, lpx: -915.26, kl: 2.50, lpz: -73.19, lqz: -70.69
epoch:      2, it:      100, loss: 812.99, elbo: -812.99, lpx: -805.66, kl: 7.33, lpz: -70.66, lqz: -63.33
epoch:      3, it:      100, loss: 771.11, elbo: -771.11, lpx: -761.21, kl: 9.90, lpz: -70.89, lqz: -60.99
epoch:      4, it:      100, loss: 755.38, elbo: -755.38, lpx: -745.48, kl: 9.90, lpz: -70.75, lqz: -60.85
epoch:      5, it:      100, loss: 748.09, elbo: -748.09, lpx: -738.99, kl: 9.10, lpz: -70.78, lqz: -61.68
epoch:      6, it:      100, loss: 744.67, elbo: -744.67, lpx: -736.22, kl: 8.45, lpz: -71.54, lqz: -63.09
epoch:      7, it:      100, loss: 742.31, elbo: -742.31, lpx: -734.76, kl: 7.55, lpz: -71.60, lqz: -64.06
epoch:      8, it:      100, loss: 740.68, elbo: -740.68, lpx: -733.91, kl: 6.77, lpz: -71.50, lqz: -64.73
epoch:      9, it:      100, loss: 739.12, elbo: -739.12, lpx: -732.94, kl: 6.19, lpz: -71.40, lqz: -65.21
epoch:     10, it:      100, loss: 737.97, elbo: -737.97, lpx: -732.32, kl: 5.64, lpz: -71.31, lqz: -65.66
epoch:     11, it:      100, loss: 737.16, elbo: -737.16, lpx: -731.76, kl: 5.40, lpz: -71.24, lqz: -65.84
epoch:     12, it:      100, loss: 736.51, elbo: -736.51, lpx: -731.22, kl: 5.29, lpz: -71.11, lqz: -65.82
epoch:     13, it:      100, loss: 736.19, elbo: -736.19, lpx: -730.93, kl: 5.27, lpz: -71.07, lqz: -65.80
epoch:     14, it:      100, loss: 735.65, elbo: -735.65, lpx: -730.37, kl: 5.28, lpz: -71.14, lqz: -65.86
epoch:     15, it:      100, loss: 735.37, elbo: -735.37, lpx: -730.18, kl: 5.19, lpz: -71.16, lqz: -65.97
epoch:     16, it:      100, loss: 734.76, elbo: -734.76, lpx: -729.69, kl: 5.07, lpz: -71.22, lqz: -66.15
epoch:     17, it:      100, loss: 734.27, elbo: -734.27, lpx: -729.34, kl: 4.94, lpz: -71.25, lqz: -66.31
epoch:     18, it:      100, loss: 733.56, elbo: -733.56, lpx: -728.79, kl: 4.77, lpz: -71.18, lqz: -66.41
epoch:     19, it:      100, loss: 733.27, elbo: -733.27, lpx: -728.64, kl: 4.64, lpz: -71.12, lqz: -66.49
epoch:     20, it:      100, loss: 732.77, elbo: -732.77, lpx: -728.25, kl: 4.52, lpz: -71.09, lqz: -66.57
epoch:     21, it:      100, loss: 732.67, elbo: -732.67, lpx: -728.24, kl: 4.43, lpz: -71.06, lqz: -66.63
epoch:     22, it:      100, loss: 732.33, elbo: -732.33, lpx: -727.96, kl: 4.37, lpz: -71.02, lqz: -66.66
epoch:     23, it:      100, loss: 731.88, elbo: -731.88, lpx: -727.53, kl: 4.34, lpz: -71.02, lqz: -66.68
epoch:     24, it:      100, loss: 731.97, elbo: -731.97, lpx: -727.64, kl: 4.33, lpz: -71.01, lqz: -66.68
epoch:     25, it:      100, loss: 731.49, elbo: -731.49, lpx: -727.16, kl: 4.32, lpz: -70.98, lqz: -66.66
epoch:     26, it:      100, loss: 731.50, elbo: -731.50, lpx: -727.16, kl: 4.33, lpz: -70.97, lqz: -66.64
epoch:     27, it:      100, loss: 731.49, elbo: -731.49, lpx: -727.14, kl: 4.35, lpz: -70.96, lqz: -66.61
epoch:     28, it:      100, loss: 730.76, elbo: -730.76, lpx: -726.40, kl: 4.36, lpz: -70.95, lqz: -66.59
epoch:     29, it:      100, loss: 731.05, elbo: -731.05, lpx: -726.66, kl: 4.39, lpz: -70.95, lqz: -66.56
epoch:     30, it:      100, loss: 730.64, elbo: -730.64, lpx: -726.24, kl: 4.41, lpz: -70.94, lqz: -66.54
epoch:     31, it:      100, loss: 730.43, elbo: -730.43, lpx: -726.00, kl: 4.43, lpz: -70.94, lqz: -66.51
epoch:     32, it:      100, loss: 730.25, elbo: -730.25, lpx: -725.78, kl: 4.46, lpz: -70.96, lqz: -66.50
epoch:     33, it:      100, loss: 730.27, elbo: -730.27, lpx: -725.79, kl: 4.48, lpz: -70.95, lqz: -66.47
epoch:     34, it:      100, loss: 730.00, elbo: -730.00, lpx: -725.48, kl: 4.52, lpz: -70.95, lqz: -66.43
epoch:     35, it:      100, loss: 729.90, elbo: -729.90, lpx: -725.35, kl: 4.55, lpz: -70.95, lqz: -66.40
epoch:     36, it:      100, loss: 729.75, elbo: -729.75, lpx: -725.15, kl: 4.59, lpz: -70.95, lqz: -66.36
epoch:     37, it:      100, loss: 729.75, elbo: -729.75, lpx: -725.11, kl: 4.63, lpz: -70.96, lqz: -66.32
epoch:     38, it:      100, loss: 729.49, elbo: -729.49, lpx: -724.83, kl: 4.67, lpz: -70.96, lqz: -66.29
epoch:     39, it:      100, loss: 729.39, elbo: -729.39, lpx: -724.70, kl: 4.69, lpz: -70.95, lqz: -66.26
epoch:     40, it:      100, loss: 729.56, elbo: -729.56, lpx: -724.84, kl: 4.71, lpz: -70.96, lqz: -66.25
epoch:     41, it:      100, loss: 729.40, elbo: -729.40, lpx: -724.68, kl: 4.72, lpz: -70.95, lqz: -66.23
epoch:     42, it:      100, loss: 729.11, elbo: -729.11, lpx: -724.38, kl: 4.73, lpz: -70.95, lqz: -66.23
epoch:     43, it:      100, loss: 729.17, elbo: -729.17, lpx: -724.43, kl: 4.74, lpz: -70.96, lqz: -66.22
epoch:     44, it:      100, loss: 729.20, elbo: -729.20, lpx: -724.45, kl: 4.75, lpz: -70.95, lqz: -66.20
epoch:     45, it:      100, loss: 729.07, elbo: -729.07, lpx: -724.31, kl: 4.75, lpz: -70.96, lqz: -66.20
epoch:     46, it:      100, loss: 729.05, elbo: -729.05, lpx: -724.29, kl: 4.77, lpz: -70.97, lqz: -66.20
epoch:     47, it:      100, loss: 729.07, elbo: -729.07, lpx: -724.30, kl: 4.77, lpz: -70.96, lqz: -66.18
epoch:     48, it:      100, loss: 728.91, elbo: -728.91, lpx: -724.13, kl: 4.78, lpz: -70.93, lqz: -66.16
epoch:     49, it:      100, loss: 728.92, elbo: -728.92, lpx: -724.12, kl: 4.79, lpz: -70.96, lqz: -66.16
epoch:     50, it:      100, loss: 729.06, elbo: -729.06, lpx: -724.25, kl: 4.82, lpz: -70.98, lqz: -66.16
epoch:     51, it:      100, loss: 728.58, elbo: -728.58, lpx: -723.74, kl: 4.84, lpz: -70.98, lqz: -66.14
