u_H,loss,s_qy,u_kl,s_kl,u_lpx,u_py,s_acc,u_acc,step,epoch,s_lpx,s_H,s_py
2.1697804927825928,134.07742309570312,-1.5754977464675903,23.481176376342773,22.985393524169922,-110.35184478759766,-2.3025851249694824,0.7389384508132935,0.7428103685379028,1099,5,-110.93728637695312,2.1663877964019775,-2.3025851249694824
2.1642181873321533,132.86184692382812,-1.5644475221633911,23.76657485961914,23.427997589111328,-108.77762603759766,-2.3025851249694824,0.7480853199958801,0.7480902075767517,1149,5,-110.50203704833984,2.1621835231781006,-2.3025851249694824
2.1553404331207275,131.83641052246094,-1.5504471063613892,24.071535110473633,23.643075942993164,-107.47924041748047,-2.3025851249694824,0.7445048093795776,0.7446701526641846,1199,5,-108.91709899902344,2.154972553253174,-2.3025851249694824
2.149022102355957,130.70518493652344,-1.5374488830566406,24.3099422454834,23.856887817382812,-106.12437438964844,-2.3025851249694824,0.7511509656906128,0.7525253295898438,1249,6,-107.36976623535156,2.148563861846924,-2.3025851249694824
2.1451642513275146,129.7174072265625,-1.5265414714813232,24.560731887817383,24.089366912841797,-104.91323852539062,-2.3025851249694824,0.7584074139595032,0.7556453943252563,1299,6,-105.8533935546875,2.1449825763702393,-2.3025851249694824
2.1401898860931396,128.82461547851562,-1.5210683345794678,24.785429000854492,24.244834899902344,-103.79696655273438,-2.3025851249694824,0.7526500821113586,0.7592393755912781,1349,6,-104.7643051147461,2.139416217803955,-2.3025851249694824
2.1397905349731445,127.9084701538086,-1.5115946531295776,24.97156524658203,24.553802490234375,-102.66756439208984,-2.3025851249694824,0.7672014236450195,0.7667105793952942,1399,6,-103.97370147705078,2.137760877609253,-2.3025851249694824
2.14139723777771,127.08715057373047,-1.504543423652649,25.20490074157715,24.83064842224121,-101.56993865966797,-2.3025851249694824,0.7842644453048706,0.7718557119369507,1449,7,-103.4602279663086,2.1389636993408203,-2.3025851249694824
2.140194892883301,126.22220611572266,-1.4996927976608276,25.351835250854492,24.92607879638672,-100.60220336914062,-2.3025851249694824,0.787234902381897,0.7755580544471741,1499,7,-101.9521255493164,2.138904571533203,-2.3025851249694824
2.135612726211548,125.50513458251953,-1.4863340854644775,25.480640411376953,25.020902633666992,-99.75701904296875,-2.3025851249694824,0.7823840975761414,0.777448296546936,1549,7,-101.30387115478516,2.1335361003875732,-2.3025851249694824
2.129143714904785,124.94011688232422,-1.4820208549499512,25.641815185546875,25.08403778076172,-99.06240844726562,-2.3025851249694824,0.7727430462837219,0.7751953601837158,1599,7,-100.30250549316406,2.128891706466675,-2.3025851249694824
2.1233646869659424,124.17027282714844,-1.467413067817688,25.753252029418945,25.0284366607666,-98.2201919555664,-2.3025851249694824,0.7861688733100891,0.7776989340782166,1649,8,-98.9303970336914,2.1238131523132324,-2.3025851249694824
2.1171908378601074,123.58875274658203,-1.4518431425094604,25.866596221923828,25.225387573242188,-97.52144622802734,-2.3025851249694824,0.789182722568512,0.7802894711494446,1699,8,-98.3956298828125,2.11606764793396,-2.3025851249694824
2.1126415729522705,122.95963287353516,-1.444252371788025,25.938756942749023,25.445661544799805,-96.77633666992188,-2.3025851249694824,0.7839329242706299,0.7826673984527588,1749,8,-98.1912841796875,2.11083722114563,-2.3025851249694824
2.1071789264678955,122.5936508178711,-1.4317407608032227,26.051620483398438,25.622777938842773,-96.30435943603516,-2.3025851249694824,0.7864914536476135,0.7911889553070068,1799,8,-97.73680114746094,2.1055643558502197,-2.3025851249694824
2.1057910919189453,122.01998901367188,-1.4107306003570557,26.14807891845703,25.67839813232422,-95.64900207519531,-2.3025851249694824,0.80428147315979,0.7919122576713562,1849,9,-96.84982299804688,2.100738525390625,-2.3025851249694824
2.106421709060669,121.51759338378906,-1.4256354570388794,26.256118774414062,25.872385025024414,-95.00010681152344,-2.3025851249694824,0.7906618118286133,0.79241544008255,1899,9,-96.69800567626953,2.104562282562256,-2.3025851249694824
2.1050379276275635,121.0411148071289,-1.4335824251174927,26.309555053710938,25.742271423339844,-94.5429458618164,-2.3025851249694824,0.7811084985733032,0.7896806597709656,1949,9,-95.30430603027344,2.1069397926330566,-2.3025851249694824
2.1000897884368896,120.62351989746094,-1.4086663722991943,26.391735076904297,25.808773040771484,-94.04805755615234,-2.3025851249694824,0.7915167212486267,0.7901960015296936,1999,9,-94.86425018310547,2.0974299907684326,-2.3025851249694824
2.093961477279663,119.95042419433594,-1.3982176780700684,26.46341896057129,25.912588119506836,-93.27076721191406,-2.3025851249694824,0.7961093187332153,0.7859243750572205,2049,10,-94.65149688720703,2.0893025398254395,-2.3025851249694824
2.090067148208618,119.46102142333984,-1.3916691541671753,26.542926788330078,25.900972366333008,-92.73650360107422,-2.3025851249694824,0.7958976030349731,0.7875333428382874,2099,10,-93.71113586425781,2.086397409439087,-2.3025851249694824
2.084843635559082,119.3427505493164,-1.3936102390289307,26.614713668823242,25.976943969726562,-92.5704574584961,-2.3025851249694824,0.78863126039505,0.7901113629341125,2149,10,-93.29276275634766,2.0826447010040283,-2.3025851249694824
2.077162981033325,119.02284240722656,-1.3814184665679932,26.690921783447266,26.09810447692871,-92.1497802734375,-2.3025851249694824,0.788931667804718,0.7891982793807983,2199,10,-93.34117126464844,2.0745742321014404,-2.3025851249694824
2.0744893550872803,118.5422592163086,-1.3843317031860352,26.73613166809082,26.096031188964844,-91.6414794921875,-2.3025851249694824,0.7922165393829346,0.7958911061286926,2249,11,-92.50003051757812,2.076472759246826,-2.3025851249694824
2.073093891143799,118.28778839111328,-1.3759716749191284,26.834049224853516,26.338512420654297,-91.22098541259766,-2.3025851249694824,0.7949070930480957,0.7928685545921326,2299,11,-93.18505859375,2.0742552280426025,-2.3025851249694824
2.0682880878448486,117.81680297851562,-1.3625621795654297,26.873044967651367,26.26143455505371,-90.75670623779297,-2.3025851249694824,0.8021442294120789,0.7983133792877197,2349,11,-92.15436553955078,2.0678837299346924,-2.3025851249694824
2.068687915802002,117.50189971923828,-1.3520132303237915,26.935400009155273,26.260034561157227,-90.40662384033203,-2.3025851249694824,0.809216320514679,0.7987020611763,2399,11,-91.39750671386719,2.061379909515381,-2.3025851249694824
2.067026138305664,117.0377426147461,-1.3567476272583008,26.97600746154785,26.30263328552246,-89.897216796875,-2.3025851249694824,0.8101794719696045,0.799905002117157,2449,12,-90.98127746582031,2.0637705326080322,-2.3025851249694824
2.062295436859131,116.8412857055664,-1.347666621208191,27.059253692626953,26.27971649169922,-89.64812469482422,-2.3025851249694824,0.8064037561416626,0.7989355325698853,2499,12,-90.44379425048828,2.058012008666992,-2.3025851249694824
2.0611937046051025,116.6592025756836,-1.3369827270507812,27.100631713867188,26.414958953857422,-89.43075561523438,-2.3025851249694824,0.8140252232551575,0.7994108200073242,2549,12,-90.0363998413086,2.0544891357421875,-2.3025851249694824
2.058034658432007,116.32301330566406,-1.3402413129806519,27.150392532348633,26.548486709594727,-88.99937438964844,-2.3025851249694824,0.8050866723060608,0.8029465675354004,2599,12,-90.27983093261719,2.051330327987671,-2.3025851249694824
2.0548346042633057,116.1128158569336,-1.3324207067489624,27.208921432495117,26.590030670166016,-88.75508880615234,-2.3025851249694824,0.8060746788978577,0.8019754886627197,2649,13,-89.6559066772461,2.048470973968506,-2.3025851249694824
2.0529487133026123,115.68334197998047,-1.3214911222457886,27.223134994506836,26.49469757080078,-88.33642578125,-2.3025851249694824,0.804969847202301,0.8058145642280579,2699,13,-89.00833129882812,2.0431137084960938,-2.3025851249694824
2.0502772331237793,115.4842529296875,-1.316351294517517,27.272327423095703,26.547439575195312,-88.09013366699219,-2.3025851249694824,0.8023280501365662,0.8042847514152527,2749,13,-88.79196166992188,2.0396568775177,-2.3025851249694824
2.0486197471618652,115.29102325439453,-1.3169004917144775,27.31057357788086,26.639917373657227,-87.82344818115234,-2.3025851249694824,0.8071230053901672,0.805389404296875,2799,13,-89.16328430175781,2.043058395385742,-2.3025851249694824
2.04427170753479,115.10615539550781,-1.3201472759246826,27.35850715637207,26.615774154663086,-87.61505889892578,-2.3025851249694824,0.8033689260482788,0.7989981174468994,2849,14,-88.58888244628906,2.041475296020508,-2.3025851249694824
2.0407915115356445,114.75972747802734,-1.316467046737671,27.359716415405273,26.702220916748047,-87.23480224609375,-2.3025851249694824,0.8028544783592224,0.7971606850624084,2899,14,-88.67227172851562,2.036017417907715,-2.3025851249694824
2.035176992416382,114.6318359375,-1.306333065032959,27.39344024658203,26.730070114135742,-87.0943374633789,-2.3025851249694824,0.802200198173523,0.8018431067466736,2949,14,-88.309326171875,2.0265748500823975,-2.3025851249694824
2.029921293258667,114.37432098388672,-1.301029086112976,27.430683135986328,26.64585304260254,-86.81768798828125,-2.3025851249694824,0.801276683807373,0.8022915124893188,2999,14,-87.94255065917969,2.0225882530212402,-2.3025851249694824
2.02793288230896,114.32032012939453,-1.30075204372406,27.476041793823242,26.695833206176758,-86.71627044677734,-2.3025851249694824,0.8084055781364441,0.8041199445724487,3049,15,-87.92316436767578,2.0236144065856934,-2.3025851249694824
2.0256876945495605,113.91582489013672,-1.3050388097763062,27.46292495727539,26.70947265625,-86.33026885986328,-2.3025851249694824,0.8004423975944519,0.8046239614486694,3099,15,-87.52601623535156,2.0245578289031982,-2.3025851249694824
2.0173463821411133,113.71745300292969,-1.2874263525009155,27.470657348632812,26.669326782226562,-86.14994049072266,-2.3025851249694824,0.8008304834365845,0.8002520799636841,3149,15,-87.13043975830078,2.010016918182373,-2.3025851249694824
2.011220693588257,113.62745666503906,-1.2716830968856812,27.52743148803711,26.77024269104004,-85.9900894165039,-2.3025851249694824,0.8081799149513245,0.8007815480232239,3199,15,-87.1849365234375,2.0015995502471924,-2.3025851249694824
2.0080039501190186,113.41679382324219,-1.2663474082946777,27.532747268676758,26.915008544921875,-85.76298522949219,-2.3025851249694824,0.8067207336425781,0.8015061020851135,3249,16,-87.1279296875,2.0000431537628174,-2.3025851249694824
2.00258469581604,113.22142791748047,-1.2693414688110352,27.566577911376953,26.914926528930664,-85.51657104492188,-2.3025851249694824,0.8042460680007935,0.8041794300079346,3299,16,-87.17202758789062,2.0007922649383545,-2.3025851249694824
2.0018458366394043,113.13102722167969,-1.2616512775421143,27.611360549926758,26.74240493774414,-85.45259857177734,-2.3025851249694824,0.8105607628822327,0.8036778569221497,3349,16,-86.1636962890625,1.9981106519699097,-2.3025851249694824
2.0033140182495117,113.0089111328125,-1.2551552057266235,27.613872528076172,26.722145080566406,-85.31001281738281,-2.3025851249694824,0.8076623678207397,0.8021887540817261,3399,16,-86.37310028076172,1.9908627271652222,-2.3025851249694824
2.0047740936279297,112.76322937011719,-1.2657318115234375,27.626779556274414,26.757972717285156,-85.05658721923828,-2.3025851249694824,0.8060163259506226,0.7997571229934692,3449,17,-85.97447967529297,1.9932193756103516,-2.3025851249694824
1.9994584321975708,112.60862731933594,-1.2556058168411255,27.637828826904297,26.819082260131836,-84.8741455078125,-2.3025851249694824,0.8086575865745544,0.7987030148506165,3499,17,-86.13447570800781,1.9906518459320068,-2.3025851249694824
1.9958361387252808,112.53404998779297,-1.2409043312072754,27.647836685180664,26.795663833618164,-84.81973266601562,-2.3025851249694824,0.816868007183075,0.8026922345161438,3549,17,-85.6236801147461,1.9828519821166992,-2.3025851249694824
1.98618483543396,112.443115234375,-1.247833251953125,27.66983985900879,26.81111717224121,-84.70462036132812,-2.3025851249694824,0.8054394721984863,0.8026705980300903,3599,17,-85.74922180175781,1.9804707765579224,-2.3025851249694824
1.978397011756897,112.31974029541016,-1.2419472932815552,27.680959701538086,26.914318084716797,-84.54914855957031,-2.3025851249694824,0.8078367710113525,0.8064905405044556,3649,18,-85.94807434082031,1.977815866470337,-2.3025851249694824
1.974327564239502,112.14810943603516,-1.2375600337982178,27.68698501586914,26.88491439819336,-84.3841781616211,-2.3025851249694824,0.8116264343261719,0.8060674071311951,3699,18,-85.5669937133789,1.9741156101226807,-2.3025851249694824
1.97628653049469,111.9116439819336,-1.2348333597183228,27.687650680541992,26.79155921936035,-84.1720962524414,-2.3025851249694824,0.8112738728523254,0.8078122138977051,3749,18,-85.15077209472656,1.9694560766220093,-2.3025851249694824
1.9672132730484009,111.78585815429688,-1.2095770835876465,27.688079833984375,26.747297286987305,-84.06388854980469,-2.3025851249694824,0.8165919184684753,0.8113403916358948,3799,18,-84.92723846435547,1.9555041790008545,-2.3025851249694824
1.959851622581482,111.58211517333984,-1.2042372226715088,27.668859481811523,26.76637077331543,-83.8430404663086,-2.3025851249694824,0.8181293606758118,0.8097512125968933,3849,19,-85.35475158691406,1.951052188873291,-2.3025851249694824
1.9564235210418701,111.51122283935547,-1.2075515985488892,27.70709228515625,26.82703971862793,-83.73323822021484,-2.3025851249694824,0.8195891976356506,0.808066725730896,3899,19,-85.28172302246094,1.9503843784332275,-2.3025851249694824
1.952954888343811,111.44842529296875,-1.1974269151687622,27.727197647094727,26.7995548248291,-83.69881439208984,-2.3025851249694824,0.825050413608551,0.8091934323310852,3949,19,-84.65522003173828,1.9439043998718262,-2.3025851249694824
1.9482488632202148,111.28894805908203,-1.1952091455459595,27.71488380432129,26.749202728271484,-83.56321716308594,-2.3025851249694824,0.8220570087432861,0.8084492683410645,3999,19,-84.3783950805664,1.937809705734253,-2.3025851249694824
1.9468029737472534,111.32066345214844,-1.1999717950820923,27.75822639465332,26.893800735473633,-83.53709411621094,-2.3025851249694824,0.8203973770141602,0.8084692358970642,4049,20,-84.39501953125,1.9387835264205933,-2.3025851249694824
1.949955940246582,111.23966979980469,-1.2034907341003418,27.756357192993164,26.926666259765625,-83.42967224121094,-2.3025851249694824,0.8138428926467896,0.809682309627533,4099,20,-84.75460052490234,1.9380420446395874,-2.3025851249694824
1.9456334114074707,111.05905151367188,-1.1890010833740234,27.759275436401367,26.804899215698242,-83.28495788574219,-2.3025851249694824,0.825152575969696,0.8096921443939209,4149,20,-84.1728286743164,1.9358052015304565,-2.3025851249694824
1.9382400512695312,110.70453643798828,-1.1882861852645874,27.72663116455078,26.6987247467041,-82.96228790283203,-2.3025851249694824,0.8196097612380981,0.810211718082428,4199,20,-83.987548828125,1.9303760528564453,-2.3025851249694824
1.941165566444397,110.66175079345703,-1.1931434869766235,27.72617530822754,26.87923240661621,-82.89563751220703,-2.3025851249694824,0.8220407962799072,0.8069728016853333,4249,21,-84.12647247314453,1.9365097284317017,-2.3025851249694824
1.9434620141983032,110.431884765625,-1.196519374847412,27.721267700195312,26.856346130371094,-82.67241668701172,-2.3025851249694824,0.8219975233078003,0.8054892420768738,4299,21,-83.98234558105469,1.9339388608932495,-2.3025851249694824
1.9367709159851074,110.55792999267578,-1.1881475448608398,27.767614364624023,26.75770378112793,-82.79077911376953,-2.3025851249694824,0.8195064663887024,0.8042484521865845,4349,21,-83.7261734008789,1.9301326274871826,-2.3025851249694824
1.927621603012085,110.51189422607422,-1.1729096174240112,27.766687393188477,26.6636905670166,-82.76024627685547,-2.3025851249694824,0.8189188838005066,0.8062150478363037,4399,21,-83.661865234375,1.91563880443573,-2.3025851249694824
1.922014832496643,110.19535064697266,-1.1665512323379517,27.719823837280273,26.739158630371094,-82.46302795410156,-2.3025851249694824,0.8193058967590332,0.809722900390625,4449,22,-83.72584533691406,1.912115454673767,-2.3025851249694824
1.9153879880905151,110.27647399902344,-1.1586650609970093,27.77982521057129,26.70368003845215,-82.50691223144531,-2.3025851249694824,0.819683313369751,0.8071872591972351,4499,22,-83.62654876708984,1.902751088142395,-2.3025851249694824
1.9147859811782837,110.14012908935547,-1.1618988513946533,27.770286560058594,26.706375122070312,-82.3855972290039,-2.3025851249694824,0.8207237720489502,0.808555543422699,4549,22,-83.4876480102539,1.9070888757705688,-2.3025851249694824
1.9125133752822876,110.10639953613281,-1.16386079788208,27.760404586791992,26.738250732421875,-82.35600280761719,-2.3025851249694824,0.8199476599693298,0.8062878847122192,4599,22,-83.42805480957031,1.902213215827942,-2.3025851249694824
1.9122220277786255,109.91871643066406,-1.1682335138320923,27.761646270751953,26.79081153869629,-82.14642333984375,-2.3025851249694824,0.8196104168891907,0.8040360808372498,4649,23,-83.52692413330078,1.9068442583084106,-2.3025851249694824
1.9098714590072632,109.7442855834961,-1.1735217571258545,27.75552749633789,26.799463272094727,-81.98841857910156,-2.3025851249694824,0.8201507925987244,0.8042525053024292,4699,23,-83.34239959716797,1.9106348752975464,-2.3025851249694824
1.9020295143127441,109.74727630615234,-1.16265869140625,27.740833282470703,26.83270263671875,-82.01953125,-2.3025851249694824,0.8188368082046509,0.808628499507904,4749,23,-83.31791687011719,1.9002022743225098,-2.3025851249694824
1.8929702043533325,109.78487396240234,-1.1428388357162476,27.786523818969727,26.62861442565918,-82.08216857910156,-2.3025851249694824,0.8163868188858032,0.8027878999710083,4799,23,-82.5779037475586,1.878814935684204,-2.3025851249694824
1.8852988481521606,109.73373413085938,-1.1289761066436768,27.787456512451172,26.629436492919922,-82.01861572265625,-2.3025851249694824,0.8235461711883545,0.8027616739273071,4849,24,-82.83631896972656,1.8722385168075562,-2.3025851249694824
1.8746757507324219,109.58009338378906,-1.1251825094223022,27.779972076416016,26.614662170410156,-81.8977279663086,-2.3025851249694824,0.8152453899383545,0.7998117208480835,4899,24,-82.42496490478516,1.8576278686523438,-2.3025851249694824
1.8757950067520142,109.45040130615234,-1.1214714050292969,27.78321647644043,26.696374893188477,-81.72107696533203,-2.3025851249694824,0.8174232244491577,0.8013852834701538,4949,24,-82.79206848144531,1.8591843843460083,-2.3025851249694824
1.883262038230896,109.26795959472656,-1.1556599140167236,27.771081924438477,26.732864379882812,-81.54610443115234,-2.3025851249694824,0.8021695613861084,0.8029990792274475,4999,24,-82.47601318359375,1.8790228366851807,-2.3025851249694824
1.8798134326934814,109.10435485839844,-1.135869026184082,27.754545211791992,26.817115783691406,-81.36241149902344,-2.3025851249694824,0.8148502707481384,0.8037344813346863,5049,25,-82.91838836669922,1.8724008798599243,-2.3025851249694824
1.880228042602539,109.1028060913086,-1.1334655284881592,27.786184310913086,26.733383178710938,-81.37335205078125,-2.3025851249694824,0.8158017992973328,0.8024062514305115,5099,25,-82.28408813476562,1.8691524267196655,-2.3025851249694824
1.8778434991836548,109.0433120727539,-1.1413843631744385,27.777246475219727,26.595407485961914,-81.35926818847656,-2.3025851249694824,0.8130965232849121,0.8030858039855957,5149,25,-81.93660736083984,1.871923804283142,-2.3025851249694824
1.87603759765625,109.12507629394531,-1.151437520980835,27.78196144104004,26.712495803833008,-81.40081024169922,-2.3025851249694824,0.8122468590736389,0.800269603729248,5199,25,-82.60236358642578,1.872316837310791,-2.3025851249694824
1.8719573020935059,108.97882080078125,-1.140868067741394,27.765823364257812,26.717853546142578,-81.27711486816406,-2.3025851249694824,0.818973958492279,0.8026759028434753,5249,26,-82.52774810791016,1.873724102973938,-2.3025851249694824
1.8631049394607544,109.00316619873047,-1.1331015825271606,27.79986572265625,26.72771644592285,-81.2740249633789,-2.3025851249694824,0.8124015927314758,0.8049230575561523,5299,26,-82.54586791992188,1.8589670658111572,-2.3025851249694824
1.8593230247497559,108.78206634521484,-1.1325187683105469,27.779212951660156,26.705610275268555,-81.07823181152344,-2.3025851249694824,0.8082170486450195,0.8038244247436523,5349,26,-82.25238037109375,1.854810357093811,-2.3025851249694824
1.8539620637893677,108.6915054321289,-1.1187059879302979,27.773454666137695,26.60626792907715,-81.00352478027344,-2.3025851249694824,0.8108261227607727,0.8009362816810608,5399,26,-82.09371185302734,1.8387151956558228,-2.3025851249694824
1.8515650033950806,108.53299713134766,-1.137868881225586,27.777578353881836,26.599618911743164,-80.84185028076172,-2.3025851249694824,0.8058276176452637,0.8049842119216919,5449,27,-82.03996276855469,1.850696086883545,-2.3025851249694824
1.846142292022705,108.57937622070312,-1.1213133335113525,27.800037384033203,26.63876724243164,-80.85877990722656,-2.3025851249694824,0.8112322092056274,0.8025079369544983,5499,27,-82.21688842773438,1.8371315002441406,-2.3025851249694824
1.8422175645828247,108.5290298461914,-1.1142491102218628,27.785694122314453,26.625747680664062,-80.85470581054688,-2.3025851249694824,0.8078354001045227,0.8011407256126404,5549,27,-81.82318115234375,1.8274555206298828,-2.3025851249694824
1.843408226966858,108.50125885009766,-1.1024651527404785,27.791563034057617,26.648120880126953,-80.80990600585938,-2.3025851249694824,0.8167582750320435,0.7988613247871399,5599,27,-81.99176788330078,1.82810378074646,-2.3025851249694824
1.8369401693344116,108.42145538330078,-1.0971144437789917,27.78253173828125,26.64295196533203,-80.74144744873047,-2.3025851249694824,0.8270806074142456,0.8003087043762207,5649,28,-81.91862487792969,1.8250584602355957,-2.3025851249694824
1.8256736993789673,108.38422393798828,-1.092618703842163,27.791488647460938,26.591543197631836,-80.74092102050781,-2.3025851249694824,0.8279586434364319,0.7999202609062195,5699,28,-81.5184097290039,1.8164137601852417,-2.3025851249694824
1.8178917169570923,108.27249908447266,-1.0954880714416504,27.791240692138672,26.649986267089844,-80.58180236816406,-2.3025851249694824,0.8130548000335693,0.803949773311615,5749,28,-82.08300018310547,1.8088815212249756,-2.3025851249694824
1.8134649991989136,108.1761245727539,-1.0877605676651,27.773719787597656,26.572669982910156,-80.54940795898438,-2.3025851249694824,0.8127164244651794,0.8014760613441467,5799,28,-81.58121490478516,1.7994633913040161,-2.3025851249694824
1.8082778453826904,108.13966369628906,-1.0856209993362427,27.770166397094727,26.67674446105957,-80.4814682006836,-2.3025851249694824,0.8208893537521362,0.8017423748970032,5849,29,-81.99801635742188,1.8009155988693237,-2.3025851249694824
1.805384874343872,108.10845947265625,-1.083361268043518,27.77102279663086,26.618642807006836,-80.48674774169922,-2.3025851249694824,0.8187376260757446,0.8009781837463379,5899,29,-81.63536834716797,1.795066475868225,-2.3025851249694824
1.8051950931549072,108.07736206054688,-1.073607087135315,27.7730655670166,26.571910858154297,-80.46465301513672,-2.3025851249694824,0.8165118098258972,0.8022290468215942,5949,29,-81.59420013427734,1.7892284393310547,-2.3025851249694824
1.7974745035171509,107.9211654663086,-1.075039267539978,27.775928497314453,26.50490951538086,-80.31061553955078,-2.3025851249694824,0.8147467374801636,0.8008706569671631,5999,29,-81.33815002441406,1.7855349779129028,-2.3025851249694824
1.7950676679611206,107.79476165771484,-1.0787098407745361,27.773027420043945,26.559276580810547,-80.18421936035156,-2.3025851249694824,0.8120654821395874,0.8008840680122375,6049,30,-81.32461547851562,1.7822049856185913,-2.3025851249694824
1.787630319595337,107.8432846069336,-1.0655268430709839,27.795080184936523,26.416784286499023,-80.24720001220703,-2.3025851249694824,0.8153595924377441,0.7996660470962524,6099,30,-81.1563949584961,1.7718591690063477,-2.3025851249694824
1.774740219116211,107.67170715332031,-1.0511285066604614,27.768341064453125,26.532522201538086,-80.079833984375,-2.3025851249694824,0.8226938843727112,0.8005682826042175,6149,30,-81.39054870605469,1.7649582624435425,-2.3025851249694824
1.7745506763458252,107.761474609375,-1.0597186088562012,27.778833389282227,26.555269241333008,-80.16426849365234,-2.3025851249694824,0.8192747831344604,0.8016836643218994,6199,30,-81.39887237548828,1.764912486076355,-2.3025851249694824
