u_H,s_py,u_acc,u_py,epoch,loss,s_qy,u_kl,s_acc,step,s_H,s_kl,s_lpx,u_lpx
2.2745349407196045,-2.3025853633880615,0.09705319255590439,-2.3025848865509033,0,81.85729217529297,-2.3844497203826904,4.843698501586914,0.023865018039941788,49,2.2724008560180664,4.749521255493164,-74.24092102050781,-76.50748443603516
2.2795045375823975,-2.3025853633880615,0.10023253411054611,-2.3025848865509033,0,77.60720825195312,-2.3599307537078857,3.0966687202453613,0.0534823052585125,99,2.2783243656158447,3.0447866916656494,-72.80873107910156,-74.00069427490234
2.2834951877593994,-2.3025853633880615,0.112172432243824,-2.3025848865509033,0,74.96528625488281,-2.3357319831848145,2.0138843059539795,0.07631427049636841,149,2.282780408859253,1.9817410707473755,-71.78973388671875,-72.44509887695312
2.286066770553589,-2.3025853633880615,0.11565504223108292,-2.3025848865509033,0,73.29794311523438,-2.320357084274292,1.353223443031311,0.09188873320817947,199,2.285715103149414,1.3317304849624634,-70.80259704589844,-71.44596862792969
2.2873764038085938,-2.3025853633880615,0.1249174103140831,-2.3025848865509033,1,72.26829528808594,-2.289254665374756,0.957790732383728,0.14501479268074036,249,2.2870566844940186,0.9413156509399414,-70.29435729980469,-70.81927490234375
2.2873992919921875,-2.3025853633880615,0.13034701347351074,-2.3025848865509033,1,71.67039489746094,-2.2746975421905518,0.7339465022087097,0.15342822670936584,299,2.287264585494995,0.7278158664703369,-70.20511627197266,-70.44573211669922
2.287243127822876,-2.3025853633880615,0.14030833542346954,-2.3025848865509033,1,71.28889465332031,-2.2715320587158203,0.621698796749115,0.16111278533935547,349,2.2875163555145264,0.6229521036148071,-69.92227935791016,-70.17851257324219
2.2861335277557373,-2.3025853633880615,0.14536161720752716,-2.3025848865509033,1,71.01161193847656,-2.2666895389556885,0.580229640007019,0.16439323127269745,399,2.2863011360168457,0.5784945487976074,-69.65670776367188,-69.94493865966797
2.2850842475891113,-2.3025853633880615,0.1505584865808487,-2.3025848865509033,2,70.83560180664062,-2.2477574348449707,0.5824218392372131,0.18547621369361877,449,2.2850966453552246,0.568819522857666,-69.37181854248047,-69.77294158935547
2.2842442989349365,-2.3025853633880615,0.15812595188617706,-2.3025848865509033,2,70.75511932373047,-2.240675449371338,0.6052670478820801,0.19617153704166412,499,2.283705711364746,0.5958258509635925,-69.4955825805664,-69.6688461303711
2.2836813926696777,-2.3025853633880615,0.16710181534290314,-2.3025848865509033,2,70.69900512695312,-2.2303340435028076,0.6382298469543457,0.21242360770702362,549,2.2835001945495605,0.6377347111701965,-69.37674713134766,-69.58336639404297
2.282517194747925,-2.3025853633880615,0.17393147945404053,-2.3025848865509033,2,70.63826751708984,-2.224987506866455,0.6817147135734558,0.2193419188261032,599,2.2819228172302246,0.6764712333679199,-69.40782928466797,-69.47884368896484
2.280458927154541,-2.3025853633880615,0.17157113552093506,-2.3025848865509033,3,70.6019515991211,-2.21252703666687,0.7283559441566467,0.2305227816104889,649,2.279592275619507,0.7337641716003418,-69.24237060546875,-69.40059661865234
2.277893543243408,-2.3025853633880615,0.17401844263076782,-2.3025848865509033,3,70.57132720947266,-2.201937198638916,0.7762888669967651,0.24135063588619232,699,2.277270555496216,0.7706505656242371,-68.99576568603516,-69.32684326171875
2.2759244441986084,-2.3025853633880615,0.17907874286174774,-2.3025848865509033,3,70.56314086914062,-2.1948373317718506,0.8263869285583496,0.2507396340370178,749,2.275207281112671,0.8349714875221252,-69.00402069091797,-69.26956176757812
2.2752065658569336,-2.3025853633880615,0.17909780144691467,-2.3025848865509033,3,70.51543426513672,-2.1946823596954346,0.8740350604057312,0.2536233067512512,799,2.274824380874634,0.8691648840904236,-68.9458999633789,-69.17642211914062
2.2736563682556152,-2.3025853633880615,0.18544326722621918,-2.3025848865509033,4,70.50875854492188,-2.1774232387542725,0.9245520234107971,0.2610410749912262,849,2.273185968399048,0.9118584394454956,-68.95670318603516,-69.12364959716797
2.2715325355529785,-2.3025853633880615,0.1866779774427414,-2.3025848865509033,4,70.51338958740234,-2.171983242034912,0.9682064056396484,0.2531345784664154,899,2.2717390060424805,0.9495058655738831,-68.55948638916016,-69.0928955078125
2.2683074474334717,-2.3025853633880615,0.18270505964756012,-2.3025848865509033,4,70.51944732666016,-2.1615352630615234,1.008366584777832,0.26131147146224976,949,2.2672011852264404,0.993901789188385,-68.66719818115234,-69.05992889404297
2.265561819076538,-2.3025853633880615,0.18426530063152313,-2.3025848865509033,4,70.5252914428711,-2.1756985187530518,1.0490784645080566,0.24292221665382385,999,2.2639384269714355,1.0576577186584473,-68.75725555419922,-69.02104949951172
2.263808012008667,-2.3025853633880615,0.18817123770713806,-2.3025848865509033,5,70.52958679199219,-2.1656060218811035,1.088608980178833,0.2537909150123596,1049,2.2619049549102783,1.0913625955581665,-68.84855651855469,-68.98847198486328
2.2625808715820312,-2.3025853633880615,0.18826428055763245,-2.3025848865509033,5,70.53620147705078,-2.1586556434631348,1.1285994052886963,0.2559260129928589,1099,2.26069712638855,1.1061830520629883,-68.64985656738281,-68.96112060546875
2.260378122329712,-2.3025853633880615,0.18409864604473114,-2.3025848865509033,5,70.47447204589844,-2.1502225399017334,1.1615349054336548,0.2618129551410675,1149,2.258497714996338,1.1678506135940552,-68.51573181152344,-68.87071990966797
2.2582623958587646,-2.3025853633880615,0.19316460192203522,-2.3025848865509033,5,70.45861053466797,-2.144278049468994,1.193901538848877,0.27280861139297485,1199,2.2574896812438965,1.1922683715820312,-68.4720687866211,-68.8260269165039
2.2557389736175537,-2.3025853633880615,0.19340403378009796,-2.3025848865509033,6,70.49463653564453,-2.135775089263916,1.2303433418273926,0.28745314478874207,1249,2.25455379486084,1.2022029161453247,-68.48458099365234,-68.83041381835938
2.2525532245635986,-2.3025853633880615,0.19505824148654938,-2.3025848865509033,6,70.442138671875,-2.1221091747283936,1.2676987648010254,0.28982314467430115,1299,2.2515745162963867,1.2434581518173218,-68.36768341064453,-68.7458267211914
2.2493138313293457,-2.3025853633880615,0.19263200461864471,-2.3025848865509033,6,70.43962097167969,-2.1231634616851807,1.3046663999557495,0.2849222719669342,1349,2.2474331855773926,1.320849061012268,-68.56556701660156,-68.70380401611328
2.2471506595611572,-2.3025853633880615,0.19621334969997406,-2.3025848865509033,6,70.44051361083984,-2.127509593963623,1.3429492712020874,0.28195661306381226,1399,2.245724678039551,1.3369145393371582,-68.33438110351562,-68.67208099365234
2.2445902824401855,-2.3025853633880615,0.19830365478992462,-2.3025848865509033,7,70.40304565429688,-2.123292922973633,1.3837953805923462,0.28153690695762634,1449,2.2420012950897217,1.3902121782302856,-68.31173706054688,-68.59672546386719
2.2418205738067627,-2.3025853633880615,0.20170360803604126,-2.3025848865509033,7,70.4168930053711,-2.111863851547241,1.4319812059402466,0.2807125449180603,1499,2.240114688873291,1.424415946006775,-68.07686614990234,-68.57030487060547
2.2387073040008545,-2.3025853633880615,0.2023046612739563,-2.3025848865509033,7,70.4002685546875,-2.1224570274353027,1.4742828607559204,0.26725512742996216,1549,2.238523483276367,1.4739248752593994,-68.09001159667969,-68.51097869873047
2.2358474731445312,-2.3025853633880615,0.1998113989830017,-2.3025848865509033,7,70.41472625732422,-2.101778745651245,1.5209273099899292,0.29107773303985596,1599,2.2341551780700684,1.5103484392166138,-68.16273498535156,-68.48369598388672
2.2327680587768555,-2.3025853633880615,0.2013273686170578,-2.3025848865509033,8,70.36885070800781,-2.0929081439971924,1.5686217546463013,0.2998446226119995,1649,2.2313075065612793,1.5612704753875732,-67.67610931396484,-68.3989028930664
2.230252504348755,-2.3025853633880615,0.20038241147994995,-2.3025848865509033,8,70.38468933105469,-2.097665309906006,1.6183862686157227,0.29039233922958374,1699,2.229069232940674,1.624577522277832,-67.8110122680664,-68.36386108398438
2.2269773483276367,-2.3025853633880615,0.19754260778427124,-2.3025848865509033,8,70.36170959472656,-2.074439287185669,1.6675217151641846,0.32090431451797485,1749,2.223825216293335,1.664139747619629,-67.96227264404297,-68.29779815673828
2.2231876850128174,-2.3025853633880615,0.19705379009246826,-2.3025848865509033,8,70.38716125488281,-2.0682146549224854,1.7135131359100342,0.3322441279888153,1799,2.2220938205718994,1.7054390907287598,-68.03642272949219,-68.28047180175781
2.220442533493042,-2.3025853633880615,0.19979535043239594,-2.3025848865509033,9,70.33870697021484,-2.0723659992218018,1.7626875638961792,0.31140774488449097,1849,2.217728853225708,1.7757900953292847,-67.6263198852539,-68.18838500976562
2.2165048122406006,-2.3025853633880615,0.19665877521038055,-2.3025848865509033,9,70.32807922363281,-2.059657096862793,1.8056185245513916,0.3216574192047119,1899,2.214351177215576,1.807955265045166,-67.79557800292969,-68.1376953125
2.213465452194214,-2.3025853633880615,0.1971389502286911,-2.3025848865509033,9,70.3545913696289,-2.0465598106384277,1.8451156616210938,0.3272310197353363,1949,2.210139036178589,1.8348662853240967,-67.71635437011719,-68.12987518310547
2.2097277641296387,-2.3025853633880615,0.20153698325157166,-2.3025848865509033,9,70.34935760498047,-2.061668872833252,1.8823769092559814,0.31803831458091736,1999,2.208747625350952,1.8840787410736084,-67.8101577758789,-68.08626556396484
2.2073676586151123,-2.3025853633880615,0.19963271915912628,-2.3025848865509033,10,70.32585906982422,-2.062849283218384,1.9256647825241089,0.312111496925354,2049,2.2051031589508057,1.9195889234542847,-67.67347717285156,-68.0237808227539
2.2050089836120605,-2.3025853633880615,0.2046605795621872,-2.3025848865509033,10,70.3491439819336,-2.058861494064331,1.960505485534668,0.31520047783851624,2099,2.2037131786346436,1.967303991317749,-67.79475402832031,-68.01506042480469
2.2021660804748535,-2.3025853633880615,0.20585298538208008,-2.3025848865509033,10,70.3337631225586,-2.053957462310791,2.005316972732544,0.3078286647796631,2149,2.200854778289795,2.0037620067596436,-67.42073059082031,-67.96624755859375
2.1997315883636475,-2.3025853633880615,0.2043824940919876,-2.3025848865509033,10,70.31150817871094,-2.0587308406829834,2.041475296020508,0.3156633675098419,2199,2.2002105712890625,2.024507522583008,-67.34103393554688,-67.91168975830078
2.196211338043213,-2.3025853633880615,0.20390279591083527,-2.3025848865509033,11,70.273681640625,-2.0359292030334473,2.0844717025756836,0.33375412225723267,2249,2.194976806640625,2.086456298828125,-67.4088134765625,-67.83879089355469
