lpx,step,elbo,lqz,loss,lpz,epoch,kl
-634.1842041015625,268399,-685.4929809570312,-19.74785614013672,685.4929809570312,-71.05658721923828,2236,51.30873489379883
-633.992431640625,268499,-685.3064575195312,-19.748455047607422,685.3064575195312,-71.06245422363281,2237,51.31399917602539
-634.0404663085938,268599,-685.3348388671875,-19.7586727142334,685.3348388671875,-71.05301666259766,2238,51.294342041015625
-633.91748046875,268699,-685.2365112304688,-19.748497009277344,685.2365112304688,-71.06755828857422,2239,51.319061279296875
-634.007568359375,268799,-685.3047485351562,-19.76047706604004,685.3047485351562,-71.0576400756836,2239,51.29716110229492
-633.8099975585938,268899,-685.1405639648438,-19.723636627197266,685.1405639648438,-71.05422973632812,2240,51.330596923828125
-633.9259643554688,268999,-685.27880859375,-19.702144622802734,685.27880859375,-71.05496215820312,2241,51.35281753540039
-634.0535888671875,269099,-685.3978881835938,-19.701555252075195,685.3978881835938,-71.04586791992188,2242,51.34431076049805
-633.7462768554688,269199,-685.1226196289062,-19.68444061279297,685.1226196289062,-71.06080627441406,2243,51.376365661621094
-633.9498291015625,269299,-685.29443359375,-19.707618713378906,685.29443359375,-71.05223083496094,2244,51.344608306884766
-634.0325317382812,269399,-685.3751220703125,-19.713476181030273,685.3751220703125,-71.05608367919922,2244,51.34260940551758
-633.9678344726562,269499,-685.3134765625,-19.69895362854004,685.3134765625,-71.0445785522461,2245,51.34562301635742
-633.7578125,269599,-685.1085815429688,-19.700876235961914,685.1085815429688,-71.05160522460938,2246,51.35072708129883
-633.7002563476562,269699,-685.0438232421875,-19.70659637451172,685.0438232421875,-71.0501480102539,2247,51.34355163574219
-634.0770874023438,269799,-685.4425659179688,-19.693960189819336,685.4425659179688,-71.05946350097656,2248,51.365501403808594
-633.7843017578125,269899,-685.1454467773438,-19.68107032775879,685.1454467773438,-71.04222106933594,2249,51.36115264892578
-634.2075805664062,269999,-685.5536499023438,-19.706302642822266,685.5536499023438,-71.05233001708984,2249,51.34602737426758
-634.0543823242188,270099,-685.416259765625,-19.700855255126953,685.416259765625,-71.06278228759766,2250,51.3619270324707
-633.90185546875,270199,-685.267578125,-19.692380905151367,685.267578125,-71.05809020996094,2251,51.36570739746094
-633.6629028320312,270299,-685.0366821289062,-19.683210372924805,685.0366821289062,-71.05699157714844,2252,51.373783111572266
-634.1290283203125,270399,-685.4984741210938,-19.687788009643555,685.4984741210938,-71.05728149414062,2253,51.36949157714844
-633.7040405273438,270499,-685.0653076171875,-19.691585540771484,685.0653076171875,-71.05289459228516,2254,51.361305236816406
-634.044921875,270599,-685.3848266601562,-19.71923065185547,685.3848266601562,-71.05917358398438,2254,51.339942932128906
-633.97998046875,270699,-685.3377075195312,-19.692262649536133,685.3377075195312,-71.05001068115234,2255,51.35774612426758
-633.8369750976562,270799,-685.19677734375,-19.693857192993164,685.19677734375,-71.0536880493164,2256,51.35982894897461
-633.9451904296875,270899,-685.3380126953125,-19.65616226196289,685.3380126953125,-71.04900360107422,2257,51.39284133911133
-634.019775390625,270999,-685.4022216796875,-19.67806053161621,685.4022216796875,-71.06049346923828,2258,51.38243103027344
-633.9418334960938,271099,-685.2903442382812,-19.70573616027832,685.2903442382812,-71.05422973632812,2259,51.34849166870117
-633.9346923828125,271199,-685.3139038085938,-19.677675247192383,685.3139038085938,-71.05692291259766,2259,51.379249572753906
-633.8651123046875,271299,-685.2715454101562,-19.655723571777344,685.2715454101562,-71.06214904785156,2260,51.406429290771484
-633.7460327148438,271399,-685.1669921875,-19.63800811767578,685.1669921875,-71.05891418457031,2261,51.4209098815918
-634.1472778320312,271499,-685.5449829101562,-19.65349769592285,685.5449829101562,-71.05120849609375,2262,51.397708892822266
-633.8949584960938,271599,-685.302978515625,-19.649356842041016,685.302978515625,-71.05740356445312,2263,51.408050537109375
-633.9732666015625,271699,-685.3743896484375,-19.648906707763672,685.3743896484375,-71.05005645751953,2264,51.40114974975586
-633.6116333007812,271799,-684.9996948242188,-19.651226043701172,684.9996948242188,-71.03927612304688,2264,51.38805389404297
-633.6807861328125,271899,-685.0657958984375,-19.66058921813965,685.0657958984375,-71.04557800292969,2265,51.384986877441406
-634.0673217773438,271999,-685.4757690429688,-19.64167022705078,685.4757690429688,-71.05010223388672,2266,51.40843200683594
-633.831298828125,272099,-685.26220703125,-19.630945205688477,685.26220703125,-71.06187438964844,2267,51.43092727661133
-633.4525146484375,272199,-684.8702392578125,-19.631227493286133,684.8702392578125,-71.04889678955078,2268,51.417667388916016
-633.9200439453125,272299,-685.339111328125,-19.635465621948242,685.339111328125,-71.05451202392578,2269,51.419044494628906
-633.886474609375,272399,-685.3059692382812,-19.635906219482422,685.3059692382812,-71.05538940429688,2269,51.41948699951172
-633.8203735351562,272499,-685.2432250976562,-19.636079788208008,685.2432250976562,-71.05892944335938,2270,51.422847747802734
-633.5900268554688,272599,-685.028076171875,-19.60818099975586,685.028076171875,-71.0462646484375,2271,51.43808364868164
-633.7515258789062,272699,-685.1885375976562,-19.60251808166504,685.1885375976562,-71.03955841064453,2272,51.43703842163086
-633.7275390625,272799,-685.1509399414062,-19.632829666137695,685.1509399414062,-71.0562744140625,2273,51.42344665527344
-633.6663818359375,272899,-685.11181640625,-19.5932674407959,685.11181640625,-71.03873443603516,2274,51.445465087890625
-633.7138061523438,272999,-685.1357421875,-19.622303009033203,685.1357421875,-71.04426574707031,2274,51.42196273803711
-633.9124755859375,273099,-685.3427124023438,-19.60987663269043,685.3427124023438,-71.04009246826172,2275,51.43021774291992
-633.8217163085938,273199,-685.2352905273438,-19.633981704711914,685.2352905273438,-71.047607421875,2276,51.41362762451172
-633.80859375,273299,-685.2528076171875,-19.608234405517578,685.2528076171875,-71.05242919921875,2277,51.444190979003906
-633.9404907226562,273399,-685.3759765625,-19.614633560180664,685.3759765625,-71.05010986328125,2278,51.43547058105469
-633.7445068359375,273499,-685.1830444335938,-19.6008243560791,685.1830444335938,-71.0393295288086,2279,51.43850326538086
-633.547119140625,273599,-684.9786376953125,-19.610130310058594,684.9786376953125,-71.04170227050781,2279,51.431575775146484
-633.858154296875,273699,-685.2919921875,-19.614147186279297,685.2919921875,-71.04804229736328,2280,51.43389892578125
-633.5999145507812,273799,-685.052490234375,-19.592626571655273,685.052490234375,-71.04519653320312,2281,51.452571868896484
-633.7725830078125,273899,-685.24072265625,-19.577699661254883,685.24072265625,-71.04585266113281,2282,51.46815490722656
-633.9054565429688,273999,-685.3753051757812,-19.57638931274414,685.3753051757812,-71.04621887207031,2283,51.469825744628906
-633.7133178710938,274099,-685.1692504882812,-19.58634376525879,685.1692504882812,-71.04228210449219,2284,51.45594024658203
-633.53173828125,274199,-684.9973754882812,-19.579505920410156,684.9973754882812,-71.04511260986328,2284,51.465606689453125
-633.6168212890625,274299,-685.0960693359375,-19.5650577545166,685.0960693359375,-71.04432678222656,2285,51.47926712036133
-633.5491943359375,274399,-685.0354614257812,-19.55937957763672,685.0354614257812,-71.04564666748047,2286,51.486263275146484
-633.3402099609375,274499,-684.8214721679688,-19.56227684020996,684.8214721679688,-71.0435562133789,2287,51.48128128051758
-633.8136596679688,274599,-685.3059692382812,-19.5473690032959,685.3059692382812,-71.03966522216797,2288,51.4922981262207
-633.6564331054688,274699,-685.1459350585938,-19.554195404052734,685.1459350585938,-71.04369354248047,2289,51.489498138427734
-633.5089721679688,274799,-685.0027465820312,-19.543292999267578,685.0027465820312,-71.037109375,2289,51.49381637573242
-633.7361450195312,274899,-685.224609375,-19.55646324157715,685.224609375,-71.0448989868164,2290,51.48843765258789
-633.5496826171875,274999,-685.0374755859375,-19.547245025634766,685.0374755859375,-71.03500366210938,2291,51.48775863647461
-633.8208618164062,275099,-685.2840576171875,-19.58894157409668,685.2840576171875,-71.05210876464844,2292,51.463165283203125
-633.2573852539062,275199,-684.75439453125,-19.55718231201172,684.75439453125,-71.0541763305664,2293,51.49699783325195
-633.7885131835938,275299,-685.270751953125,-19.558605194091797,685.270751953125,-71.04080200195312,2294,51.482200622558594
-633.676513671875,275399,-685.178466796875,-19.55353546142578,685.178466796875,-71.05546569824219,2294,51.50192642211914
-633.2963256835938,275499,-684.81201171875,-19.529645919799805,684.81201171875,-71.04534149169922,2295,51.51569366455078
-633.617431640625,275599,-685.1251220703125,-19.533777236938477,685.1251220703125,-71.04144287109375,2296,51.507667541503906
-633.4041748046875,275699,-684.917724609375,-19.522281646728516,684.917724609375,-71.03584289550781,2297,51.51355743408203
-633.4910888671875,275799,-685.013671875,-19.52387046813965,685.013671875,-71.04647064208984,2298,51.52259826660156
-633.86767578125,275899,-685.37939453125,-19.534034729003906,685.37939453125,-71.04576110839844,2299,51.51172637939453
-633.4522094726562,275999,-684.9511108398438,-19.53741455078125,684.9511108398438,-71.03632354736328,2299,51.4989128112793
-633.420654296875,276099,-684.9131469726562,-19.54327392578125,684.9131469726562,-71.03573608398438,2300,51.492462158203125
-633.6595458984375,276199,-685.1776123046875,-19.5308780670166,685.1776123046875,-71.04891204833984,2301,51.518035888671875
-633.4661865234375,276299,-684.9900512695312,-19.51950454711914,684.9900512695312,-71.04336547851562,2302,51.523860931396484
-633.6199340820312,276399,-685.1033325195312,-19.56707000732422,685.1033325195312,-71.05050659179688,2303,51.483436584472656
-633.6517944335938,276499,-685.1592407226562,-19.548851013183594,685.1592407226562,-71.05630493164062,2304,51.5074577331543
-633.6846923828125,276599,-685.185302734375,-19.551843643188477,685.185302734375,-71.05245971679688,2304,51.500614166259766
-633.693115234375,276699,-685.1849975585938,-19.560941696166992,685.1849975585938,-71.05284118652344,2305,51.49189758300781
-633.6181030273438,276799,-685.1266479492188,-19.543058395385742,685.1266479492188,-71.05160522460938,2306,51.508544921875
-633.5596313476562,276899,-685.0413208007812,-19.566165924072266,685.0413208007812,-71.04785919189453,2307,51.48169708251953
-633.4422607421875,276999,-684.9547729492188,-19.541706085205078,684.9547729492188,-71.05422973632812,2308,51.51252365112305
-633.4105224609375,277099,-684.9241333007812,-19.529197692871094,684.9241333007812,-71.04279327392578,2309,51.51359176635742
-633.5518188476562,277199,-685.05224609375,-19.54624366760254,685.05224609375,-71.0466537475586,2309,51.50041580200195
-633.3128051757812,277299,-684.8191528320312,-19.54511070251465,684.8191528320312,-71.05144500732422,2310,51.5063362121582
-633.6060180664062,277399,-685.1366577148438,-19.525514602661133,685.1366577148438,-71.05615234375,2311,51.5306396484375
-633.7628784179688,277499,-685.298095703125,-19.52072525024414,685.298095703125,-71.05598449707031,2312,51.53525924682617
-633.188232421875,277599,-684.7291870117188,-19.500085830688477,684.7291870117188,-71.04108428955078,2313,51.54100036621094
-633.681396484375,277699,-685.2125244140625,-19.509132385253906,685.2125244140625,-71.0402603149414,2314,51.5311279296875
-633.5126953125,277799,-685.0368041992188,-19.52479362487793,685.0368041992188,-71.04888916015625,2314,51.52409362792969
-633.3896484375,277899,-684.9249267578125,-19.515920639038086,684.9249267578125,-71.0511474609375,2315,51.53522872924805
-633.4644775390625,277999,-684.9884033203125,-19.519184112548828,684.9884033203125,-71.04310607910156,2316,51.52392578125
-633.3804931640625,278099,-684.9358520507812,-19.493228912353516,684.9358520507812,-71.04856872558594,2317,51.55533981323242
-633.558349609375,278199,-685.1326293945312,-19.484983444213867,685.1326293945312,-71.05926513671875,2318,51.574283599853516
-633.574462890625,278299,-685.1366577148438,-19.48469352722168,685.1366577148438,-71.0468978881836,2319,51.56220245361328
-633.5430297851562,278399,-685.0786743164062,-19.51604461669922,685.0786743164062,-71.05167388916016,2319,51.5356330871582
-633.6636352539062,278499,-685.20849609375,-19.520151138305664,685.20849609375,-71.06501770019531,2320,51.544864654541016
-633.5296020507812,278599,-685.0879516601562,-19.490636825561523,685.0879516601562,-71.04898834228516,2321,51.558349609375
-633.7791137695312,278699,-685.3284912109375,-19.497459411621094,685.3284912109375,-71.04682159423828,2322,51.54936218261719
-633.4404907226562,278799,-685.0231323242188,-19.467580795288086,685.0231323242188,-71.05020141601562,2323,51.58262634277344
-633.57470703125,278899,-685.1212768554688,-19.494234085083008,685.1212768554688,-71.04081726074219,2324,51.54658126831055
-633.3526000976562,278999,-684.9194946289062,-19.477306365966797,684.9194946289062,-71.04419708251953,2324,51.56688690185547
-633.6185302734375,279099,-685.1887817382812,-19.4752254486084,685.1887817382812,-71.0454330444336,2325,51.57020568847656
-633.3729858398438,279199,-684.951416015625,-19.47001075744629,684.951416015625,-71.04841613769531,2326,51.57840347290039
-633.5309448242188,279299,-685.131591796875,-19.448680877685547,685.131591796875,-71.04932403564453,2327,51.60063934326172
-633.0657958984375,279399,-684.6454467773438,-19.46553611755371,684.6454467773438,-71.04520416259766,2328,51.57966995239258
-633.58544921875,279499,-685.1520385742188,-19.46881675720215,685.1520385742188,-71.03536987304688,2329,51.56655502319336
-633.4014282226562,279599,-684.953857421875,-19.488622665405273,684.953857421875,-71.04106903076172,2329,51.55244827270508
-633.268798828125,279699,-684.84033203125,-19.47735023498535,684.84033203125,-71.04885864257812,2330,51.571510314941406
-633.460693359375,279799,-685.0198974609375,-19.49077033996582,685.0198974609375,-71.04998016357422,2331,51.55921173095703
-633.0556640625,279899,-684.6167602539062,-19.482805252075195,684.6167602539062,-71.04388427734375,2332,51.56108093261719
-633.5159912109375,279999,-685.0972290039062,-19.473876953125,685.0972290039062,-71.05513763427734,2333,51.581260681152344
-633.4407958984375,280099,-684.99609375,-19.492046356201172,684.99609375,-71.04733276367188,2334,51.5552864074707
-633.3359375,280199,-684.9075927734375,-19.469772338867188,684.9075927734375,-71.04141998291016,2334,51.57164764404297
-633.143798828125,280299,-684.7265625,-19.465953826904297,684.7265625,-71.04877471923828,2335,51.58281707763672
-633.4957885742188,280399,-685.0869140625,-19.465456008911133,685.0869140625,-71.0566177368164,2336,51.591163635253906
-633.318359375,280499,-684.9214477539062,-19.4516658782959,684.9214477539062,-71.05473327636719,2337,51.60306930541992
-633.3610229492188,280599,-684.98193359375,-19.42505645751953,684.98193359375,-71.04592895507812,2338,51.62086868286133
-633.3563842773438,280699,-684.9656982421875,-19.4361515045166,684.9656982421875,-71.04551696777344,2339,51.60936737060547
-633.2520141601562,280799,-684.8634033203125,-19.431739807128906,684.8634033203125,-71.04312133789062,2339,51.611385345458984
-633.2245483398438,280899,-684.83984375,-19.43486785888672,684.83984375,-71.05020904541016,2340,51.6153450012207
-633.2565307617188,280999,-684.8582153320312,-19.44133186340332,684.8582153320312,-71.04303741455078,2341,51.60170364379883
-633.2470703125,281099,-684.8634643554688,-19.43513298034668,684.8634643554688,-71.05156707763672,2342,51.61643600463867
-633.4038696289062,281199,-685.0084228515625,-19.444337844848633,685.0084228515625,-71.04893493652344,2343,51.60459518432617
-633.1549682617188,281299,-684.7674560546875,-19.429967880249023,684.7674560546875,-71.0424575805664,2344,51.612491607666016
-633.329833984375,281399,-684.9208374023438,-19.459579467773438,684.9208374023438,-71.05060577392578,2344,51.59103012084961
-633.58251953125,281499,-685.192138671875,-19.438304901123047,685.192138671875,-71.04796600341797,2345,51.60966110229492
-633.3124389648438,281599,-684.937744140625,-19.421979904174805,684.937744140625,-71.04728698730469,2346,51.62530517578125
-633.5861206054688,281699,-685.1927490234375,-19.443864822387695,685.1927490234375,-71.05050659179688,2347,51.60664367675781
-633.0509643554688,281799,-684.66943359375,-19.431596755981445,684.66943359375,-71.05008697509766,2348,51.618492126464844
-633.0286254882812,281899,-684.6565551757812,-19.42103385925293,684.6565551757812,-71.04896545410156,2349,51.627933502197266
-633.3200073242188,281999,-684.9368286132812,-19.432350158691406,684.9368286132812,-71.04917907714844,2349,51.6168327331543
-633.2465209960938,282099,-684.8848266601562,-19.41082763671875,684.8848266601562,-71.04914855957031,2350,51.6383171081543
-633.0269165039062,282199,-684.6713256835938,-19.396543502807617,684.6713256835938,-71.04095458984375,2351,51.644412994384766
-633.2238159179688,282299,-684.8798828125,-19.387222290039062,684.8798828125,-71.04325103759766,2352,51.656028747558594
-633.1199951171875,282399,-684.7684326171875,-19.394092559814453,684.7684326171875,-71.04254913330078,2353,51.64845657348633
-633.4912109375,282499,-685.1272583007812,-19.406675338745117,685.1272583007812,-71.042724609375,2354,51.63604736328125
-633.2532348632812,282599,-684.8794555664062,-19.406352996826172,684.8794555664062,-71.03258514404297,2354,51.62622833251953
-633.3831787109375,282699,-685.0264892578125,-19.3974666595459,685.0264892578125,-71.04077911376953,2355,51.643314361572266
-633.232177734375,282799,-684.874755859375,-19.401538848876953,684.874755859375,-71.04413604736328,2356,51.642601013183594
-632.9978637695312,282899,-684.6743774414062,-19.377220153808594,684.6743774414062,-71.05377960205078,2357,51.67655563354492
-633.094482421875,282999,-684.753173828125,-19.393056869506836,684.753173828125,-71.05174255371094,2358,51.65868377685547
-632.9505004882812,283099,-684.6149291992188,-19.37473487854004,684.6149291992188,-71.03919219970703,2359,51.664451599121094
-633.3373413085938,283199,-684.9826049804688,-19.402790069580078,684.9826049804688,-71.04800415039062,2359,51.64521789550781
-633.3613891601562,283299,-685.0072021484375,-19.400249481201172,685.0072021484375,-71.04602813720703,2360,51.645774841308594
-633.2302856445312,283399,-684.8859252929688,-19.387401580810547,684.8859252929688,-71.04307556152344,2361,51.65567398071289
-633.0198974609375,283499,-684.6687622070312,-19.38648223876953,684.6687622070312,-71.03532409667969,2362,51.648841857910156
-633.2168579101562,283599,-684.8623046875,-19.392719268798828,684.8623046875,-71.03816986083984,2363,51.645450592041016
-633.2510375976562,283699,-684.901123046875,-19.389907836914062,684.901123046875,-71.03998565673828,2364,51.65007781982422
-633.1397705078125,283799,-684.7695922851562,-19.41193199157715,684.7695922851562,-71.04171752929688,2364,51.629783630371094
-633.17333984375,283899,-684.8388061523438,-19.38239860534668,684.8388061523438,-71.04783630371094,2365,51.66543960571289
-633.4099731445312,283999,-685.0942993164062,-19.373554229736328,685.0942993164062,-71.05787658691406,2366,51.684322357177734
-632.9440307617188,284099,-684.6387329101562,-19.348203659057617,684.6387329101562,-71.04293060302734,2367,51.69472885131836
-633.2579345703125,284199,-684.92626953125,-19.375633239746094,684.92626953125,-71.04397583007812,2368,51.668338775634766
-633.1996459960938,284299,-684.8446655273438,-19.398632049560547,684.8446655273438,-71.04364776611328,2369,51.645015716552734
-633.1832275390625,284399,-684.8463134765625,-19.38559341430664,684.8463134765625,-71.0486831665039,2369,51.663089752197266
-633.0821533203125,284499,-684.7509765625,-19.379426956176758,684.7509765625,-71.04825592041016,2370,51.66883087158203
-633.06591796875,284599,-684.7205200195312,-19.39867401123047,684.7205200195312,-71.05327606201172,2371,51.65460205078125
-633.0087280273438,284699,-684.6946411132812,-19.378637313842773,684.6946411132812,-71.06459045410156,2372,51.685951232910156
-633.2931518554688,284799,-684.9510498046875,-19.38274383544922,684.9510498046875,-71.04066467285156,2373,51.657920837402344
-633.2319946289062,284899,-684.9203491210938,-19.359891891479492,684.9203491210938,-71.04824829101562,2374,51.688358306884766
-633.1817626953125,284999,-684.8606567382812,-19.36968994140625,684.8606567382812,-71.0485610961914,2374,51.678871154785156
-633.445556640625,285099,-685.1361694335938,-19.35484504699707,685.1361694335938,-71.04544830322266,2375,51.69060516357422
-633.1279907226562,285199,-684.8212280273438,-19.355825424194336,684.8212280273438,-71.04906463623047,2376,51.6932373046875
-632.985107421875,285299,-684.6868286132812,-19.340646743774414,684.6868286132812,-71.04238891601562,2377,51.701744079589844
-633.0208129882812,285399,-684.7296142578125,-19.33159637451172,684.7296142578125,-71.04042053222656,2378,51.708824157714844
-632.9990844726562,285499,-684.6926879882812,-19.348955154418945,684.6926879882812,-71.04253387451172,2379,51.693580627441406
-633.1884765625,285599,-684.866943359375,-19.363603591918945,684.866943359375,-71.04207611083984,2379,51.678470611572266
-633.17529296875,285699,-684.8490600585938,-19.372516632080078,684.8490600585938,-71.04627990722656,2380,51.67375946044922
-633.3082885742188,285799,-685.0010375976562,-19.368633270263672,685.0010375976562,-71.06141662597656,2381,51.692779541015625
-633.2464599609375,285899,-684.9347534179688,-19.364906311035156,684.9347534179688,-71.05317687988281,2382,51.688270568847656
-632.8624877929688,285999,-684.570556640625,-19.341598510742188,684.570556640625,-71.04969024658203,2383,51.708091735839844
-633.1578369140625,286099,-684.850341796875,-19.358257293701172,684.850341796875,-71.05075073242188,2384,51.6924934387207
-633.062255859375,286199,-684.7645874023438,-19.353958129882812,684.7645874023438,-71.05628204345703,2384,51.70232391357422
-632.9776000976562,286299,-684.6950073242188,-19.328842163085938,684.6950073242188,-71.0462646484375,2385,51.71742248535156
-632.9356689453125,286399,-684.657470703125,-19.329811096191406,684.657470703125,-71.05162048339844,2386,51.721805572509766
-632.7760620117188,286499,-684.5158081054688,-19.3073787689209,684.5158081054688,-71.04714965820312,2387,51.73977279663086
-632.9661865234375,286599,-684.6971435546875,-19.325542449951172,684.6971435546875,-71.0565185546875,2388,51.73097610473633
-633.2077026367188,286699,-684.9342651367188,-19.314308166503906,684.9342651367188,-71.0408706665039,2389,51.726566314697266
-632.9368286132812,286799,-684.6429443359375,-19.339317321777344,684.6429443359375,-71.04544830322266,2389,51.70612716674805
-633.1233520507812,286899,-684.838134765625,-19.33407211303711,684.838134765625,-71.04888916015625,2390,51.714813232421875
-633.1951293945312,286999,-684.9304809570312,-19.335256576538086,684.9304809570312,-71.07064056396484,2391,51.73538589477539
-632.630859375,287099,-684.359130859375,-19.32396697998047,684.359130859375,-71.05223846435547,2392,51.728275299072266
-632.9278564453125,287199,-684.6597900390625,-19.313379287719727,684.6597900390625,-71.0453109741211,2393,51.731929779052734
-632.9195556640625,287299,-684.6439819335938,-19.326168060302734,684.6439819335938,-71.05059814453125,2394,51.72443389892578
-632.9598999023438,287399,-684.6829223632812,-19.320892333984375,684.6829223632812,-71.04395294189453,2394,51.72305679321289
-633.1341552734375,287499,-684.8527221679688,-19.316761016845703,684.8527221679688,-71.03531646728516,2395,51.71855163574219
-632.9933471679688,287599,-684.7216796875,-19.300922393798828,684.7216796875,-71.02928924560547,2396,51.72836685180664
-632.9266357421875,287699,-684.6688232421875,-19.302457809448242,684.6688232421875,-71.04462432861328,2397,51.74216842651367
-632.6969604492188,287799,-684.44775390625,-19.298585891723633,684.44775390625,-71.04936981201172,2398,51.75078201293945
-632.920654296875,287899,-684.6808471679688,-19.29390525817871,684.6808471679688,-71.0540542602539,2399,51.76014709472656
-633.0353393554688,287999,-684.7809448242188,-19.299283981323242,684.7809448242188,-71.04488372802734,2399,51.745601654052734
-633.0390625,288099,-684.790283203125,-19.290857315063477,684.790283203125,-71.04207611083984,2400,51.751220703125
-632.7528076171875,288199,-684.5170288085938,-19.2777099609375,684.5170288085938,-71.04196166992188,2401,51.76425552368164
-632.8058471679688,288299,-684.5540161132812,-19.283227920532227,684.5540161132812,-71.03136444091797,2402,51.748138427734375
-633.0570068359375,288399,-684.8001098632812,-19.30658721923828,684.8001098632812,-71.04969024658203,2403,51.74310302734375
-632.8419189453125,288499,-684.5926513671875,-19.295055389404297,684.5926513671875,-71.04574584960938,2404,51.750694274902344
-633.0571899414062,288599,-684.8013305664062,-19.296119689941406,684.8013305664062,-71.04025268554688,2404,51.74413299560547
-633.1466674804688,288699,-684.8892822265625,-19.3105525970459,684.8892822265625,-71.05316162109375,2405,51.742610931396484
-633.1546020507812,288799,-684.8966674804688,-19.313562393188477,684.8966674804688,-71.05559539794922,2406,51.74203109741211
-632.7401733398438,288899,-684.4971313476562,-19.2940731048584,684.4971313476562,-71.05101776123047,2407,51.7569465637207
-632.73974609375,288999,-684.50927734375,-19.28853416442871,684.50927734375,-71.05809020996094,2408,51.76955795288086
-633.2019653320312,289099,-684.9603881835938,-19.290603637695312,684.9603881835938,-71.04904174804688,2409,51.75844192504883
-633.0653686523438,289199,-684.817138671875,-19.29022216796875,684.817138671875,-71.04197692871094,2409,51.75175476074219
-632.9351196289062,289299,-684.6747436523438,-19.30615234375,684.6747436523438,-71.04576873779297,2410,51.73961639404297
-632.9053955078125,289399,-684.6607666015625,-19.29481315612793,684.6607666015625,-71.0501708984375,2411,51.75535583496094
-632.9344482421875,289499,-684.71728515625,-19.271242141723633,684.71728515625,-71.05409240722656,2412,51.7828483581543
-632.7210693359375,289599,-684.4887084960938,-19.28333282470703,684.4887084960938,-71.05096435546875,2413,51.76762771606445
-632.9953002929688,289699,-684.7689208984375,-19.284650802612305,684.7689208984375,-71.05823516845703,2414,51.773582458496094
-633.0924682617188,289799,-684.8456420898438,-19.30600357055664,684.8456420898438,-71.05921936035156,2414,51.75321578979492
-632.9284057617188,289899,-684.6976318359375,-19.27722930908203,684.6976318359375,-71.04650115966797,2415,51.76926803588867
-633.1532592773438,289999,-684.919921875,-19.2949161529541,684.919921875,-71.06163024902344,2416,51.7667121887207
-633.0779418945312,290099,-684.844482421875,-19.29247283935547,684.844482421875,-71.05900573730469,2417,51.76653289794922
-632.958740234375,290199,-684.712890625,-19.300662994384766,684.712890625,-71.05486297607422,2418,51.75419998168945
-632.8348999023438,290299,-684.6276245117188,-19.261701583862305,684.6276245117188,-71.05442810058594,2419,51.792724609375
-632.84033203125,290399,-684.6151733398438,-19.273555755615234,684.6151733398438,-71.04840087890625,2419,51.77484130859375
-633.0946044921875,290499,-684.8844604492188,-19.266855239868164,684.8844604492188,-71.05675506591797,2420,51.78989791870117
-632.8184204101562,290599,-684.6165161132812,-19.260726928710938,684.6165161132812,-71.05885314941406,2421,51.798126220703125
-633.0062866210938,290699,-684.8093872070312,-19.257286071777344,684.8093872070312,-71.06038665771484,2422,51.803096771240234
-632.5748901367188,290799,-684.3617553710938,-19.25695037841797,684.3617553710938,-71.04381561279297,2423,51.786861419677734
-632.7612915039062,290899,-684.5465087890625,-19.263004302978516,684.5465087890625,-71.04824829101562,2424,51.785240173339844
-632.9224853515625,290999,-684.697998046875,-19.266756057739258,684.697998046875,-71.04227447509766,2424,51.775516510009766
-632.821044921875,291099,-684.6090087890625,-19.26139259338379,684.6090087890625,-71.04938507080078,2425,51.787994384765625
-632.6736450195312,291199,-684.4894409179688,-19.234132766723633,684.4894409179688,-71.04991149902344,2426,51.81578063964844
-632.5690307617188,291299,-684.3861694335938,-19.229026794433594,684.3861694335938,-71.04621887207031,2427,51.81719207763672
-632.5972900390625,291399,-684.3958129882812,-19.24803924560547,684.3958129882812,-71.04652404785156,2428,51.79848861694336
-633.006103515625,291499,-684.80224609375,-19.256799697875977,684.80224609375,-71.05297088623047,2429,51.79616928100586
-632.9607543945312,291599,-684.7605590820312,-19.249454498291016,684.7605590820312,-71.04923248291016,2429,51.79977798461914
-633.0021362304688,291699,-684.806396484375,-19.237102508544922,684.806396484375,-71.0413589477539,2430,51.804256439208984
-632.9051513671875,291799,-684.7119140625,-19.239194869995117,684.7119140625,-71.04590606689453,2431,51.80670928955078
-632.5950927734375,291899,-684.4254150390625,-19.211376190185547,684.4254150390625,-71.04174041748047,2432,51.83036804199219
-632.97998046875,291999,-684.826904296875,-19.206562042236328,684.826904296875,-71.05347442626953,2433,51.8469123840332
-632.7687377929688,292099,-684.6066284179688,-19.202272415161133,684.6066284179688,-71.04021453857422,2434,51.83794021606445
-632.6355590820312,292199,-684.46337890625,-19.22130584716797,684.46337890625,-71.04912567138672,2434,51.827823638916016
-632.7528076171875,292299,-684.5711059570312,-19.229217529296875,684.5711059570312,-71.04754638671875,2435,51.818328857421875
-632.6509399414062,292399,-684.4688110351562,-19.226318359375,684.4688110351562,-71.0442123413086,2436,51.81789016723633
-632.73193359375,292499,-684.5673828125,-19.215126037597656,684.5673828125,-71.05058288574219,2437,51.83545684814453
-633.052734375,292599,-684.857421875,-19.245412826538086,684.857421875,-71.05005645751953,2438,51.80464172363281
-632.3651733398438,292699,-684.20703125,-19.198829650878906,684.20703125,-71.04067993164062,2439,51.84185028076172
-632.7719116210938,292799,-684.608154296875,-19.210186004638672,684.608154296875,-71.04640197753906,2439,51.83621597290039
