lpx,step,elbo,lqz,loss,lpz,epoch,kl
-673.650146484375,47699,-705.3247680664062,-39.36624526977539,705.3247680664062,-71.04088592529297,397,31.67464256286621
-673.3880004882812,47799,-705.1066284179688,-39.309627532958984,705.1066284179688,-71.02822875976562,398,31.718603134155273
-673.0953979492188,47899,-704.8641967773438,-39.256492614746094,704.8641967773438,-71.02523040771484,399,31.76873779296875
-673.3457641601562,47999,-705.1557006835938,-39.21881866455078,705.1557006835938,-71.02874755859375,399,31.80992889404297
-673.1328125,48099,-704.9970703125,-39.162174224853516,704.9970703125,-71.02645111083984,400,31.86427879333496
-673.1495971679688,48199,-705.0662231445312,-39.10934066772461,705.0662231445312,-71.02601623535156,401,31.91667366027832
-672.9894409179688,48299,-704.9439697265625,-39.07118606567383,704.9439697265625,-71.0257568359375,402,31.954572677612305
-673.245849609375,48399,-705.251953125,-39.01795959472656,705.251953125,-71.02400970458984,403,32.00605392456055
-672.8303833007812,48499,-704.8826904296875,-38.97423553466797,704.8826904296875,-71.02655792236328,404,32.05232620239258
-672.693115234375,48599,-704.8110961914062,-38.90061950683594,704.8110961914062,-71.01861572265625,404,32.11799240112305
-672.6021118164062,48699,-704.7706298828125,-38.85694122314453,704.7706298828125,-71.02543640136719,405,32.168495178222656
-672.2627563476562,48799,-704.4909057617188,-38.79841995239258,704.4909057617188,-71.02658081054688,406,32.22816467285156
-672.5477905273438,48899,-704.8248291015625,-38.75319290161133,704.8248291015625,-71.0302505493164,407,32.27705383300781
-672.23974609375,48999,-704.5709838867188,-38.698814392089844,704.5709838867188,-71.03002166748047,408,32.331207275390625
-672.3602294921875,49099,-704.7249755859375,-38.65607833862305,704.7249755859375,-71.02082061767578,409,32.36473846435547
-672.12841796875,49199,-704.5422973632812,-38.604698181152344,704.5422973632812,-71.01859283447266,409,32.41389465332031
-671.9956665039062,49299,-704.473388671875,-38.540931701660156,704.473388671875,-71.0186767578125,410,32.47774124145508
-672.2252197265625,49399,-704.7379760742188,-38.514198303222656,704.7379760742188,-71.02694702148438,411,32.51274871826172
-671.9347534179688,49499,-704.5090942382812,-38.444496154785156,704.5090942382812,-71.01884460449219,412,32.574344635009766
-671.7105102539062,49599,-704.3486328125,-38.38740158081055,704.3486328125,-71.02550506591797,413,32.63810348510742
-671.6150512695312,49699,-704.2968139648438,-38.335960388183594,704.2968139648438,-71.01771545410156,414,32.68175506591797
-671.7621459960938,49799,-704.478759765625,-38.31024169921875,704.478759765625,-71.02680969238281,414,32.71656799316406
-671.4256591796875,49899,-704.2029418945312,-38.24616241455078,704.2029418945312,-71.02342224121094,415,32.77726364135742
-671.7991943359375,49999,-704.6329345703125,-38.19330978393555,704.6329345703125,-71.02703857421875,416,32.8337287902832
-671.4139404296875,50099,-704.2974853515625,-38.14189910888672,704.2974853515625,-71.02544403076172,417,32.883544921875
-671.8391723632812,50199,-704.74462890625,-38.122833251953125,704.74462890625,-71.02827453613281,418,32.90544128417969
-671.138916015625,50299,-704.1046142578125,-38.058982849121094,704.1046142578125,-71.02471923828125,419,32.96573257446289
-671.155517578125,50399,-704.1597900390625,-38.020240783691406,704.1597900390625,-71.02454376220703,419,33.00429916381836
-671.0494384765625,50499,-704.1202392578125,-37.95577621459961,704.1202392578125,-71.02655792236328,420,33.070777893066406
-671.1792602539062,50599,-704.2974853515625,-37.909358978271484,704.2974853515625,-71.02758026123047,421,33.118221282958984
-670.67236328125,50699,-703.86865234375,-37.834877014160156,703.86865234375,-71.03117370605469,422,33.19629669189453
-671.078125,50799,-704.3031616210938,-37.805538177490234,704.3031616210938,-71.03060913085938,423,33.225074768066406
-671.0313110351562,50899,-704.2958984375,-37.76572799682617,704.2958984375,-71.03033447265625,424,33.26460647583008
-670.7581787109375,50999,-704.0668334960938,-37.70737075805664,704.0668334960938,-71.01604461669922,424,33.308677673339844
-670.8276977539062,51099,-704.1656494140625,-37.68258285522461,704.1656494140625,-71.02047729492188,425,33.33789825439453
-670.523681640625,51199,-703.9215087890625,-37.6251106262207,703.9215087890625,-71.02295684814453,426,33.39784240722656
-670.7395629882812,51299,-704.1822509765625,-37.57912826538086,704.1822509765625,-71.02178955078125,427,33.44266128540039
-670.36376953125,51399,-703.8543090820312,-37.52960205078125,703.8543090820312,-71.02009582519531,428,33.49049377441406
-670.330810546875,51499,-703.8627319335938,-37.48092269897461,703.8627319335938,-71.01280975341797,429,33.53188705444336
-670.2487182617188,51599,-703.8219604492188,-37.44583511352539,703.8219604492188,-71.01905059814453,429,33.57321548461914
-670.2574462890625,51699,-703.8699340820312,-37.413204193115234,703.8699340820312,-71.0256576538086,430,33.612449645996094
-670.092529296875,51799,-703.7566528320312,-37.35802459716797,703.7566528320312,-71.0221176147461,431,33.664093017578125
-669.77978515625,51899,-703.49462890625,-37.307464599609375,703.49462890625,-71.02229309082031,432,33.7148323059082
-670.1107177734375,51999,-703.8648071289062,-37.27740478515625,703.8648071289062,-71.03150177001953,433,33.75410079956055
-669.6822509765625,52099,-703.4725341796875,-37.232330322265625,703.4725341796875,-71.02261352539062,434,33.790287017822266
-669.9296264648438,52199,-703.7493896484375,-37.203392028808594,703.7493896484375,-71.02315521240234,434,33.819766998291016
-669.8358764648438,52299,-703.7117309570312,-37.145240783691406,703.7117309570312,-71.02111053466797,435,33.87586975097656
-669.5550537109375,52399,-703.474853515625,-37.10242462158203,703.474853515625,-71.02223205566406,436,33.919803619384766
-669.3146362304688,52499,-703.2884521484375,-37.05081558227539,703.2884521484375,-71.02465057373047,437,33.973838806152344
-669.620849609375,52599,-703.6159057617188,-37.0312385559082,703.6159057617188,-71.02635192871094,438,33.9951171875
-669.4100341796875,52699,-703.4669189453125,-36.96149444580078,703.4669189453125,-71.01837158203125,439,34.05687713623047
-669.3364868164062,52799,-703.4285278320312,-36.92973327636719,703.4285278320312,-71.02178192138672,439,34.09204864501953
-669.4041748046875,52899,-703.5349731445312,-36.89854431152344,703.5349731445312,-71.02932739257812,440,34.13077926635742
-668.7232055664062,52999,-702.8903198242188,-36.85763931274414,702.8903198242188,-71.0247573852539,441,34.16712188720703
-669.0958251953125,53099,-703.2938842773438,-36.8233642578125,703.2938842773438,-71.02145385742188,442,34.19809341430664
-668.8989868164062,53199,-703.1500244140625,-36.78163528442383,703.1500244140625,-71.03266143798828,443,34.25102615356445
-668.9600219726562,53299,-703.2352905273438,-36.75026321411133,703.2352905273438,-71.02552032470703,444,34.27526092529297
-669.117919921875,53399,-703.426513671875,-36.71030807495117,703.426513671875,-71.01888275146484,444,34.30857467651367
-669.0400390625,53499,-703.3896484375,-36.66918182373047,703.3896484375,-71.01879119873047,445,34.349609375
-668.8692016601562,53599,-703.2601318359375,-36.62714767456055,703.2601318359375,-71.01809692382812,446,34.39094924926758
-668.2092895507812,53699,-702.6637573242188,-36.5658073425293,702.6637573242188,-71.0202407836914,447,34.454429626464844
-668.491455078125,53799,-702.97265625,-36.54055404663086,702.97265625,-71.02172088623047,448,34.481163024902344
-668.8145751953125,53899,-703.3250732421875,-36.51567459106445,703.3250732421875,-71.02615356445312,449,34.51047897338867
-668.549072265625,53999,-703.0857543945312,-36.478492736816406,703.0857543945312,-71.01518249511719,449,34.53668975830078
-668.5339965820312,54099,-703.1188354492188,-36.431373596191406,703.1188354492188,-71.01618957519531,450,34.58481979370117
-668.5845947265625,54199,-703.2000122070312,-36.40688705444336,703.2000122070312,-71.02230834960938,451,34.61542510986328
-668.3484497070312,54299,-703.0093994140625,-36.35498046875,703.0093994140625,-71.01591491699219,452,34.66093826293945
-668.2716064453125,54399,-702.970458984375,-36.314857482910156,702.970458984375,-71.01371002197266,453,34.698848724365234
-668.2366333007812,54499,-702.9767456054688,-36.28035354614258,702.9767456054688,-71.0204849243164,454,34.74013137817383
-667.8727416992188,54599,-702.6450805664062,-36.24155807495117,702.6450805664062,-71.01392364501953,454,34.77236557006836
-667.9223022460938,54699,-702.724853515625,-36.21542739868164,702.724853515625,-71.01793670654297,455,34.80250930786133
-667.97216796875,54799,-702.826904296875,-36.16016387939453,702.826904296875,-71.01490783691406,456,34.8547477722168
-667.8565673828125,54899,-702.7448120117188,-36.130741119384766,702.7448120117188,-71.0189437866211,457,34.88819885253906
-667.4813842773438,54999,-702.4222412109375,-36.074947357177734,702.4222412109375,-71.01578521728516,458,34.94084167480469
-667.765380859375,55099,-702.72216796875,-36.05570602416992,702.72216796875,-71.01246643066406,459,34.956756591796875
-667.78515625,55199,-702.7906494140625,-36.0050163269043,702.7906494140625,-71.01054382324219,459,35.00552749633789
-667.7799072265625,55299,-702.8230590820312,-35.971805572509766,702.8230590820312,-71.01497650146484,460,35.043174743652344
-667.7406005859375,55399,-702.8231201171875,-35.93539047241211,702.8231201171875,-71.01792907714844,461,35.08253860473633
-667.2948608398438,55499,-702.4356079101562,-35.8782844543457,702.4356079101562,-71.01907348632812,462,35.14078903198242
-667.3209228515625,55599,-702.4804077148438,-35.85808181762695,702.4804077148438,-71.01752471923828,463,35.15944290161133
-667.49169921875,55699,-702.7015991210938,-35.81203842163086,702.7015991210938,-71.02193450927734,464,35.20989227294922
-667.1784057617188,55799,-702.411865234375,-35.77894592285156,702.411865234375,-71.01241302490234,464,35.23346710205078
-667.1077270507812,55899,-702.3947143554688,-35.72291564941406,702.3947143554688,-71.00988006591797,465,35.286964416503906
-667.3175048828125,55999,-702.646484375,-35.686344146728516,702.646484375,-71.01534271240234,466,35.32899475097656
-667.098876953125,56099,-702.4544067382812,-35.65637969970703,702.4544067382812,-71.01193237304688,467,35.35554885864258
-667.0328979492188,56199,-702.4435424804688,-35.60153579711914,702.4435424804688,-71.01216125488281,468,35.41062545776367
-666.872314453125,56299,-702.3217163085938,-35.56698226928711,702.3217163085938,-71.01639556884766,469,35.44941711425781
-666.865966796875,56399,-702.3361206054688,-35.5383186340332,702.3361206054688,-71.00841522216797,469,35.4700927734375
-666.7487182617188,56499,-702.2659912109375,-35.490570068359375,702.2659912109375,-71.00787353515625,470,35.517303466796875
-666.722900390625,56599,-702.26953125,-35.46925735473633,702.26953125,-71.01586151123047,471,35.54660415649414
-666.2193603515625,56699,-701.801025390625,-35.425540924072266,701.801025390625,-71.00718688964844,472,35.58164596557617
-666.642578125,56799,-702.2534790039062,-35.39946746826172,702.2534790039062,-71.01032257080078,473,35.61085510253906
-666.6803588867188,56899,-702.3118896484375,-35.37796401977539,702.3118896484375,-71.00948333740234,474,35.63151550292969
-666.4453125,56999,-702.1159057617188,-35.33859634399414,702.1159057617188,-71.00921630859375,474,35.67061996459961
-666.4423217773438,57099,-702.13671875,-35.31010437011719,702.13671875,-71.00444793701172,475,35.69434356689453
-666.477783203125,57199,-702.2131958007812,-35.272830963134766,702.2131958007812,-71.00828552246094,476,35.73545455932617
-666.2380981445312,57299,-702.01904296875,-35.235721588134766,702.01904296875,-71.01669311523438,477,35.78097152709961
-666.1624145507812,57399,-701.9762573242188,-35.202232360839844,701.9762573242188,-71.01611328125,478,35.813880920410156
-665.9638061523438,57499,-701.8175659179688,-35.15799331665039,701.8175659179688,-71.01174926757812,479,35.853759765625
-666.0801391601562,57599,-701.9574584960938,-35.127010345458984,701.9574584960938,-71.00431823730469,479,35.87730407714844
-665.9769897460938,57699,-701.8821411132812,-35.11075210571289,701.8821411132812,-71.01588439941406,480,35.90513610839844
-665.9891967773438,57799,-701.93701171875,-35.07658004760742,701.93701171875,-71.0244140625,481,35.94783401489258
-666.0091552734375,57899,-701.9755859375,-35.05424118041992,701.9755859375,-71.02062225341797,482,35.96637725830078
-666.120849609375,57999,-702.1401977539062,-34.99667739868164,702.1401977539062,-71.01603698730469,483,36.01935958862305
-665.8572998046875,58099,-701.904052734375,-34.97145462036133,701.904052734375,-71.01823425292969,484,36.04677963256836
-665.796142578125,58199,-701.8455810546875,-34.96658706665039,701.8455810546875,-71.01600646972656,484,36.04941940307617
-665.9202880859375,58299,-702.0140991210938,-34.926063537597656,702.0140991210938,-71.01991271972656,485,36.093849182128906
-665.8173828125,58399,-701.9256591796875,-34.909934997558594,701.9256591796875,-71.0181655883789,486,36.10822677612305
-665.5721435546875,58499,-701.7291870117188,-34.864566802978516,701.7291870117188,-71.02164459228516,487,36.15707778930664
-665.7285766601562,58599,-701.90380859375,-34.84854507446289,701.90380859375,-71.02379608154297,488,36.175254821777344
-665.4127197265625,58699,-701.639404296875,-34.790584564208984,701.639404296875,-71.01724243164062,489,36.226654052734375
-665.4935302734375,58799,-701.7222290039062,-34.77734375,701.7222290039062,-71.00605010986328,489,36.228702545166016
-665.2848510742188,58899,-701.56396484375,-34.731998443603516,701.56396484375,-71.0110855102539,490,36.27908706665039
-665.3778686523438,58999,-701.6934814453125,-34.69646072387695,701.6934814453125,-71.01206970214844,491,36.31561279296875
-665.1580810546875,59099,-701.5004272460938,-34.667606353759766,701.5004272460938,-71.00990295410156,492,36.3422966003418
-665.2127075195312,59199,-701.58056640625,-34.631248474121094,701.58056640625,-70.9991455078125,493,36.367897033691406
-665.0582275390625,59299,-701.4951782226562,-34.584930419921875,701.4951782226562,-71.0218505859375,494,36.43692398071289
-665.1254272460938,59399,-701.5639038085938,-34.574127197265625,701.5639038085938,-71.01261138916016,494,36.43848419189453
-665.0963134765625,59499,-701.5675048828125,-34.536373138427734,701.5675048828125,-71.00755310058594,495,36.4711799621582
-665.0743408203125,59599,-701.5802612304688,-34.5029411315918,701.5802612304688,-71.00882720947266,496,36.505882263183594
-664.7274169921875,59699,-701.279296875,-34.45109939575195,701.279296875,-71.00296783447266,497,36.5518684387207
-664.4248046875,59799,-700.9969482421875,-34.43359375,700.9969482421875,-71.00574493408203,498,36.57215118408203
-664.7548828125,59899,-701.349365234375,-34.40980529785156,701.349365234375,-71.00433349609375,499,36.59453201293945
-664.8097534179688,59999,-701.4414672851562,-34.37446975708008,701.4414672851562,-71.0061264038086,499,36.63166046142578
-664.8013305664062,60099,-701.4701538085938,-34.338623046875,701.4701538085938,-71.00747680664062,500,36.66885757446289
-664.7594604492188,60199,-701.47900390625,-34.29226303100586,701.47900390625,-71.01178741455078,501,36.71952438354492
-664.7825927734375,60299,-701.531982421875,-34.265411376953125,701.531982421875,-71.01485443115234,502,36.74944305419922
-664.6926879882812,60399,-701.4774169921875,-34.22623062133789,701.4774169921875,-71.010986328125,503,36.78475570678711
-664.3772583007812,60499,-701.185791015625,-34.19794845581055,701.185791015625,-71.0064926147461,504,36.80854034423828
-664.4619750976562,60599,-701.2999877929688,-34.16753005981445,701.2999877929688,-71.00553131103516,504,36.8380012512207
-664.2880249023438,60699,-701.1633911132812,-34.13862228393555,701.1633911132812,-71.01399230957031,505,36.87537384033203
-664.2539672851562,60799,-701.1512451171875,-34.10480499267578,701.1512451171875,-71.00205993652344,506,36.89725112915039
-664.2907104492188,60899,-701.228759765625,-34.06586456298828,701.228759765625,-71.00386810302734,507,36.93800354003906
-664.0202026367188,60999,-700.9910278320312,-34.03309631347656,700.9910278320312,-71.00393676757812,508,36.97084426879883
-663.9640502929688,61099,-700.9708862304688,-33.993682861328125,700.9708862304688,-71.00050354003906,509,37.00681686401367
-664.0314331054688,61199,-701.0646362304688,-33.97126007080078,701.0646362304688,-71.00447845458984,509,37.0332145690918
-664.0250854492188,61299,-701.1011352539062,-33.93035888671875,701.1011352539062,-71.00643157958984,510,37.07607650756836
-664.1524047851562,61399,-701.2481689453125,-33.91703796386719,701.2481689453125,-71.0127944946289,511,37.09575653076172
-663.8104858398438,61499,-700.94677734375,-33.866825103759766,700.94677734375,-71.00316619873047,512,37.13634490966797
-663.5125122070312,61599,-700.6773681640625,-33.84457778930664,700.6773681640625,-71.00947570800781,513,37.16489791870117
-663.9451904296875,61699,-701.1179809570312,-33.8321647644043,701.1179809570312,-71.00497436523438,514,37.17280960083008
-663.6094970703125,61799,-700.81884765625,-33.79262924194336,700.81884765625,-71.00199127197266,514,37.2093620300293
-663.6101684570312,61899,-700.8553466796875,-33.76091384887695,700.8553466796875,-71.00609588623047,515,37.24517822265625
-663.7405395507812,61999,-701.0103759765625,-33.735591888427734,701.0103759765625,-71.00547790527344,516,37.26988220214844
-663.8313598632812,62099,-701.1123046875,-33.72555160522461,701.1123046875,-71.00650024414062,517,37.280948638916016
-663.5101928710938,62199,-700.8245849609375,-33.69196319580078,700.8245849609375,-71.00638580322266,518,37.31441879272461
-662.9754028320312,62299,-700.3430786132812,-33.64038848876953,700.3430786132812,-71.0080337524414,519,37.367645263671875
-663.5513916015625,62399,-700.92236328125,-33.64373016357422,700.92236328125,-71.0147476196289,519,37.37101364135742
-663.5709838867188,62499,-700.9806518554688,-33.600486755371094,700.9806518554688,-71.01014709472656,520,37.409664154052734
-663.3834228515625,62599,-700.8098754882812,-33.58536911010742,700.8098754882812,-71.01180267333984,521,37.42643356323242
-662.9345092773438,62699,-700.4096069335938,-33.53590774536133,700.4096069335938,-71.01101684570312,522,37.4751091003418
-663.2153930664062,62799,-700.7080078125,-33.51681900024414,700.7080078125,-71.00946044921875,523,37.492645263671875
-662.994384765625,62899,-700.5240478515625,-33.478416442871094,700.5240478515625,-71.00804138183594,524,37.52962112426758
-663.0383911132812,62999,-700.5846557617188,-33.46254348754883,700.5846557617188,-71.00882720947266,524,37.54628372192383
-663.1708984375,63099,-700.7403564453125,-33.440956115722656,700.7403564453125,-71.01042175292969,525,37.5694694519043
-663.1465454101562,63199,-700.7578735351562,-33.401493072509766,700.7578735351562,-71.01283264160156,526,37.61133575439453
-662.6102294921875,63299,-700.263916015625,-33.359439849853516,700.263916015625,-71.01311492919922,527,37.65367889404297
-663.2837524414062,63399,-700.9287719726562,-33.36549377441406,700.9287719726562,-71.01054382324219,528,37.645050048828125
-662.8900146484375,63499,-700.5650024414062,-33.332191467285156,700.5650024414062,-71.00717163085938,529,37.67498016357422
-662.7012939453125,63599,-700.3993530273438,-33.308929443359375,700.3993530273438,-71.00700378417969,529,37.69807434082031
-662.5830078125,63699,-700.3156127929688,-33.271610260009766,700.3156127929688,-71.00421905517578,530,37.73261260986328
-662.4192504882812,63799,-700.1793823242188,-33.245121002197266,700.1793823242188,-71.00525665283203,531,37.760135650634766
-662.6932373046875,63899,-700.5009765625,-33.20325469970703,700.5009765625,-71.01097869873047,532,37.8077278137207
-662.4408569335938,63999,-700.2364501953125,-33.21290969848633,700.2364501953125,-71.00849151611328,533,37.79558181762695
-662.6129760742188,64099,-700.4515380859375,-33.176395416259766,700.4515380859375,-71.01498413085938,534,37.838584899902344
-662.5988159179688,64199,-700.4609375,-33.14444351196289,700.4609375,-71.00654602050781,534,37.86210250854492
-662.6954956054688,64299,-700.5736083984375,-33.13114547729492,700.5736083984375,-71.00926971435547,535,37.87812042236328
-662.3184814453125,64399,-700.2296142578125,-33.092674255371094,700.2296142578125,-71.00379180908203,536,37.91111755371094
-662.6455078125,64499,-700.5673828125,-33.083316802978516,700.5673828125,-71.00515747070312,537,37.921836853027344
-662.2672729492188,64599,-700.2390747070312,-33.04393768310547,700.2390747070312,-71.01573944091797,538,37.9718017578125
-662.2244873046875,64699,-700.2059936523438,-33.03731918334961,700.2059936523438,-71.01879119873047,539,37.981468200683594
-662.4553833007812,64799,-700.4447631835938,-33.0351448059082,700.4447631835938,-71.02449798583984,539,37.98935317993164
-662.4241943359375,64899,-700.4404296875,-33.00518035888672,700.4404296875,-71.02142333984375,540,38.01624298095703
-662.325927734375,64999,-700.385498046875,-32.96656036376953,700.385498046875,-71.02616882324219,541,38.059608459472656
-661.9110717773438,65099,-699.9814453125,-32.94131851196289,699.9814453125,-71.01164245605469,542,38.07032775878906
-662.2654418945312,65199,-700.3667602539062,-32.921607971191406,700.3667602539062,-71.02295684814453,543,38.10135269165039
-662.0244140625,65299,-700.137451171875,-32.90911102294922,700.137451171875,-71.02212524414062,544,38.11301040649414
-662.0521240234375,65399,-700.1867065429688,-32.88417053222656,700.1867065429688,-71.0187759399414,544,38.134605407714844
-662.01904296875,65499,-700.1761474609375,-32.86772918701172,700.1761474609375,-71.02484893798828,545,38.15712356567383
-661.6713256835938,65599,-699.8585205078125,-32.83380126953125,699.8585205078125,-71.02098846435547,546,38.187191009521484
-661.7139282226562,65699,-699.9216918945312,-32.81352996826172,699.9216918945312,-71.02130889892578,547,38.2077751159668
-661.781494140625,65799,-700.047607421875,-32.76195526123047,700.047607421875,-71.02809143066406,548,38.26613998413086
-661.6770629882812,65899,-699.9397583007812,-32.76188659667969,699.9397583007812,-71.02457427978516,549,38.2626838684082
-661.7196655273438,65999,-700.01220703125,-32.72660827636719,700.01220703125,-71.01910400390625,549,38.2924919128418
-661.6399536132812,66099,-699.9503173828125,-32.704498291015625,699.9503173828125,-71.01487731933594,550,38.31037902832031
-661.7263793945312,66199,-700.065673828125,-32.66903305053711,700.065673828125,-71.00829315185547,551,38.339256286621094
-661.9081420898438,66299,-700.2597045898438,-32.66960144042969,700.2597045898438,-71.0211410522461,552,38.35153579711914
-661.1239624023438,66399,-699.5267944335938,-32.631629943847656,699.5267944335938,-71.03446197509766,553,38.402828216552734
-661.785400390625,66499,-700.1715698242188,-32.63693618774414,700.1715698242188,-71.02308654785156,554,38.38615036010742
-661.2905883789062,66599,-699.7225952148438,-32.596046447753906,699.7225952148438,-71.028076171875,554,38.43202590942383
-661.5051879882812,66699,-699.947998046875,-32.585784912109375,699.947998046875,-71.02862548828125,555,38.44284439086914
-661.4168090820312,66799,-699.8844604492188,-32.54642105102539,699.8844604492188,-71.01406860351562,556,38.467647552490234
-661.3099975585938,66899,-699.8093872070312,-32.51433181762695,699.8093872070312,-71.01367950439453,557,38.499351501464844
-661.268310546875,66999,-699.7726440429688,-32.51729202270508,699.7726440429688,-71.02159881591797,558,38.504310607910156
-661.1664428710938,67099,-699.7164306640625,-32.46522521972656,699.7164306640625,-71.01522064208984,559,38.549991607666016
-661.0892944335938,67199,-699.6422729492188,-32.46302032470703,699.6422729492188,-71.01599884033203,559,38.552978515625
-661.427001953125,67299,-700.0103759765625,-32.43824005126953,700.0103759765625,-71.02156066894531,560,38.58332061767578
-661.1911010742188,67399,-699.8142700195312,-32.40109634399414,699.8142700195312,-71.02429962158203,561,38.623199462890625
-660.6074829101562,67499,-699.2529296875,-32.370792388916016,699.2529296875,-71.01622772216797,562,38.64543533325195
-660.875244140625,67599,-699.5243530273438,-32.36029052734375,699.5243530273438,-71.00944519042969,563,38.64915084838867
-661.0891723632812,67699,-699.75732421875,-32.349491119384766,699.75732421875,-71.01766204833984,564,38.66817092895508
-661.08056640625,67799,-699.762939453125,-32.34028625488281,699.762939453125,-71.02262878417969,564,38.68233871459961
-660.8531494140625,67899,-699.5790405273438,-32.291080474853516,699.5790405273438,-71.01699829101562,565,38.725914001464844
-660.972412109375,67999,-699.6997680664062,-32.28824234008789,699.6997680664062,-71.0156478881836,566,38.72740173339844
-660.8765258789062,68099,-699.6325073242188,-32.25440216064453,699.6325073242188,-71.01040649414062,567,38.75600814819336
-660.733154296875,68199,-699.5039672851562,-32.23796463012695,699.5039672851562,-71.00877380371094,568,38.77080535888672
-660.6323852539062,68299,-699.4146118164062,-32.21873092651367,699.4146118164062,-71.0009765625,569,38.78224563598633
-660.6729736328125,68399,-699.4799194335938,-32.202613830566406,699.4799194335938,-71.00958251953125,569,38.806968688964844
-660.8243408203125,68499,-699.6663208007812,-32.162498474121094,699.6663208007812,-71.00447845458984,570,38.84197998046875
-660.4912719726562,68599,-699.3424072265625,-32.160491943359375,699.3424072265625,-71.01166534423828,571,38.85116958618164
-660.614013671875,68699,-699.478271484375,-32.143898010253906,699.478271484375,-71.00811004638672,572,38.86421585083008
-660.6737060546875,68799,-699.5746459960938,-32.11198425292969,699.5746459960938,-71.0129165649414,573,38.90093231201172
-660.317626953125,68899,-699.2459106445312,-32.077796936035156,699.2459106445312,-71.00605010986328,574,38.92825698852539
-660.4718627929688,68999,-699.4104614257812,-32.075775146484375,699.4104614257812,-71.014404296875,574,38.938629150390625
-660.47119140625,69099,-699.4190063476562,-32.060264587402344,699.4190063476562,-71.00808715820312,575,38.94782257080078
-660.0584716796875,69199,-699.0613403320312,-32.0078239440918,699.0613403320312,-71.01067352294922,576,39.00285339355469
-660.452392578125,69299,-699.4669189453125,-32.002281188964844,699.4669189453125,-71.01678466796875,577,39.01449966430664
-659.9803466796875,69399,-699.0103149414062,-31.982175827026367,699.0103149414062,-71.01214599609375,578,39.029972076416016
-660.1458740234375,69499,-699.1897583007812,-31.96358871459961,699.1897583007812,-71.0074691772461,579,39.04388427734375
-660.3028564453125,69599,-699.36962890625,-31.941011428833008,699.36962890625,-71.00776672363281,579,39.06675338745117
-659.9942626953125,69699,-699.0936889648438,-31.914159774780273,699.0936889648438,-71.01363372802734,580,39.0994758605957
-660.2423095703125,69799,-699.3546142578125,-31.899866104125977,699.3546142578125,-71.01213073730469,581,39.112266540527344
-660.389404296875,69899,-699.51123046875,-31.883710861206055,699.51123046875,-71.00557708740234,582,39.121864318847656
-659.8713989257812,69999,-699.0248413085938,-31.84537696838379,699.0248413085938,-70.99882507324219,583,39.15345001220703
-659.973876953125,70099,-699.1503295898438,-31.820085525512695,699.1503295898438,-70.9965591430664,584,39.176475524902344
-660.0630493164062,70199,-699.2466430664062,-31.812725067138672,699.2466430664062,-70.9963607788086,584,39.18363952636719
-659.7950439453125,70299,-699.0067749023438,-31.788421630859375,699.0067749023438,-71.00011444091797,585,39.21169662475586
-660.1580200195312,70399,-699.36181640625,-31.80293083190918,699.36181640625,-71.00672912597656,586,39.203800201416016
-659.9197998046875,70499,-699.1461181640625,-31.776592254638672,699.1461181640625,-71.00288391113281,587,39.226287841796875
-659.9186401367188,70599,-699.1904907226562,-31.748245239257812,699.1904907226562,-71.0201187133789,588,39.271873474121094
-659.7509765625,70699,-699.0368041992188,-31.72694969177246,699.0368041992188,-71.01273345947266,589,39.28578567504883
-659.7291870117188,70799,-699.0328369140625,-31.706396102905273,699.0328369140625,-71.01002502441406,589,39.30363464355469
-659.8564453125,70899,-699.1734619140625,-31.69727897644043,699.1734619140625,-71.01432037353516,590,39.317039489746094
-659.9344482421875,70999,-699.2713623046875,-31.682579040527344,699.2713623046875,-71.01949310302734,591,39.3369140625
-659.3361206054688,71099,-698.7096557617188,-31.64295196533203,698.7096557617188,-71.01651763916016,592,39.373565673828125
-659.4860229492188,71199,-698.8755493164062,-31.626110076904297,698.8755493164062,-71.0156478881836,593,39.38953399658203
-659.8070068359375,71299,-699.205078125,-31.61137580871582,699.205078125,-71.00948333740234,594,39.39811325073242
-659.6888427734375,71399,-699.0917358398438,-31.59601593017578,699.0917358398438,-70.99890899658203,594,39.402896881103516
-659.8787841796875,71499,-699.2947998046875,-31.586902618408203,699.2947998046875,-71.0029067993164,595,39.4160041809082
-659.6162109375,71599,-699.0684204101562,-31.555253982543945,699.0684204101562,-71.00745391845703,596,39.452205657958984
-659.3984375,71699,-698.8728637695312,-31.53754425048828,698.8728637695312,-71.01197052001953,597,39.47442626953125
-659.7151489257812,71799,-699.2013549804688,-31.523542404174805,699.2013549804688,-71.0097427368164,598,39.486202239990234
-659.4263305664062,71899,-698.94189453125,-31.499540328979492,698.94189453125,-71.0151138305664,599,39.51557159423828
-659.1802978515625,71999,-698.7003784179688,-31.48676872253418,698.7003784179688,-71.00687408447266,599,39.520103454589844
-659.3328247070312,72099,-698.8731079101562,-31.473390579223633,698.8731079101562,-71.01367950439453,600,39.54029083251953
-659.2543334960938,72199,-698.8120727539062,-31.457874298095703,698.8120727539062,-71.01563262939453,601,39.55775451660156
-659.1865234375,72299,-698.784423828125,-31.416780471801758,698.784423828125,-71.01468658447266,602,39.59790802001953
-658.8123779296875,72399,-698.4187622070312,-31.39962387084961,698.4187622070312,-71.00601196289062,603,39.606388092041016
-659.0179443359375,72499,-698.651611328125,-31.37355613708496,698.651611328125,-71.00720977783203,604,39.63365936279297
