kl,lpx,step,lqz,elbo,lpz,epoch,loss
20.565670013427734,-83.38897705078125,5699,-50.88093948364258,-103.95464324951172,-71.44660949707031,56,103.95464324951172
20.613649368286133,-83.22196960449219,5799,-50.82643127441406,-103.83561706542969,-71.44007873535156,57,103.83561706542969
20.667360305786133,-82.96456146240234,5899,-50.77189636230469,-103.63191986083984,-71.43925476074219,58,103.63191986083984
20.716320037841797,-82.79151916503906,5999,-50.71259689331055,-103.5078353881836,-71.42891693115234,59,103.5078353881836
20.739225387573242,-82.65229034423828,6099,-50.66952896118164,-103.39151763916016,-71.40875244140625,60,103.39151763916016
20.793380737304688,-82.48574829101562,6199,-50.62437438964844,-103.27912902832031,-71.41775512695312,61,103.27912902832031
20.813081741333008,-82.31969451904297,6299,-50.600746154785156,-103.13277435302734,-71.41382598876953,62,103.13277435302734
20.842472076416016,-82.12416076660156,6399,-50.565704345703125,-102.96663665771484,-71.40817260742188,63,102.96663665771484
20.863182067871094,-81.9856185913086,6499,-50.53818893432617,-102.84880065917969,-71.4013671875,64,102.84880065917969
20.900903701782227,-81.85813903808594,6599,-50.49930953979492,-102.75904083251953,-71.40021514892578,65,102.75904083251953
20.931669235229492,-81.67039489746094,6699,-50.45562744140625,-102.60206604003906,-71.38729095458984,66,102.60206604003906
20.95577049255371,-81.5424575805664,6799,-50.42789840698242,-102.49822998046875,-71.3836669921875,67,102.49822998046875
20.9815731048584,-81.35800170898438,6899,-50.40476989746094,-102.3395767211914,-71.38634490966797,68,102.3395767211914
21.00771141052246,-81.19794464111328,6999,-50.376712799072266,-102.20565032958984,-71.3844223022461,69,102.20565032958984
21.027984619140625,-81.05477905273438,7099,-50.351531982421875,-102.082763671875,-71.3795166015625,70,102.082763671875
21.034358978271484,-80.91230773925781,7199,-50.336952209472656,-101.94666290283203,-71.37130737304688,71,101.94666290283203
21.09581184387207,-80.83447265625,7299,-50.27350616455078,-101.93028259277344,-71.36931610107422,72,101.93028259277344
21.098588943481445,-80.6772232055664,7399,-50.269405364990234,-101.77581024169922,-71.36799621582031,73,101.77581024169922
21.138282775878906,-80.52037811279297,7499,-50.228172302246094,-101.65866088867188,-71.366455078125,74,101.65866088867188
21.15959358215332,-80.4058609008789,7599,-50.196929931640625,-101.56546020507812,-71.35652160644531,75,101.56546020507812
21.18695640563965,-80.290771484375,7699,-50.16956329345703,-101.47772979736328,-71.35652160644531,76,101.47772979736328
21.201847076416016,-80.18119812011719,7799,-50.14159393310547,-101.38304901123047,-71.34343719482422,77,101.38304901123047
21.236862182617188,-80.11383056640625,7899,-50.11085891723633,-101.35069274902344,-71.34771728515625,78,101.35069274902344
21.240619659423828,-79.92749786376953,7999,-50.10757827758789,-101.1681137084961,-71.34819793701172,79,101.1681137084961
21.273277282714844,-79.822265625,8099,-50.07725524902344,-101.09554290771484,-71.35053253173828,80,101.09554290771484
21.299291610717773,-79.71866607666016,8199,-50.050743103027344,-101.01795959472656,-71.35003662109375,81,101.01795959472656
21.32843780517578,-79.58843231201172,8299,-50.01585006713867,-100.9168701171875,-71.34428405761719,82,100.9168701171875
21.3380184173584,-79.46952819824219,8399,-50.00823974609375,-100.80754089355469,-71.34626007080078,83,100.80754089355469
21.345958709716797,-79.3326416015625,8499,-50.0078125,-100.67859649658203,-71.35376739501953,84,100.67859649658203
21.380355834960938,-79.25382995605469,8599,-49.96025466918945,-100.6341781616211,-71.34060668945312,85,100.6341781616211
21.406564712524414,-79.19877624511719,8699,-49.93104934692383,-100.60533905029297,-71.33761596679688,86,100.60533905029297
21.41975975036621,-79.088623046875,8799,-49.91423416137695,-100.50838470458984,-71.33399200439453,87,100.50838470458984
21.453353881835938,-78.97834014892578,8899,-49.88804244995117,-100.43169403076172,-71.34139251708984,88,100.43169403076172
21.472698211669922,-78.82852935791016,8999,-49.86917495727539,-100.30123138427734,-71.34187316894531,89,100.30123138427734
21.483625411987305,-78.72258758544922,9099,-49.84953308105469,-100.20621490478516,-71.3331527709961,90,100.20621490478516
21.501745223999023,-78.63098907470703,9199,-49.82868194580078,-100.13273620605469,-71.33042907714844,91,100.13273620605469
21.533164978027344,-78.55815124511719,9299,-49.7993049621582,-100.09131622314453,-71.33246612548828,92,100.09131622314453
21.53843116760254,-78.4290771484375,9399,-49.79078674316406,-99.96751403808594,-71.32921600341797,93,99.96751403808594
21.544580459594727,-78.32170104980469,9499,-49.790863037109375,-99.86627960205078,-71.33544158935547,94,99.86627960205078
21.594594955444336,-78.29344940185547,9599,-49.73131561279297,-99.88804626464844,-71.32591247558594,95,99.88804626464844
21.6153564453125,-78.15199279785156,9699,-49.714874267578125,-99.76734924316406,-71.33023071289062,96,99.76734924316406
21.625383377075195,-78.05875396728516,9799,-49.6987419128418,-99.68414306640625,-71.32412719726562,97,99.68414306640625
21.63963508605957,-78.01731872558594,9899,-49.685935974121094,-99.65695190429688,-71.32556915283203,98,99.65695190429688
21.65701675415039,-77.89163970947266,9999,-49.665435791015625,-99.54865264892578,-71.32244873046875,99,99.54865264892578
21.675844192504883,-77.8130874633789,10099,-49.64784240722656,-99.48892974853516,-71.32368469238281,100,99.48892974853516
21.677066802978516,-77.6888198852539,10199,-49.648468017578125,-99.36588287353516,-71.32553100585938,101,99.36588287353516
21.687644958496094,-77.59336853027344,10299,-49.62797546386719,-99.28101348876953,-71.31562042236328,102,99.28101348876953
21.70549774169922,-77.50077819824219,10399,-49.60540008544922,-99.2062759399414,-71.31089782714844,103,99.2062759399414
21.722244262695312,-77.45079040527344,10499,-49.58661651611328,-99.17303466796875,-71.3088607788086,104,99.17303466796875
21.748624801635742,-77.35891723632812,10599,-49.55244064331055,-99.1075439453125,-71.30106353759766,105,99.1075439453125
21.75752067565918,-77.30787658691406,10699,-49.54336929321289,-99.06539916992188,-71.30088806152344,106,99.06539916992188
21.79256820678711,-77.24002075195312,10799,-49.51102828979492,-99.03258514404297,-71.30359649658203,107,99.03258514404297
21.79884147644043,-77.13965606689453,10899,-49.51192855834961,-98.9384994506836,-71.3107681274414,108,98.9384994506836
21.817243576049805,-77.11612701416016,10999,-49.4921989440918,-98.9333724975586,-71.30944061279297,109,98.9333724975586
21.818212509155273,-77.09219360351562,11099,-49.481300354003906,-98.91040802001953,-71.29951477050781,110,98.91040802001953
21.830888748168945,-76.99734497070312,11199,-49.46845626831055,-98.82823181152344,-71.29934692382812,111,98.82823181152344
21.835784912109375,-76.96488189697266,11299,-49.46381759643555,-98.80066680908203,-71.29959869384766,112,98.80066680908203
21.84449577331543,-76.90399932861328,11399,-49.44742202758789,-98.74849700927734,-71.29191589355469,113,98.74849700927734
21.862293243408203,-76.79563903808594,11499,-49.43293762207031,-98.65792846679688,-71.29523468017578,114,98.65792846679688
21.878915786743164,-76.74175262451172,11599,-49.41606140136719,-98.62066650390625,-71.29497528076172,115,98.62066650390625
21.871286392211914,-76.64115905761719,11699,-49.42768859863281,-98.51244354248047,-71.2989730834961,116,98.51244354248047
21.892967224121094,-76.5498046875,11799,-49.3975715637207,-98.4427719116211,-71.29054260253906,117,98.4427719116211
21.914430618286133,-76.47512817382812,11899,-49.379093170166016,-98.38955688476562,-71.29352569580078,118,98.38955688476562
21.91274642944336,-76.45849609375,11999,-49.37074279785156,-98.37124633789062,-71.28348541259766,119,98.37124633789062
21.93124771118164,-76.43574523925781,12099,-49.35407257080078,-98.36698913574219,-71.28531646728516,120,98.36698913574219
21.942806243896484,-76.38228607177734,12199,-49.346473693847656,-98.32508850097656,-71.28927612304688,121,98.32508850097656
21.929332733154297,-76.2923812866211,12299,-49.356842041015625,-98.22171783447266,-71.28617095947266,122,98.22171783447266
21.94805145263672,-76.23987579345703,12399,-49.332054138183594,-98.18792724609375,-71.28010559082031,123,98.18792724609375
21.943553924560547,-76.22666931152344,12499,-49.32810974121094,-98.17021942138672,-71.27165985107422,124,98.17021942138672
21.970243453979492,-76.1773452758789,12599,-49.306907653808594,-98.14759063720703,-71.27715301513672,125,98.14759063720703
21.97512435913086,-76.08979034423828,12699,-49.29482650756836,-98.06491088867188,-71.26995086669922,126,98.06491088867188
21.99996566772461,-76.01333618164062,12799,-49.2724494934082,-98.01329803466797,-71.27241516113281,127,98.01329803466797
21.97748565673828,-75.97053527832031,12899,-49.286903381347656,-97.9480209350586,-71.26438903808594,128,97.9480209350586
21.99005889892578,-75.93084716796875,12999,-49.28066635131836,-97.92090606689453,-71.2707290649414,129,97.92090606689453
21.990781784057617,-75.86975860595703,13099,-49.27719497680664,-97.86053466796875,-71.26797485351562,130,97.86053466796875
22.023252487182617,-75.84954833984375,13199,-49.2443962097168,-97.872802734375,-71.26764678955078,131,97.872802734375
22.037458419799805,-75.83145141601562,13299,-49.234981536865234,-97.86891174316406,-71.2724380493164,132,97.86891174316406
22.037883758544922,-75.7536392211914,13399,-49.22896194458008,-97.79151916503906,-71.266845703125,133,97.79151916503906
22.034576416015625,-75.69676208496094,13499,-49.23453903198242,-97.73133850097656,-71.26911926269531,134,97.73133850097656
22.051183700561523,-75.65220642089844,13599,-49.21077346801758,-97.7033920288086,-71.26195526123047,135,97.7033920288086
22.04861831665039,-75.58296203613281,13699,-49.212886810302734,-97.63158416748047,-71.26150512695312,136,97.63158416748047
22.06474494934082,-75.58078002929688,13799,-49.192508697509766,-97.6455307006836,-71.25725555419922,137,97.6455307006836
22.05983543395996,-75.49750518798828,13899,-49.20248031616211,-97.55734252929688,-71.26231384277344,138,97.55734252929688
22.060070037841797,-75.44634246826172,13999,-49.20444107055664,-97.50640869140625,-71.26451110839844,139,97.50640869140625
22.08504295349121,-75.4128646850586,14099,-49.1705436706543,-97.4979019165039,-71.25558471679688,140,97.4979019165039
22.100730895996094,-75.38894653320312,14199,-49.158935546875,-97.48967742919922,-71.2596664428711,141,97.48967742919922
22.097412109375,-75.34483337402344,14299,-49.150020599365234,-97.44224548339844,-71.24742889404297,142,97.44224548339844
22.09270668029785,-75.28057861328125,14399,-49.16317367553711,-97.37328338623047,-71.2558822631836,143,97.37328338623047
22.098072052001953,-75.2308120727539,14499,-49.15895462036133,-97.32888793945312,-71.25702667236328,144,97.32888793945312
22.092470169067383,-75.18294525146484,14599,-49.15461730957031,-97.2754135131836,-71.24708557128906,145,97.2754135131836
22.112548828125,-75.13631439208984,14699,-49.1384162902832,-97.24886322021484,-71.25096893310547,146,97.24886322021484
22.131919860839844,-75.10298919677734,14799,-49.11253356933594,-97.23490905761719,-71.24445343017578,147,97.23490905761719
22.127479553222656,-75.07121276855469,14899,-49.12180709838867,-97.19869232177734,-71.24928283691406,148,97.19869232177734
22.136972427368164,-75.05387115478516,14999,-49.10685348510742,-97.19084167480469,-71.24382781982422,149,97.19084167480469
22.125112533569336,-75.01602935791016,15099,-49.12133026123047,-97.14114379882812,-71.24644470214844,150,97.14114379882812
22.13875389099121,-74.99787902832031,15199,-49.11150360107422,-97.13663482666016,-71.25025939941406,151,97.13663482666016
22.14357566833496,-74.9647445678711,15299,-49.09713363647461,-97.10831451416016,-71.24070739746094,152,97.10831451416016
22.136032104492188,-74.92230987548828,15399,-49.10737991333008,-97.05834197998047,-71.24341583251953,153,97.05834197998047
22.15841293334961,-74.86270904541016,15499,-49.08525848388672,-97.0211181640625,-71.2436752319336,154,97.0211181640625
22.176128387451172,-74.8118667602539,15599,-49.07032012939453,-96.98799896240234,-71.24645233154297,155,96.98799896240234
22.175186157226562,-74.75505828857422,15699,-49.06901550292969,-96.93023681640625,-71.24420166015625,156,96.93023681640625
22.16667938232422,-74.74038696289062,15799,-49.0745735168457,-96.90706634521484,-71.24125671386719,157,96.90706634521484
22.166519165039062,-74.73115539550781,15899,-49.06923294067383,-96.89767456054688,-71.23574829101562,158,96.89767456054688
22.190767288208008,-74.69580841064453,15999,-49.044189453125,-96.8865737915039,-71.23495483398438,159,96.8865737915039
22.182296752929688,-74.64026641845703,16099,-49.05532455444336,-96.82255554199219,-71.23761749267578,160,96.82255554199219
22.188465118408203,-74.60636138916016,16199,-49.04768753051758,-96.7948226928711,-71.23615264892578,161,96.7948226928711
22.175159454345703,-74.55620574951172,16299,-49.06056213378906,-96.73136138916016,-71.23572540283203,162,96.73136138916016
22.201133728027344,-74.5193862915039,16399,-49.03498077392578,-96.72052001953125,-71.23611450195312,163,96.72052001953125
22.205326080322266,-74.5096435546875,16499,-49.025718688964844,-96.71497344970703,-71.23104858398438,164,96.71497344970703
22.208383560180664,-74.46483612060547,16599,-49.02355194091797,-96.67322540283203,-71.23193359375,165,96.67322540283203
22.203800201416016,-74.44817352294922,16699,-49.02623748779297,-96.65196990966797,-71.23004150390625,166,96.65196990966797
22.217248916625977,-74.40140533447266,16799,-49.011844635009766,-96.61865234375,-71.22909545898438,167,96.61865234375
22.22649574279785,-74.37895965576172,16899,-49.01066970825195,-96.60545349121094,-71.23716735839844,168,96.60545349121094
22.210073471069336,-74.3433837890625,16999,-49.014137268066406,-96.55345153808594,-71.22421264648438,169,96.55345153808594
22.219524383544922,-74.30390930175781,17099,-49.010040283203125,-96.5234375,-71.22956848144531,170,96.5234375
22.217632293701172,-74.28458404541016,17199,-49.003787994384766,-96.5022201538086,-71.22142028808594,171,96.5022201538086
22.241025924682617,-74.27659606933594,17299,-48.986942291259766,-96.51762390136719,-71.22796630859375,172,96.51762390136719
22.234874725341797,-74.21882629394531,17399,-48.98798370361328,-96.45369720458984,-71.22286224365234,173,96.45369720458984
22.245384216308594,-74.20660400390625,17499,-48.975730895996094,-96.45198822021484,-71.22111511230469,174,96.45198822021484
22.242286682128906,-74.24261474609375,17599,-48.976226806640625,-96.48490142822266,-71.21851348876953,175,96.48490142822266
22.250274658203125,-74.14397430419922,17699,-48.97764587402344,-96.39424896240234,-71.22792053222656,176,96.39424896240234
22.27864646911621,-74.09806823730469,17799,-48.940799713134766,-96.37671661376953,-71.21944427490234,177,96.37671661376953
22.27307891845703,-74.04252624511719,17899,-48.95078659057617,-96.31560516357422,-71.22386932373047,178,96.31560516357422
22.246366500854492,-74.02510070800781,17999,-48.97406005859375,-96.27146911621094,-71.22042846679688,179,96.27146911621094
22.240365982055664,-74.01624298095703,18099,-48.97132110595703,-96.25660705566406,-71.21168518066406,180,96.25660705566406
22.25704574584961,-73.99464416503906,18199,-48.965030670166016,-96.25169372558594,-71.22207641601562,181,96.25169372558594
22.283065795898438,-73.9517593383789,18299,-48.935848236083984,-96.23482513427734,-71.21891784667969,182,96.23482513427734
22.27762222290039,-73.92240905761719,18399,-48.93616485595703,-96.20002746582031,-71.21379089355469,183,96.20002746582031
22.282672882080078,-73.9079360961914,18499,-48.9240837097168,-96.19060516357422,-71.20675659179688,184,96.19060516357422
22.28449058532715,-73.89859771728516,18599,-48.928279876708984,-96.18309020996094,-71.2127685546875,185,96.18309020996094
22.27483367919922,-73.85283660888672,18699,-48.929481506347656,-96.12767028808594,-71.20431518554688,186,96.12767028808594
22.273500442504883,-73.79129028320312,18799,-48.93356704711914,-96.06478881835938,-71.20706939697266,187,96.06478881835938
22.28200912475586,-73.76935577392578,18899,-48.9322395324707,-96.0513687133789,-71.21424865722656,188,96.0513687133789
22.28334617614746,-73.78750610351562,18999,-48.92919921875,-96.07085418701172,-71.2125473022461,189,96.07085418701172
22.298986434936523,-73.75797271728516,19099,-48.9134635925293,-96.05696105957031,-71.21244812011719,190,96.05696105957031
22.30263900756836,-73.71517181396484,19199,-48.904205322265625,-96.01780700683594,-71.20684051513672,191,96.01780700683594
22.296268463134766,-73.6769790649414,19299,-48.90959167480469,-95.9732437133789,-71.20585632324219,192,95.9732437133789
22.277637481689453,-73.6683578491211,19399,-48.93047332763672,-95.94599151611328,-71.20811462402344,193,95.94599151611328
22.277372360229492,-73.6464614868164,19499,-48.929344177246094,-95.923828125,-71.20671844482422,194,95.923828125
22.295530319213867,-73.65087890625,19599,-48.90391540527344,-95.9464111328125,-71.19944763183594,195,95.9464111328125
22.29779624938965,-73.60867309570312,19699,-48.910423278808594,-95.9064712524414,-71.20822143554688,196,95.9064712524414
22.3089656829834,-73.57147216796875,19799,-48.90119171142578,-95.88043975830078,-71.21015930175781,197,95.88043975830078
22.323701858520508,-73.54224395751953,19899,-48.87733459472656,-95.8659439086914,-71.20103454589844,198,95.8659439086914
22.312808990478516,-73.53012084960938,19999,-48.88490295410156,-95.84293365478516,-71.19771575927734,199,95.84293365478516
22.32176971435547,-73.52923583984375,20099,-48.88158416748047,-95.85100555419922,-71.20335388183594,200,95.85100555419922
22.34648323059082,-73.5047836303711,20199,-48.85685729980469,-95.85126495361328,-71.2033462524414,201,95.85126495361328
22.34197235107422,-73.4845199584961,20299,-48.85291290283203,-95.82649230957031,-71.19488525390625,202,95.82649230957031
22.346405029296875,-73.4688949584961,20399,-48.853668212890625,-95.81529998779297,-71.2000732421875,203,95.81529998779297
22.323638916015625,-73.39518737792969,20499,-48.8709831237793,-95.71882629394531,-71.19462585449219,204,95.71882629394531
22.32944679260254,-73.41171264648438,20599,-48.87154006958008,-95.74115753173828,-71.20098876953125,205,95.74115753173828
22.333616256713867,-73.3759536743164,20699,-48.85799026489258,-95.7095718383789,-71.19160461425781,206,95.7095718383789
22.344593048095703,-73.36773681640625,20799,-48.84894943237305,-95.71232604980469,-71.19354248046875,207,95.71232604980469
22.324066162109375,-73.31281280517578,20899,-48.87115478515625,-95.63687896728516,-71.19522094726562,208,95.63687896728516
22.33568000793457,-73.28846740722656,20999,-48.86422348022461,-95.6241455078125,-71.19989776611328,209,95.6241455078125
22.339256286621094,-73.24901580810547,21099,-48.855831146240234,-95.58827209472656,-71.19508361816406,210,95.58827209472656
22.344390869140625,-73.23180389404297,21199,-48.844627380371094,-95.5761947631836,-71.18901824951172,211,95.5761947631836
22.347888946533203,-73.21629333496094,21299,-48.84162902832031,-95.5641860961914,-71.18951416015625,212,95.5641860961914
22.355716705322266,-73.20581817626953,21399,-48.8327751159668,-95.56153869628906,-71.18849182128906,213,95.56153869628906
22.359664916992188,-73.1504135131836,21499,-48.82917022705078,-95.51007843017578,-71.18883514404297,214,95.51007843017578
22.3680419921875,-73.20576477050781,21599,-48.814666748046875,-95.57380676269531,-71.18270874023438,215,95.57380676269531
22.37515640258789,-73.19475555419922,21699,-48.817161560058594,-95.56991577148438,-71.19231414794922,216,95.56991577148438
22.362821578979492,-73.16387939453125,21799,-48.81992721557617,-95.52669525146484,-71.18274688720703,217,95.52669525146484
22.360347747802734,-73.11343383789062,21899,-48.821475982666016,-95.47378540039062,-71.18182373046875,218,95.47378540039062
22.358274459838867,-73.08834075927734,21999,-48.82664108276367,-95.44661712646484,-71.1849136352539,219,95.44661712646484
22.365968704223633,-73.06875610351562,22099,-48.82643127441406,-95.43472290039062,-71.19239807128906,220,95.43472290039062
22.395957946777344,-73.07279205322266,22199,-48.79629135131836,-95.46875,-71.19225311279297,221,95.46875
22.381425857543945,-72.99168395996094,22299,-48.80988311767578,-95.37310791015625,-71.19131469726562,222,95.37310791015625
22.37229347229004,-73.00044250488281,22399,-48.81839370727539,-95.37274169921875,-71.19068908691406,223,95.37274169921875
22.37636375427246,-72.99089813232422,22499,-48.80862045288086,-95.36726379394531,-71.18498229980469,224,95.36726379394531
22.37911033630371,-72.98231506347656,22599,-48.79985046386719,-95.3614273071289,-71.17896270751953,225,95.3614273071289
22.388580322265625,-72.9788818359375,22699,-48.78725051879883,-95.36746215820312,-71.17582702636719,226,95.36746215820312
22.383779525756836,-72.93317413330078,22799,-48.7926025390625,-95.31695556640625,-71.17638397216797,227,95.31695556640625
22.394670486450195,-72.91390228271484,22899,-48.785884857177734,-95.3085708618164,-71.18055725097656,228,95.3085708618164
22.39918327331543,-72.91455841064453,22999,-48.77562713623047,-95.31373596191406,-71.17481231689453,229,95.31373596191406
22.402271270751953,-72.8866958618164,23099,-48.78157424926758,-95.2889633178711,-71.18384552001953,230,95.2889633178711
22.401214599609375,-72.8936538696289,23199,-48.781761169433594,-95.29486083984375,-71.18297576904297,231,95.29486083984375
22.396575927734375,-72.8243637084961,23299,-48.783973693847656,-95.22093963623047,-71.18054962158203,232,95.22093963623047
22.41059684753418,-72.79264068603516,23399,-48.76597213745117,-95.20323944091797,-71.17656707763672,233,95.20323944091797
22.401121139526367,-72.78203582763672,23499,-48.77114486694336,-95.18315887451172,-71.1722640991211,234,95.18315887451172
22.404325485229492,-72.76608276367188,23599,-48.76960754394531,-95.17041015625,-71.17393493652344,235,95.17041015625
22.394254684448242,-72.75863647460938,23699,-48.77774429321289,-95.15289306640625,-71.1719970703125,236,95.15289306640625
22.401954650878906,-72.75846862792969,23799,-48.77288055419922,-95.1604232788086,-71.17483520507812,237,95.1604232788086
22.392436981201172,-72.74664306640625,23899,-48.78240966796875,-95.13908386230469,-71.17485046386719,238,95.13908386230469
22.431400299072266,-72.71261596679688,23999,-48.73789596557617,-95.1440200805664,-71.16929626464844,239,95.1440200805664
22.40607261657715,-72.68159484863281,24099,-48.761940002441406,-95.0876693725586,-71.16801452636719,240,95.0876693725586
22.405563354492188,-72.65623474121094,24199,-48.76215362548828,-95.06179809570312,-71.16771697998047,241,95.06179809570312
22.405637741088867,-72.65717315673828,24299,-48.761287689208984,-95.06281280517578,-71.16692352294922,242,95.06281280517578
22.426652908325195,-72.61160278320312,24399,-48.74747085571289,-95.03826141357422,-71.17412567138672,243,95.03826141357422
22.41551399230957,-72.6292724609375,24499,-48.75490188598633,-95.04478454589844,-71.17041778564453,244,95.04478454589844
