loss,u_H,u_acc,s_lpx,step,u_lpx,u_kl,s_py,u_py,s_qy,s_H,epoch,s_acc,s_kl
145.70358276367188,2.227078914642334,0.6052869558334351,-126.77890014648438,749,-125.27899932861328,20.213375091552734,-2.3025851249694824,-2.3025853633880615,-1.7698423862457275,2.219475746154785,3,0.6452184319496155,20.006732940673828
143.78843688964844,2.2262842655181885,0.6180151104927063,-123.96145629882812,799,-122.70071411132812,20.888288497924805,-2.3025851249694824,-2.3025853633880615,-1.7517353296279907,2.219881057739258,3,0.6718219518661499,20.40318489074707
141.8619842529297,2.224799394607544,0.6291936039924622,-120.93619537353516,849,-120.19441223144531,21.480636596679688,-2.3025851249694824,-2.3025853633880615,-1.730101227760315,2.21565318107605,4,0.6904798746109009,20.98682403564453
139.8915557861328,2.2247793674468994,0.6424905061721802,-117.86463165283203,899,-117.72718811035156,21.98662757873535,-2.3025851249694824,-2.3025853633880615,-1.7216687202453613,2.215580940246582,4,0.7061351537704468,21.45586395263672
137.99661254882812,2.220628023147583,0.64585280418396,-116.4681396484375,949,-115.388427734375,22.423091888427734,-2.3025851249694824,-2.3025853633880615,-1.7136753797531128,2.2137515544891357,4,0.712085485458374,22.054893493652344
136.4852294921875,2.2164955139160156,0.6539660096168518,-115.19973754882812,999,-113.40977478027344,22.88629722595215,-2.3025851249694824,-2.3025853633880615,-1.7101203203201294,2.209810495376587,4,0.7113518714904785,22.43148422241211
134.7967071533203,2.2122647762298584,0.6585450172424316,-113.36996459960938,1049,-111.40962982177734,23.20966148376465,-2.3025851249694824,-2.3025853633880615,-1.6966828107833862,2.20863938331604,5,0.7285290956497192,22.50477409362793
133.61032104492188,2.206315040588379,0.6534844040870667,-111.63990783691406,1099,-109.87620544433594,23.562314987182617,-2.3025851249694824,-2.3025853633880615,-1.6538054943084717,2.1958582401275635,5,0.7573613524436951,22.990880966186523
132.65086364746094,2.201686143875122,0.6639342904090881,-108.94601440429688,1149,-108.62452697753906,23.871150970458984,-2.3025851249694824,-2.3025853633880615,-1.6473522186279297,2.192044973373413,5,0.7542717456817627,23.245241165161133
131.6137237548828,2.199490785598755,0.6806435585021973,-108.92677307128906,1199,-107.29098510742188,24.156095504760742,-2.3025851249694824,-2.3025853633880615,-1.6200730800628662,2.184638500213623,5,0.7802750468254089,23.838409423828125
130.38479614257812,2.197387218475342,0.6926519274711609,-107.52178955078125,1249,-105.84137725830078,24.378437042236328,-2.3025851249694824,-2.3025853633880615,-1.618792176246643,2.185068368911743,6,0.7793291807174683,24.018661499023438
129.4042510986328,2.193072557449341,0.699604332447052,-106.61404418945312,1299,-104.60989379882812,24.62118148803711,-2.3025851249694824,-2.3025853633880615,-1.6013647317886353,2.176547050476074,6,0.7729117274284363,24.27887535095215
128.58880615234375,2.1901893615722656,0.7003580927848816,-105.22090148925781,1349,-103.57209014892578,24.854450225830078,-2.3025851249694824,-2.3025853633880615,-1.5807799100875854,2.171215295791626,6,0.7771745324134827,24.468870162963867
127.4366683959961,2.1869497299194336,0.7047619223594666,-103.27107238769531,1399,-102.25827026367188,25.02871322631836,-2.3025851249694824,-2.3025853633880615,-1.5885034799575806,2.174647331237793,6,0.7737939953804016,24.525407791137695
126.80058288574219,2.185950994491577,0.7046113610267639,-102.11453247070312,1449,-101.4133071899414,25.25054931640625,-2.3025851249694824,-2.3025853633880615,-1.574110507965088,2.1706576347351074,7,0.775614857673645,24.48834991455078
125.80535125732422,2.181971311569214,0.7013373970985413,-100.24114227294922,1499,-100.30957794189453,25.3649959564209,-2.3025851249694824,-2.3025853633880615,-1.5638107061386108,2.164757013320923,7,0.7820325493812561,24.73954200744629
125.16266632080078,2.1818392276763916,0.7056205868721008,-100.7238998413086,1549,-99.50214385986328,25.51300811767578,-2.3025851249694824,-2.3025853633880615,-1.5612834692001343,2.164081335067749,7,0.7792528867721558,25.095935821533203
124.40103912353516,2.1814286708831787,0.7105991244316101,-100.20342254638672,1599,-98.63214111328125,25.61717414855957,-2.3025851249694824,-2.3025853633880615,-1.56151282787323,2.167463779449463,7,0.7872889637947083,25.26625633239746
123.91474914550781,2.182070016860962,0.7164578437805176,-99.92510223388672,1649,-98.00680541992188,25.7545223236084,-2.3025851249694824,-2.3025853633880615,-1.539894938468933,2.1646671295166016,8,0.8031749129295349,25.50138282775879
123.23568725585938,2.1827049255371094,0.7181621193885803,-97.66648864746094,1699,-97.25340270996094,25.844921112060547,-2.3025851249694824,-2.3025853633880615,-1.5253000259399414,2.1631319522857666,8,0.8147712349891663,25.520374298095703
122.60257720947266,2.1796064376831055,0.7130646109580994,-97.90990447998047,1749,-96.51110076904297,25.943992614746094,-2.3025851249694824,-2.3025853633880615,-1.5302531719207764,2.1583683490753174,8,0.8057143092155457,25.490196228027344
122.00164794921875,2.180680274963379,0.7113643884658813,-96.98388671875,1799,-95.8469467163086,26.012479782104492,-2.3025851249694824,-2.3025853633880615,-1.5546716451644897,2.1645607948303223,8,0.794655442237854,25.464141845703125
121.51421356201172,2.1804614067077637,0.7241777777671814,-95.29524230957031,1849,-95.25923919677734,26.1275691986084,-2.3025851249694824,-2.3025853633880615,-1.5548443794250488,2.1649322509765625,9,0.7862218022346497,25.61049461364746
121.13085174560547,2.179417848587036,0.7231516242027283,-93.95978546142578,1899,-94.81220245361328,26.206327438354492,-2.3025851249694824,-2.3025853633880615,-1.54454505443573,2.1604745388031006,9,0.7782233357429504,25.411951065063477
120.51213836669922,2.1781883239746094,0.7266805171966553,-94.60150909423828,1949,-94.10186004638672,26.285289764404297,-2.3025851249694824,-2.3025853633880615,-1.5252618789672852,2.1576921939849854,9,0.8059166073799133,25.594755172729492
120.00543975830078,2.1753244400024414,0.7225683927536011,-95.30721282958984,1999,-93.52909088134766,26.33724594116211,-2.3025851249694824,-2.3025853633880615,-1.505684494972229,2.154265880584717,9,0.8285229206085205,25.955957412719727
119.5784683227539,2.1698076725006104,0.7332896590232849,-94.15455627441406,2049,-93.02713775634766,26.429508209228516,-2.3025851249694824,-2.3025853633880615,-1.4840202331542969,2.146602153778076,10,0.8310886025428772,25.81706428527832
119.11094665527344,2.1662075519561768,0.7388429641723633,-93.64462280273438,2099,-92.51083374023438,26.48223304748535,-2.3025851249694824,-2.3025853633880615,-1.4834064245224,2.1458492279052734,10,0.8149034380912781,26.128355026245117
118.85131072998047,2.1620194911956787,0.7372641563415527,-94.68994140625,2149,-92.16011047363281,26.55768394470215,-2.3025851249694824,-2.3025853633880615,-1.4731084108352661,2.1388092041015625,10,0.8240830898284912,26.210451126098633
118.43936920166016,2.159177541732788,0.7335249781608582,-93.1504135131836,2199,-91.71126556396484,26.611602783203125,-2.3025851249694824,-2.3025853633880615,-1.474973440170288,2.135568857192993,10,0.815862238407135,26.00823211669922
118.1058349609375,2.158902883529663,0.7347676753997803,-93.23826599121094,2249,-91.29378509521484,26.687715530395508,-2.3025851249694824,-2.3025853633880615,-1.4721421003341675,2.134645938873291,11,0.8268369436264038,26.094755172729492
117.75018310546875,2.158548593521118,0.7371655106544495,-92.1806411743164,2299,-90.88114166259766,26.753860473632812,-2.3025851249694824,-2.3025853633880615,-1.4502522945404053,2.1289992332458496,11,0.8476806282997131,26.228599548339844
117.38427734375,2.1567046642303467,0.7372235655784607,-92.02205657958984,2349,-90.45877838134766,26.804210662841797,-2.3025851249694824,-2.3025853633880615,-1.450771450996399,2.1285295486450195,11,0.8368775248527527,26.308685302734375
117.08834075927734,2.1562094688415527,0.7367287278175354,-91.16877746582031,2399,-90.12012481689453,26.85451889038086,-2.3025851249694824,-2.3025853633880615,-1.4608339071273804,2.1315362453460693,11,0.8275244832038879,26.332820892333984
116.67232513427734,2.1548397541046143,0.7345765233039856,-89.96746826171875,2449,-89.67851257324219,26.889799118041992,-2.3025851249694824,-2.3025853633880615,-1.445862889289856,2.127131700515747,12,0.8324133157730103,26.40168571472168
116.4694595336914,2.153719425201416,0.7390710711479187,-89.97527313232422,2499,-89.42010498046875,26.9468994140625,-2.3025851249694824,-2.3025853633880615,-1.457695484161377,2.129868507385254,12,0.8207903504371643,26.30921173095703
116.1976089477539,2.1524198055267334,0.7356041073799133,-89.4380111694336,2549,-89.08794403076172,27.016794204711914,-2.3025851249694824,-2.3025853633880615,-1.4418390989303589,2.1260201930999756,12,0.8341888189315796,26.271099090576172
116.0223159790039,2.1497888565063477,0.7280851006507874,-90.9344253540039,2599,-88.81946563720703,27.083053588867188,-2.3025851249694824,-2.3025853633880615,-1.4450675249099731,2.123257875442505,12,0.8305113315582275,26.603246688842773
115.9179458618164,2.1522374153137207,0.7334384322166443,-90.58553314208984,2649,-88.63339233398438,27.164794921875,-2.3025851249694824,-2.3025853633880615,-1.440426230430603,2.123141288757324,13,0.8343173265457153,26.714143753051758
115.43521881103516,2.150649070739746,0.7322806715965271,-90.06165313720703,2699,-88.16952514648438,27.14916229248047,-2.3025851249694824,-2.3025853633880615,-1.4504445791244507,2.1209402084350586,13,0.8226076364517212,26.698625564575195
115.14099884033203,2.1479554176330566,0.7337433695793152,-88.49773406982422,2749,-87.87741088867188,27.172901153564453,-2.3025851249694824,-2.3025853633880615,-1.429760217666626,2.1146864891052246,13,0.829797089099884,26.499439239501953
114.92658996582031,2.1427736282348633,0.7380959391593933,-88.56814575195312,2799,-87.60794830322266,27.226064682006836,-2.3025851249694824,-2.3025853633880615,-1.4155877828598022,2.1172986030578613,13,0.8451325297355652,26.661762237548828
114.79425811767578,2.1380422115325928,0.7417600154876709,-89.23529815673828,2849,-87.43565368652344,27.260107040405273,-2.3025851249694824,-2.3025853633880615,-1.3705775737762451,2.0996782779693604,14,0.8518384695053101,26.741580963134766
114.42918395996094,2.1367669105529785,0.7458242774009705,-89.57841491699219,2899,-87.04547119140625,27.273136138916016,-2.3025851249694824,-2.3025853633880615,-1.3750015497207642,2.097031831741333,14,0.8526490926742554,26.964120864868164
114.33312225341797,2.1348636150360107,0.7454571723937988,-87.55479431152344,2949,-86.93682861328125,27.314350128173828,-2.3025851249694824,-2.3025853633880615,-1.3817487955093384,2.096835136413574,14,0.8511754870414734,26.542787551879883
114.02195739746094,2.134315013885498,0.7424041628837585,-86.93759155273438,2999,-86.61517333984375,27.32278060913086,-2.3025851249694824,-2.3025853633880615,-1.4025522470474243,2.1057629585266113,14,0.8336597084999084,26.632862091064453
113.77694702148438,2.135772228240967,0.7343952655792236,-86.7988510131836,3049,-86.3327865600586,27.36157989501953,-2.3025851249694824,-2.3025853633880615,-1.3977452516555786,2.1083059310913086,15,0.8523905873298645,26.728225708007812
113.55192565917969,2.1334731578826904,0.7336931824684143,-85.49158477783203,3099,-86.09174346923828,27.39261245727539,-2.3025851249694824,-2.3025853633880615,-1.4097627401351929,2.1033201217651367,15,0.827316164970398,26.60879898071289
113.41251373291016,2.131679058074951,0.7378822565078735,-87.16552734375,3149,-85.91340637207031,27.40958595275879,-2.3025851249694824,-2.3025853633880615,-1.4019184112548828,2.1001763343811035,15,0.8088475465774536,26.804689407348633
113.40647888183594,2.1270575523376465,0.7436689734458923,-87.20535278320312,3199,-85.89134979248047,27.433834075927734,-2.3025851249694824,-2.3025853633880615,-1.3768001794815063,2.090466022491455,15,0.8213980793952942,26.828516006469727
112.97602844238281,2.1233768463134766,0.7418272495269775,-86.560791015625,3249,-85.49494934082031,27.407146453857422,-2.3025851249694824,-2.3025853633880615,-1.3646219968795776,2.082017660140991,16,0.8320050835609436,26.51050567626953
112.9767074584961,2.1253530979156494,0.7456809878349304,-86.14418029785156,3299,-85.42979431152344,27.474266052246094,-2.3025851249694824,-2.3025853633880615,-1.3751591444015503,2.08962345123291,16,0.834951639175415,26.743684768676758
112.84477996826172,2.123572587966919,0.7439428567886353,-85.5951156616211,3349,-85.27948760986328,27.499881744384766,-2.3025851249694824,-2.3025853633880615,-1.3655414581298828,2.0863237380981445,16,0.8439666032791138,26.84040069580078
112.72339630126953,2.1225602626800537,0.7374703288078308,-86.90516662597656,3399,-85.13260650634766,27.502304077148438,-2.3025851249694824,-2.3025853633880615,-1.3752357959747314,2.085355520248413,16,0.8366427421569824,27.031648635864258
112.48797607421875,2.1229281425476074,0.7408304810523987,-85.32544708251953,3449,-84.89656829833984,27.525814056396484,-2.3025851249694824,-2.3025853633880615,-1.382211685180664,2.086052179336548,17,0.8322833776473999,26.677215576171875
112.28094482421875,2.1182475090026855,0.7420318126678467,-86.72977447509766,3499,-84.68327331542969,27.518238067626953,-2.3025851249694824,-2.3025853633880615,-1.3683496713638306,2.0834574699401855,17,0.8276426792144775,26.975309371948242
111.90076446533203,2.11257266998291,0.7439183592796326,-85.06718444824219,3549,-84.3541030883789,27.488706588745117,-2.3025851249694824,-2.3025853633880615,-1.348215937614441,2.079611301422119,17,0.8497135639190674,26.764604568481445
112.04914093017578,2.1110074520111084,0.7450253963470459,-85.30447387695312,3599,-84.43836212158203,27.55595588684082,-2.3025851249694824,-2.3025853633880615,-1.3469915390014648,2.074747323989868,17,0.8478572368621826,26.926942825317383
111.96749877929688,2.1063132286071777,0.7485907077789307,-85.53870391845703,3649,-84.32797241210938,27.586462020874023,-2.3025851249694824,-2.3025853633880615,-1.3189609050750732,2.064112901687622,18,0.8535710573196411,26.99741554260254
111.56134033203125,2.0990676879882812,0.7494125366210938,-86.30724334716797,3699,-83.92928314208984,27.56387710571289,-2.3025851249694824,-2.3025853633880615,-1.3291665315628052,2.067554473876953,18,0.8527077436447144,27.127460479736328
111.47889709472656,2.0986168384552,0.7534889578819275,-84.81227111816406,3749,-83.86573028564453,27.564599990844727,-2.3025851249694824,-2.3025853633880615,-1.324668288230896,2.0633015632629395,18,0.8545085191726685,26.85529327392578
111.47785949707031,2.098527431488037,0.7459398508071899,-84.47132873535156,3799,-83.85016632080078,27.58218765258789,-2.3025851249694824,-2.3025853633880615,-1.3066960573196411,2.0554816722869873,18,0.8554692268371582,26.76190948486328
111.19361877441406,2.0956475734710693,0.74359530210495,-84.53314208984375,3849,-83.58415222167969,27.56687355041504,-2.3025851249694824,-2.3025853633880615,-1.3055943250656128,2.0517404079437256,19,0.8508879542350769,26.6129093170166
111.0481948852539,2.095228433609009,0.7501161694526672,-84.34239959716797,3899,-83.42495727539062,27.572004318237305,-2.3025851249694824,-2.3025853633880615,-1.3199511766433716,2.05759859085083,19,0.8522568345069885,26.8323917388916
111.04792022705078,2.098128080368042,0.7496327757835388,-84.72711944580078,3949,-83.40564727783203,27.591217041015625,-2.3025851249694824,-2.3025853633880615,-1.3128279447555542,2.0600404739379883,19,0.8599624633789062,26.82127571105957
111.00395202636719,2.09541916847229,0.7481551766395569,-84.62940979003906,3999,-83.33679962158203,27.617130279541016,-2.3025851249694824,-2.3025853633880615,-1.3083590269088745,2.0525360107421875,19,0.852857232093811,26.890911102294922
110.82791900634766,2.0921285152435303,0.75120609998703,-84.48821258544922,4049,-83.17479705810547,27.6077938079834,-2.3025851249694824,-2.3025853633880615,-1.2932257652282715,2.044196128845215,20,0.8469531536102295,26.935489654541016
110.69237518310547,2.0893449783325195,0.7535038590431213,-84.10738372802734,4099,-83.03512573242188,27.613346099853516,-2.3025851249694824,-2.3025853633880615,-1.2947336435317993,2.0491600036621094,20,0.8477126955986023,26.88570785522461
110.55431365966797,2.085541009902954,0.7544595003128052,-83.07926940917969,4149,-82.90824890136719,27.62134552001953,-2.3025851249694824,-2.3025853633880615,-1.279468059539795,2.0417439937591553,20,0.8573853373527527,26.696701049804688
110.48309326171875,2.08571457862854,0.7563208341598511,-84.0636978149414,4199,-82.82740783691406,27.616413116455078,-2.3025851249694824,-2.3025853633880615,-1.2859067916870117,2.043400764465332,20,0.8554311394691467,26.877012252807617
110.36406707763672,2.083752155303955,0.7604455947875977,-83.96785736083984,4249,-82.70674133300781,27.620176315307617,-2.3025851249694824,-2.3025853633880615,-1.292711615562439,2.048037528991699,21,0.8546119928359985,26.916091918945312
110.13996124267578,2.0815491676330566,0.7616432905197144,-84.22640991210938,4299,-82.48015594482422,27.622282028198242,-2.3025851249694824,-2.3025853633880615,-1.2637581825256348,2.034353494644165,21,0.8613669276237488,26.828020095825195
110.03755950927734,2.081676959991455,0.7615359425544739,-84.34542083740234,4349,-82.3869857788086,27.60527992248535,-2.3025851249694824,-2.3025853633880615,-1.2741904258728027,2.0385141372680664,21,0.8535662293434143,27.022329330444336
110.105224609375,2.0783724784851074,0.7576389908790588,-83.24110412597656,4399,-82.44255828857422,27.63784408569336,-2.3025851249694824,-2.3025853633880615,-1.2548527717590332,2.024245023727417,21,0.871195375919342,26.80783462524414
109.92778778076172,2.0809388160705566,0.7512901425361633,-82.57086944580078,4449,-82.27559661865234,27.62462043762207,-2.3025851249694824,-2.3025853633880615,-1.2628751993179321,2.0275304317474365,22,0.8582541942596436,26.895015716552734
109.85648345947266,2.0798215866088867,0.7500232458114624,-83.2038803100586,4499,-82.19439697265625,27.62904930114746,-2.3025851249694824,-2.3025853633880615,-1.269039273262024,2.0377511978149414,22,0.873713493347168,26.73334503173828
109.75371551513672,2.0806684494018555,0.7481399774551392,-83.82990264892578,4549,-82.06904602050781,27.642807006835938,-2.3025851249694824,-2.3025853633880615,-1.270904541015625,2.035487174987793,22,0.8619321584701538,27.015094757080078
109.6449203491211,2.0791940689086914,0.7509178519248962,-83.379150390625,4599,-81.96908569335938,27.648168563842773,-2.3025851249694824,-2.3025853633880615,-1.2665454149246216,2.028419256210327,22,0.8515964150428772,26.858543395996094
109.4985122680664,2.0766971111297607,0.7516187429428101,-83.17388153076172,4649,-81.82837677001953,27.644792556762695,-2.3025851249694824,-2.3025853633880615,-1.2464721202850342,2.022556781768799,23,0.8693892955780029,26.851131439208984
109.34465789794922,2.0723133087158203,0.7501523494720459,-82.14961242675781,4699,-81.69477844238281,27.63805389404297,-2.3025851249694824,-2.3025853633880615,-1.232810378074646,2.0108931064605713,23,0.8658244609832764,26.712739944458008
109.31411743164062,2.0731639862060547,0.7445703744888306,-82.2900619506836,4749,-81.65914154052734,27.636272430419922,-2.3025851249694824,-2.3025853633880615,-1.2561163902282715,2.0241074562072754,23,0.8643282055854797,26.80484390258789
109.30628967285156,2.071930408477783,0.7485528588294983,-83.14317321777344,4799,-81.6458969116211,27.64053726196289,-2.3025851249694824,-2.3025853633880615,-1.2629401683807373,2.0261125564575195,23,0.8533685803413391,26.918630599975586
109.14552307128906,2.071620464324951,0.7522996664047241,-83.33036804199219,4849,-81.47843933105469,27.637065887451172,-2.3025851249694824,-2.3025853633880615,-1.2575010061264038,2.0247530937194824,24,0.8554903864860535,26.930543899536133
109.07553100585938,2.0674116611480713,0.7497287392616272,-82.68238067626953,4899,-81.42668914794922,27.629003524780273,-2.3025851249694824,-2.3025853633880615,-1.2351070642471313,2.01674747467041,24,0.8748137354850769,26.690574645996094
109.00505065917969,2.070582389831543,0.7485241889953613,-82.55364227294922,4949,-81.36427307128906,27.622901916503906,-2.3025851249694824,-2.3025853633880615,-1.2473843097686768,2.0186619758605957,24,0.8755427002906799,26.773576736450195
108.99873352050781,2.0647683143615723,0.7493575811386108,-82.79566192626953,4999,-81.36309051513672,27.61745262145996,-2.3025851249694824,-2.3025853633880615,-1.237711787223816,2.011565923690796,24,0.8748089075088501,26.93291664123535
108.80677795410156,2.059628486633301,0.7479897737503052,-82.47566986083984,5049,-81.1917724609375,27.60683250427246,-2.3025851249694824,-2.3025853633880615,-1.211974024772644,1.9912179708480835,25,0.8800921440124512,26.711484909057617
108.81748962402344,2.061739444732666,0.750119149684906,-83.42003631591797,5099,-81.15982818603516,27.62928581237793,-2.3025851249694824,-2.3025853633880615,-1.2501344680786133,2.013075828552246,25,0.863909900188446,27.025972366333008
108.73307037353516,2.0618629455566406,0.753048300743103,-82.34180450439453,5149,-81.08209228515625,27.631908416748047,-2.3025851249694824,-2.3025853633880615,-1.2478199005126953,2.018739700317383,25,0.8783429861068726,26.847782135009766
108.66860961914062,2.062568187713623,0.7543222308158875,-81.74028015136719,5199,-81.03080749511719,27.631216049194336,-2.3025851249694824,-2.3025853633880615,-1.22390615940094,2.0098023414611816,25,0.8866298198699951,26.7587947845459
108.65199279785156,2.062526226043701,0.7518779635429382,-82.67144012451172,5249,-80.96891784667969,27.658376693725586,-2.3025851249694824,-2.3025853633880615,-1.2129545211791992,2.0097808837890625,26,0.893795371055603,26.892051696777344
108.43058013916016,2.066732168197632,0.7546871900558472,-83.15823364257812,5299,-80.76925659179688,27.62869644165039,-2.3025851249694824,-2.3025853633880615,-1.2301406860351562,2.017439126968384,26,0.8834133148193359,26.960891723632812
108.39881134033203,2.063586473464966,0.7498552799224854,-81.922119140625,5349,-80.7626724243164,27.62303352355957,-2.3025851249694824,-2.3025853633880615,-1.2239618301391602,2.0098471641540527,26,0.8845953345298767,26.725698471069336
108.3193359375,2.0623154640197754,0.7494494318962097,-81.14738464355469,5399,-80.6943588256836,27.621623992919922,-2.3025851249694824,-2.3025853633880615,-1.2399842739105225,2.0086405277252197,26,0.86262446641922,26.62316131591797
108.24211883544922,2.0560812950134277,0.746812105178833,-81.52274322509766,5449,-80.64852142333984,27.602237701416016,-2.3025851249694824,-2.3025853633880615,-1.2040488719940186,1.9875493049621582,27,0.8605883717536926,26.59185218811035
108.14989471435547,2.0509865283966064,0.7509400248527527,-81.69896697998047,5499,-80.53671264648438,27.610231399536133,-2.3025851249694824,-2.3025853633880615,-1.2034590244293213,1.991224765777588,27,0.8656265735626221,26.75889778137207
108.14124298095703,2.0516202449798584,0.7568732500076294,-81.69461822509766,5549,-80.52388000488281,27.618513107299805,-2.3025851249694824,-2.3025853633880615,-1.2090994119644165,1.9992635250091553,27,0.8732458353042603,26.74480628967285
108.0606689453125,2.050412893295288,0.7527769804000854,-81.8655776977539,5599,-80.44274139404297,27.61753273010254,-2.3025851249694824,-2.3025853633880615,-1.2087739706039429,1.9954638481140137,27,0.873680591583252,26.718339920043945
107.9893569946289,2.042346954345703,0.7529205679893494,-80.62876892089844,5649,-80.4001235961914,27.613689422607422,-2.3025851249694824,-2.3025853633880615,-1.217913031578064,1.9898805618286133,28,0.8617244958877563,26.497886657714844
107.94513702392578,2.039592742919922,0.7503483295440674,-80.98548126220703,5699,-80.37040710449219,27.590877532958984,-2.3025851249694824,-2.3025853633880615,-1.1812264919281006,1.97226881980896,28,0.8648959994316101,26.72452163696289
107.90196990966797,2.038536548614502,0.7515642642974854,-81.9960708618164,5749,-80.2828598022461,27.619396209716797,-2.3025851249694824,-2.3025853633880615,-1.1949926614761353,1.984065055847168,28,0.8629433512687683,26.937267303466797
107.76524353027344,2.038778305053711,0.7538037896156311,-81.6400146484375,5799,-80.17662048339844,27.59527015686035,-2.3025851249694824,-2.3025853633880615,-1.1843899488449097,1.9786475896835327,28,0.8782719373703003,26.780170440673828
107.75234985351562,2.0380053520202637,0.7529929876327515,-81.6812515258789,5849,-80.14865112304688,27.610782623291016,-2.3025851249694824,-2.3025853633880615,-1.1733994483947754,1.968971848487854,29,0.8784055709838867,26.79281234741211
107.74110412597656,2.0424928665161133,0.7546926140785217,-82.04207611083984,5899,-80.12618255615234,27.61189079284668,-2.3025851249694824,-2.3025853633880615,-1.1984864473342896,1.9835476875305176,29,0.8769749402999878,26.78971290588379
107.55422973632812,2.0413589477539062,0.7568358182907104,-81.66764831542969,5949,-79.97530364990234,27.582963943481445,-2.3025851249694824,-2.3025853633880615,-1.1847739219665527,1.9852668046951294,29,0.9017139077186584,26.76017189025879
107.52129364013672,2.0389139652252197,0.7585143446922302,-81.19305419921875,5999,-79.9437255859375,27.5902042388916,-2.3025851249694824,-2.3025853633880615,-1.198238730430603,1.9852986335754395,29,0.8859248757362366,26.75308609008789
107.39815521240234,2.033799171447754,0.7578057646751404,-81.36685943603516,6049,-79.84473419189453,27.57079315185547,-2.3025851249694824,-2.3025853633880615,-1.167701244354248,1.9698749780654907,30,0.8967757225036621,26.78515625
107.28166961669922,2.034740924835205,0.7568081617355347,-80.86143493652344,6099,-79.76146697998047,27.54323387145996,-2.3025851249694824,-2.3025853633880615,-1.1734607219696045,1.972615122795105,30,0.8888421654701233,26.80120849609375
107.43726348876953,2.0315685272216797,0.7587714195251465,-81.5902099609375,6149,-79.85308074951172,27.60135269165039,-2.3025851249694824,-2.3025853633880615,-1.1614123582839966,1.9688454866409302,30,0.8953057527542114,26.724559783935547
107.36324310302734,2.0278713703155518,0.7595574259757996,-81.51971435546875,6199,-79.78384399414062,27.592727661132812,-2.3025851249694824,-2.3025853633880615,-1.1828690767288208,1.9664303064346313,30,0.8635477423667908,26.697582244873047
