s_qy,u_py,step,loss,s_py,s_H,s_kl,u_acc,epoch,u_H,u_lpx,s_lpx,u_kl,s_acc
-0.5903536081314087,-2.3025853633880615,1999,21.274784088134766,-2.3025851249694824,1.105334997177124,0.2870215177536011,0.8663866519927979,9,1.1228340864181519,-22.953428268432617,-19.290985107421875,0.3968408703804016,0.884459376335144
-0.5436743497848511,-2.3025853633880615,2049,21.263103485107422,-2.3025851249694824,1.0356366634368896,0.3066175580024719,0.8672412037849426,10,1.0572154521942139,-23.127056121826172,-19.31123161315918,0.41866058111190796,0.8912273049354553
-0.4925236403942108,-2.3025853633880615,2099,21.229829788208008,-2.3025851249694824,0.9758932590484619,0.32453009486198425,0.8667116165161133,10,0.9973224997520447,-23.29523468017578,-19.23134994506836,0.44294336438179016,0.9060994386672974
-0.5385088920593262,-2.3025853633880615,2149,21.214624404907227,-2.3025851249694824,0.9508949518203735,0.34168741106987,0.8665899038314819,10,0.9423633217811584,-23.448347091674805,-19.155920028686523,0.4700285494327545,0.8851425051689148
-0.51056969165802,-2.3025853633880615,2199,21.211957931518555,-2.3025851249694824,0.8840129375457764,0.35274839401245117,0.8651936054229736,10,0.8924834132194519,-23.61042022705078,-19.100555419921875,0.49356910586357117,0.8714084029197693
-0.485397607088089,-2.3025853633880615,2249,21.198152542114258,-2.3025851249694824,0.8243303894996643,0.36704859137535095,0.8648399710655212,11,0.8496772646903992,-23.733097076416016,-19.10811996459961,0.513355553150177,0.8786132335662842
-0.45471471548080444,-2.3025853633880615,2299,21.200132369995117,-2.3025851249694824,0.7761733531951904,0.3742939531803131,0.8644363880157471,11,0.8138588666915894,-23.86359405517578,-18.970884323120117,0.5308667421340942,0.8817938566207886
-0.48280423879623413,-2.3025853633880615,2349,21.201093673706055,-2.3025851249694824,0.7645988464355469,0.38390591740608215,0.8642579913139343,11,0.7831106185913086,-23.966136932373047,-19.031444549560547,0.5474922060966492,0.8660839796066284
-0.4649789035320282,-2.3025853633880615,2399,21.174175262451172,-2.3025851249694824,0.7610905766487122,0.400197833776474,0.8631280064582825,11,0.7535460591316223,-24.055335998535156,-18.88007926940918,0.5657654404640198,0.8721723556518555
-0.44343119859695435,-2.3025853633880615,2449,21.16563606262207,-2.3025851249694824,0.7370089888572693,0.4104872941970825,0.8630996346473694,12,0.7297104597091675,-24.144662857055664,-18.898670196533203,0.581123411655426,0.8888478875160217
-0.43869343400001526,-2.3025853633880615,2499,21.160701751708984,-2.3025851249694824,0.6982347369194031,0.41638460755348206,0.864097535610199,12,0.7031130194664001,-24.22939109802246,-18.948135375976562,0.5943231582641602,0.8732078075408936
-0.45940569043159485,-2.3025853633880615,2549,21.14688491821289,-2.3025851249694824,0.6959534287452698,0.4323388636112213,0.8639827966690063,12,0.6855192184448242,-24.273366928100586,-19.059675216674805,0.609394907951355,0.8639811277389526
-0.41103771328926086,-2.3025853633880615,2599,21.151691436767578,-2.3025851249694824,0.6459168195724487,0.4357324242591858,0.8634801506996155,12,0.6681946516036987,-24.340375900268555,-18.821781158447266,0.6229934692382812,0.8830465078353882
-0.433752179145813,-2.3025853633880615,2649,21.159202575683594,-2.3025851249694824,0.6416943073272705,0.44491443037986755,0.8628208041191101,13,0.6533152461051941,-24.38567352294922,-18.96472930908203,0.6321171522140503,0.8831234574317932
-0.4218881130218506,-2.3025853633880615,2699,21.143600463867188,-2.3025851249694824,0.6376489400863647,0.4450256824493408,0.8631002306938171,13,0.6401664614677429,-24.44333267211914,-18.806598663330078,0.6443588137626648,0.8905766010284424
-0.392566442489624,-2.3025853633880615,2749,21.150239944458008,-2.3025851249694824,0.6131533980369568,0.45135143399238586,0.8626571297645569,13,0.6260999441146851,-24.47528076171875,-18.814428329467773,0.6588475704193115,0.8969404697418213
-0.40031489729881287,-2.3025853633880615,2799,21.15425682067871,-2.3025851249694824,0.6028993129730225,0.4631837010383606,0.8625805377960205,13,0.6156866550445557,-24.51665496826172,-18.828819274902344,0.6682769060134888,0.8778967261314392
-0.3988420367240906,-2.3025853633880615,2849,21.157222747802734,-2.3025851249694824,0.5997035503387451,0.4633963704109192,0.8641778826713562,14,0.6063709259033203,-24.560083389282227,-18.77035903930664,0.676166832447052,0.8846837282180786
-0.4133967161178589,-2.3025853633880615,2899,21.13475799560547,-2.3025851249694824,0.5703057050704956,0.46863892674446106,0.8652953505516052,14,0.5977330803871155,-24.596080780029297,-18.57228660583496,0.682303249835968,0.8865232467651367
-0.43672454357147217,-2.3025853633880615,2949,21.145231246948242,-2.3025851249694824,0.6060511469841003,0.47764065861701965,0.8638855814933777,14,0.5907372236251831,-24.624971389770508,-18.859819412231445,0.6912498474121094,0.8659536242485046
-0.38656380772590637,-2.3025853633880615,2999,21.148460388183594,-2.3025851249694824,0.575228750705719,0.47822919487953186,0.8613303303718567,14,0.5839554667472839,-24.621885299682617,-18.744876861572266,0.7017247080802917,0.8834403157234192
-0.42315107583999634,-2.3025853633880615,3049,21.144807815551758,-2.3025851249694824,0.5842654705047607,0.4863879084587097,0.861801266670227,15,0.5775707960128784,-24.645950317382812,-18.735973358154297,0.7097265720367432,0.8535098433494568
-0.43060994148254395,-2.3025853633880615,3099,21.149017333984375,-2.3025851249694824,0.5750789046287537,0.5030037760734558,0.8612897992134094,15,0.5715246200561523,-24.6593074798584,-18.946340560913086,0.7166013717651367,0.8679646849632263
-0.4033653140068054,-2.3025853633880615,3149,21.131759643554688,-2.3025851249694824,0.5432970523834229,0.48189112544059753,0.8624098896980286,15,0.5658990144729614,-24.68257713317871,-18.796375274658203,0.7234315872192383,0.8856157064437866
-0.37184903025627136,-2.3025853633880615,3199,21.1240291595459,-2.3025851249694824,0.5357714295387268,0.499467670917511,0.8608511090278625,15,0.5609642863273621,-24.69135284423828,-18.754098892211914,0.7326709628105164,0.8876075744628906
-0.36577385663986206,-2.3025853633880615,3249,21.134544372558594,-2.3025851249694824,0.5354160070419312,0.5028033256530762,0.861619234085083,16,0.555766761302948,-24.71169090270996,-18.649505615234375,0.7445318102836609,0.8799644708633423
-0.39176520705223083,-2.3025853633880615,3299,21.119321823120117,-2.3025851249694824,0.5497444272041321,0.5138341188430786,0.8589904308319092,16,0.5517152547836304,-24.721866607666016,-18.735523223876953,0.7542343139648438,0.8711880445480347
-0.39247915148735046,-2.3025853633880615,3349,21.134807586669922,-2.3025851249694824,0.5400362014770508,0.5283886194229126,0.8598713278770447,16,0.5485199093818665,-24.733612060546875,-18.795007705688477,0.7666795253753662,0.8844001889228821
-0.3885871469974518,-2.3025853633880615,3399,21.135839462280273,-2.3025851249694824,0.529444694519043,0.5355370044708252,0.8616567254066467,16,0.5420930981636047,-24.747007369995117,-18.728736877441406,0.7821007370948792,0.8766177296638489
-0.3800683617591858,-2.3025853633880615,3449,21.12198829650879,-2.3025851249694824,0.5449969172477722,0.5437906384468079,0.8618296980857849,17,0.5394296050071716,-24.753101348876953,-18.500469207763672,0.7969488501548767,0.8824613690376282
-0.38584104180336,-2.3025853633880615,3499,21.109046936035156,-2.3025851249694824,0.5330477356910706,0.5478928089141846,0.8629870414733887,17,0.5334295034408569,-24.776512145996094,-18.53545379638672,0.816673755645752,0.8866349458694458
-0.4215362071990967,-2.3025853633880615,3549,21.126924514770508,-2.3025851249694824,0.5215520262718201,0.5671488642692566,0.861907422542572,17,0.5320487022399902,-24.75364112854004,-18.753555297851562,0.836027204990387,0.8701817393302917
-0.4044399857521057,-2.3025853633880615,3599,21.121164321899414,-2.3025851249694824,0.5116821527481079,0.577541172504425,0.8624169826507568,17,0.5294927954673767,-24.747159957885742,-18.77760887145996,0.8525247573852539,0.8735889792442322
-0.40322571992874146,-2.3025853633880615,3649,21.137617111206055,-2.3025851249694824,0.5047832131385803,0.6008267402648926,0.8596915602684021,18,0.5290752649307251,-24.748302459716797,-18.71408462524414,0.8724733591079712,0.874103307723999
-0.3813280463218689,-2.3025853633880615,3699,21.139772415161133,-2.3025851249694824,0.5030020475387573,0.6157132387161255,0.8601475358009338,18,0.523408055305481,-24.76540184020996,-18.730300903320312,0.8909829258918762,0.877135157585144
-0.37268033623695374,-2.3025853633880615,3749,21.123149871826172,-2.3025851249694824,0.49705326557159424,0.6130218505859375,0.8620008230209351,18,0.5183513164520264,-24.787145614624023,-18.585973739624023,0.910491943359375,0.88652104139328
-0.3623749613761902,-2.3025853633880615,3799,21.099830627441406,-2.3025851249694824,0.5028918981552124,0.6211094856262207,0.8618398904800415,18,0.5159693956375122,-24.770837783813477,-18.5556640625,0.9284014105796814,0.8813765048980713
-0.3745554983615875,-2.3025853633880615,3849,21.109743118286133,-2.3025851249694824,0.49020764231681824,0.633624255657196,0.8635506629943848,19,0.5134912729263306,-24.77055549621582,-18.559843063354492,0.9455645084381104,0.8707396984100342
-0.4108739495277405,-2.3025853633880615,3899,21.101924896240234,-2.3025851249694824,0.5154440402984619,0.6721840500831604,0.8642909526824951,19,0.5083253383636475,-24.77484893798828,-18.67582893371582,0.966134250164032,0.8626647591590881
-0.4107794165611267,-2.3025853633880615,3949,21.112329483032227,-2.3025851249694824,0.5156926512718201,0.6781144142150879,0.8642597198486328,19,0.5036882758140564,-24.794597625732422,-18.50078773498535,0.9931229948997498,0.8679344058036804
-0.37378349900245667,-2.3025853633880615,3999,21.100296020507812,-2.3025851249694824,0.4967838227748871,0.6829594373703003,0.8634687066078186,19,0.502051830291748,-24.78868293762207,-18.482934951782227,1.0118857622146606,0.8849198818206787
-0.3446042537689209,-2.3025853633880615,4049,21.095083236694336,-2.3025851249694824,0.47934797406196594,0.6992716193199158,0.8627892732620239,20,0.5000138878822327,-24.78025245666504,-18.37667465209961,1.0393705368041992,0.8942776322364807
-0.36525532603263855,-2.3025853633880615,4099,21.100914001464844,-2.3025851249694824,0.4903874099254608,0.6837877035140991,0.8638809323310852,20,0.4976674020290375,-24.765058517456055,-18.29127311706543,1.057348608970642,0.8816071152687073
-0.3545965254306793,-2.3025853633880615,4149,21.0867862701416,-2.3025851249694824,0.48983708024024963,0.7158510088920593,0.8648250102996826,20,0.492997407913208,-24.758819580078125,-18.407258987426758,1.0805293321609497,0.8851234316825867
-0.40853655338287354,-2.3025853633880615,4199,21.09002113342285,-2.3025851249694824,0.48983851075172424,0.7352123260498047,0.8643972873687744,20,0.49165722727775574,-24.746326446533203,-18.44197654724121,1.1044479608535767,0.8605499863624573
-0.39703091979026794,-2.3025853633880615,4249,21.083148956298828,-2.3025851249694824,0.48383793234825134,0.7602120637893677,0.8642016649246216,21,0.4898126423358917,-24.742435455322266,-18.527299880981445,1.1259108781814575,0.8652536273002625
-0.3810809552669525,-2.3025853633880615,4299,21.077762603759766,-2.3025851249694824,0.47556397318840027,0.7750291228294373,0.8647642731666565,21,0.4877915382385254,-24.74788475036621,-18.48555564880371,1.1494287252426147,0.878368079662323
-0.3754368722438812,-2.3025853633880615,4349,21.096837997436523,-2.3025851249694824,0.4522419571876526,0.7859980463981628,0.8619740605354309,21,0.48476701974868774,-24.748247146606445,-18.547029495239258,1.1728692054748535,0.8797060251235962
-0.41033700108528137,-2.3025853633880615,4399,21.090106964111328,-2.3025851249694824,0.4805242419242859,0.7754232287406921,0.8637421727180481,21,0.48491647839546204,-24.743799209594727,-18.35394287109375,1.1885052919387817,0.8673422336578369
-0.4196912944316864,-2.3025853633880615,4449,21.086030960083008,-2.3025851249694824,0.46992331743240356,0.8138508200645447,0.8636045455932617,22,0.4829718768596649,-24.7244815826416,-18.47825813293457,1.2073085308074951,0.867836058139801
-0.3617735207080841,-2.3025853633880615,4499,21.08843421936035,-2.3025851249694824,0.4520067870616913,0.7966228723526001,0.8635160326957703,22,0.48184120655059814,-24.745132446289062,-18.291730880737305,1.222206950187683,0.8824754357337952
-0.3867195248603821,-2.3025853633880615,4549,21.09988021850586,-2.3025851249694824,0.475637286901474,0.8119649887084961,0.8635157346725464,22,0.48061609268188477,-24.726661682128906,-18.369701385498047,1.2352672815322876,0.8833099603652954
-0.37273046374320984,-2.3025853633880615,4599,21.084531784057617,-2.3025851249694824,0.4855367839336395,0.8168220520019531,0.8642253279685974,22,0.478461891412735,-24.714542388916016,-18.375940322875977,1.2523503303527832,0.8818985819816589
-0.3706190884113312,-2.3025853633880615,4649,21.069303512573242,-2.3025851249694824,0.491489440202713,0.8263952136039734,0.8648171424865723,23,0.4776681363582611,-24.72259521484375,-18.416990280151367,1.2668375968933105,0.874555766582489
-0.3524284064769745,-2.3025853633880615,4699,21.070377349853516,-2.3025851249694824,0.46075236797332764,0.8459950685501099,0.8657422661781311,23,0.4772922396659851,-24.70439338684082,-18.26495933532715,1.2847341299057007,0.8954477906227112
-0.3560461699962616,-2.3025853633880615,4749,21.093128204345703,-2.3025851249694824,0.46474146842956543,0.8430805802345276,0.8654887080192566,23,0.47440412640571594,-24.712289810180664,-18.251203536987305,1.3040993213653564,0.8954514861106873
-0.3897753059864044,-2.3025853633880615,4799,21.109622955322266,-2.3025851249694824,0.4684503972530365,0.8713507056236267,0.8645889759063721,23,0.4738854765892029,-24.71119499206543,-18.525714874267578,1.31906259059906,0.8816429972648621
-0.372667133808136,-2.3025853633880615,4849,21.10008430480957,-2.3025851249694824,0.47348183393478394,0.8812875151634216,0.8657229542732239,24,0.47232601046562195,-24.72145652770996,-18.500551223754883,1.3271543979644775,0.882965624332428
-0.3411639332771301,-2.3025853633880615,4899,21.062759399414062,-2.3025851249694824,0.4572102129459381,0.8745118975639343,0.8678064942359924,24,0.46902137994766235,-24.725149154663086,-18.257068634033203,1.3415806293487549,0.8918851613998413
-0.3844236731529236,-2.3025853633880615,4949,21.0720272064209,-2.3025851249694824,0.46363091468811035,0.8803295493125916,0.8668278455734253,24,0.4684846103191376,-24.69838523864746,-18.316320419311523,1.3564462661743164,0.8842043280601501
-0.38610541820526123,-2.3025853633880615,4999,21.083097457885742,-2.3025851249694824,0.4625967741012573,0.9133794903755188,0.8651649355888367,24,0.46859851479530334,-24.703588485717773,-18.449195861816406,1.3705430030822754,0.8852933645248413
-0.4158645272254944,-2.3025853633880615,5049,21.07907485961914,-2.3025851249694824,0.468007892370224,0.9258628487586975,0.8657684326171875,25,0.46869850158691406,-24.69124984741211,-18.518707275390625,1.3840394020080566,0.8750101923942566
-0.38121092319488525,-2.3025853633880615,5099,21.0693302154541,-2.3025851249694824,0.4542624354362488,0.9213706254959106,0.865069568157196,25,0.4661843776702881,-24.680484771728516,-18.41435432434082,1.4037338495254517,0.878014087677002
-0.370368093252182,-2.3025853633880615,5149,21.057924270629883,-2.3025851249694824,0.46228766441345215,0.9239062070846558,0.8655291795730591,25,0.4664781093597412,-24.66579818725586,-18.159221649169922,1.4202290773391724,0.8847253322601318
-0.3502354025840759,-2.3025853633880615,5199,21.060497283935547,-2.3025851249694824,0.43464329838752747,0.9226105809211731,0.8663039207458496,25,0.46244534850120544,-24.661746978759766,-18.224349975585938,1.4324299097061157,0.8868028521537781
-0.3930884301662445,-2.3025853633880615,5249,21.06817054748535,-2.3025851249694824,0.4479898512363434,0.926111102104187,0.8653305172920227,26,0.4625210165977478,-24.642051696777344,-18.401512145996094,1.446733832359314,0.8732551336288452
-0.38520631194114685,-2.3025853633880615,5299,21.07272720336914,-2.3025851249694824,0.449294775724411,0.9701223373413086,0.867743968963623,26,0.45972076058387756,-24.66877555847168,-18.400060653686523,1.462317705154419,0.8641202449798584
-0.3700455129146576,-2.3025853633880615,5349,21.060503005981445,-2.3025851249694824,0.44418060779571533,0.9569723010063171,0.8656635880470276,26,0.46202370524406433,-24.651147842407227,-18.263107299804688,1.4737261533737183,0.877731442451477
-0.3636855483055115,-2.3025853633880615,5399,21.049209594726562,-2.3025851249694824,0.4271436035633087,0.9694189429283142,0.8672768473625183,26,0.45953553915023804,-24.653236389160156,-18.221782684326172,1.494414210319519,0.8703489899635315
-0.422200083732605,-2.3025853633880615,5449,21.049898147583008,-2.3025851249694824,0.44151419401168823,0.9961245059967041,0.8665098547935486,27,0.45991960167884827,-24.637435913085938,-18.183183670043945,1.504715919494629,0.8666638731956482
-0.4011520743370056,-2.3025853633880615,5499,21.055030822753906,-2.3025851249694824,0.44277510046958923,1.0133873224258423,0.864675760269165,27,0.4571361839771271,-24.6398983001709,-18.39727783203125,1.5219142436981201,0.8639553785324097
-0.3654145300388336,-2.3025853633880615,5549,21.04146385192871,-2.3025851249694824,0.4350762367248535,0.9798106551170349,0.8643646240234375,27,0.4545455873012543,-24.62619400024414,-18.3002872467041,1.53765070438385,0.8777862787246704
-0.32622238993644714,-2.3025853633880615,5599,21.054241180419922,-2.3025851249694824,0.4250655174255371,0.9780734777450562,0.8663313984870911,27,0.4543347954750061,-24.628803253173828,-18.139802932739258,1.5529626607894897,0.883012592792511
-0.31496214866638184,-2.3025853633880615,5649,21.05621910095215,-2.3025851249694824,0.4402610957622528,1.0054088830947876,0.8655281662940979,28,0.4552302360534668,-24.616369247436523,-18.199939727783203,1.5655721426010132,0.8925608992576599
-0.3001976013183594,-2.3025853633880615,5699,21.061817169189453,-2.3025851249694824,0.41008442640304565,0.9847384691238403,0.8655157089233398,28,0.4534531235694885,-24.631370544433594,-18.14995574951172,1.5735760927200317,0.8968632221221924
-0.37122660875320435,-2.3025853633880615,5749,21.06241798400879,-2.3025851249694824,0.43885713815689087,1.030967354774475,0.8669348359107971,28,0.45207512378692627,-24.637575149536133,-18.184885025024414,1.5826061964035034,0.8746080994606018
-0.39659228920936584,-2.3025853633880615,5799,21.07148551940918,-2.3025851249694824,0.4322676956653595,1.0332446098327637,0.8658672571182251,28,0.4495214521884918,-24.635162353515625,-18.264362335205078,1.5948389768600464,0.8783160448074341
-0.3979767858982086,-2.3025853633880615,5849,21.083293914794922,-2.3025851249694824,0.42768731713294983,1.0271462202072144,0.864892303943634,29,0.45129695534706116,-24.632238388061523,-18.18218994140625,1.5990813970565796,0.8725731372833252
-0.38116219639778137,-2.3025853633880615,5899,21.057817459106445,-2.3025851249694824,0.4332267940044403,1.0270686149597168,0.865448534488678,29,0.4491996169090271,-24.641389846801758,-18.252681732177734,1.6035523414611816,0.8744986653327942
-0.39294251799583435,-2.3025853633880615,5949,21.067323684692383,-2.3025851249694824,0.43946489691734314,1.0262869596481323,0.8644492626190186,29,0.45032256841659546,-24.63587760925293,-18.381227493286133,1.6036796569824219,0.8666849136352539
-0.3759447932243347,-2.3025853633880615,5999,21.04294204711914,-2.3025851249694824,0.435579389333725,1.0321162939071655,0.8650378584861755,29,0.4492064416408539,-24.634632110595703,-18.162979125976562,1.6189523935317993,0.8856300711631775
-0.3769479990005493,-2.3025853633880615,6049,21.041269302368164,-2.3025851249694824,0.4353233277797699,1.0391199588775635,0.8669828176498413,30,0.4475790858268738,-24.643362045288086,-18.195295333862305,1.6276017427444458,0.8789626955986023
