s_py,u_H,epoch,u_py,s_H,u_acc,s_lpx,loss,s_kl,step,u_kl,s_qy,s_acc,u_lpx
-2.3025853633880615,2.273634672164917,2,-2.3025848865509033,2.273066997528076,0.1606874167919159,-69.36856842041016,71.37506103515625,0.6321719884872437,549,0.6552223563194275,-2.219761371612549,0.2168174535036087,-69.57394409179688
-2.3025853633880615,2.2719497680664062,2,-2.3025848865509033,2.2721781730651855,0.16210541129112244,-69.37339782714844,71.36595153808594,0.6648892164230347,599,0.6895433664321899,-2.2089481353759766,0.2259288877248764,-69.53685760498047
-2.3025853633880615,2.26912522315979,3,-2.3025848865509033,2.269378662109375,0.1603442281484604,-69.57828521728516,71.34173583984375,0.7034434080123901,649,0.726912260055542,-2.194288492202759,0.23034727573394775,-69.47975158691406
-2.3025853633880615,2.2660140991210938,3,-2.3025848865509033,2.2658019065856934,0.15919578075408936,-69.50027465820312,71.27079772949219,0.7525068521499634,699,0.7700860500335693,-2.1782023906707764,0.2397945374250412,-69.37527465820312
-2.3025853633880615,2.2618820667266846,3,-2.3025848865509033,2.2619388103485107,0.16548632085323334,-69.19991302490234,71.25967407226562,0.7979012131690979,749,0.8142610192298889,-2.163740873336792,0.24493348598480225,-69.33262634277344
-2.3025853633880615,2.25732159614563,3,-2.3025848865509033,2.2568695545196533,0.16885486245155334,-68.99390411376953,71.27569580078125,0.8255763053894043,799,0.8555185794830322,-2.171808958053589,0.2508183717727661,-69.30597686767578
-2.3025853633880615,2.2544796466827393,4,-2.3025848865509033,2.2538235187530518,0.17366547882556915,-69.0553207397461,71.23619842529297,0.8489037156105042,849,0.8964883685112,-2.1545610427856445,0.27497410774230957,-69.23566436767578
-2.3025853633880615,2.2520997524261475,4,-2.3025848865509033,2.2497377395629883,0.17493334412574768,-69.15814208984375,71.20234680175781,0.9036241769790649,899,0.9366424083709717,-2.1387581825256348,0.27205607295036316,-69.17008209228516
-2.3025853633880615,2.248258113861084,4,-2.3025848865509033,2.2457964420318604,0.1764010339975357,-69.04310607910156,71.22342681884766,0.9358381032943726,949,0.9710984230041504,-2.1336429119110107,0.2742900848388672,-69.16375732421875
-2.3025853633880615,2.2436299324035645,4,-2.3025848865509033,2.242755889892578,0.17807236313819885,-68.99532318115234,71.25543975830078,0.9726293683052063,999,1.0041389465332031,-2.143648386001587,0.27293306589126587,-69.1605453491211
-2.3025853633880615,2.2394142150878906,5,-2.3025848865509033,2.2381253242492676,0.17961189150810242,-68.98820495605469,71.21484375,0.9880667328834534,1049,1.0355243682861328,-2.1277403831481934,0.28867873549461365,-69.09930419921875
-2.3025853633880615,2.235428810119629,5,-2.3025848865509033,2.233532667160034,0.1840585172176361,-68.89125061035156,71.20936584472656,1.0328799486160278,1099,1.0718024969100952,-2.116363763809204,0.29108884930610657,-69.0661849975586
-2.3025853633880615,2.2315633296966553,5,-2.3025848865509033,2.229518413543701,0.183057963848114,-68.93498992919922,71.21556091308594,1.0762711763381958,1149,1.1045167446136475,-2.12502121925354,0.2861069142818451,-69.03838348388672
-2.3025853633880615,2.229645013809204,5,-2.3025848865509033,2.22715163230896,0.17789122462272644,-69.08075714111328,71.19424438476562,1.0952714681625366,1199,1.1325278282165527,-2.1206068992614746,0.2929053008556366,-68.99357604980469
-2.3025853633880615,2.225857973098755,6,-2.3025848865509033,2.223557472229004,0.1784798949956894,-68.93357849121094,71.17790985107422,1.112367868423462,1249,1.164245843887329,-2.1055748462677,0.29148226976394653,-68.96012878417969
-2.3025853633880615,2.221453905105591,6,-2.3025848865509033,2.219177007675171,0.17848774790763855,-68.6615219116211,71.16531372070312,1.1482607126235962,1299,1.1936489343643188,-2.1123151779174805,0.2851755619049072,-68.92072296142578
-2.3025853633880615,2.217937707901001,6,-2.3025848865509033,2.213846206665039,0.18567980825901031,-68.58094787597656,71.13872528076172,1.1738919019699097,1349,1.2267431020736694,-2.0987560749053955,0.2979733943939209,-68.87193298339844
-2.3025853633880615,2.2136285305023193,6,-2.3025848865509033,2.211299419403076,0.1826000213623047,-68.56706237792969,71.1615219116211,1.2240980863571167,1399,1.2635772228240967,-2.086657762527466,0.2988119125366211,-68.86741638183594
-2.3025853633880615,2.210463762283325,7,-2.3025848865509033,2.208890676498413,0.18320754170417786,-68.55252075195312,71.12626647949219,1.2736986875534058,1449,1.2965565919876099,-2.088489532470703,0.2773943543434143,-68.80369567871094
-2.3025853633880615,2.2056455612182617,7,-2.3025848865509033,2.2034881114959717,0.18410038948059082,-68.7025375366211,71.1382827758789,1.2794537544250488,1499,1.3330286741256714,-2.095212697982788,0.2702639698982239,-68.77704620361328
-2.3025853633880615,2.201578378677368,7,-2.3025848865509033,2.1981024742126465,0.18515999615192413,-68.3923110961914,71.12989044189453,1.31525456905365,1549,1.3677985668182373,-2.0740230083465576,0.2904670536518097,-68.75344848632812
-2.3025853633880615,2.197021484375,7,-2.3025848865509033,2.1928088665008545,0.1875997930765152,-68.57330322265625,71.10572052001953,1.3643300533294678,1599,1.4094853401184082,-2.061805009841919,0.2910485863685608,-68.69539642333984
-2.3025853633880615,2.1938395500183105,8,-2.3025848865509033,2.190213680267334,0.18966223299503326,-68.18976593017578,71.12489318847656,1.3893566131591797,1649,1.4580732583999634,-2.054994821548462,0.3093068301677704,-68.67973327636719
-2.3025853633880615,2.188267230987549,8,-2.3025848865509033,2.1841602325439453,0.19129642844200134,-68.21427154541016,71.07984161376953,1.439173698425293,1699,1.5021533966064453,-2.0476646423339844,0.30639928579330444,-68.59651947021484
-2.3025853633880615,2.183117389678955,8,-2.3025848865509033,2.178058624267578,0.18856482207775116,-68.25679016113281,71.09764862060547,1.4943642616271973,1749,1.5425002574920654,-2.062678337097168,0.2972448468208313,-68.56802368164062
-2.3025853633880615,2.1784446239471436,8,-2.3025848865509033,2.1691811084747314,0.1898292601108551,-68.35443878173828,71.09317779541016,1.5240964889526367,1799,1.5740982294082642,-2.0467350482940674,0.31482183933258057,-68.5414810180664
-2.3025853633880615,2.1748287677764893,9,-2.3025848865509033,2.16635799407959,0.18633940815925598,-68.09188079833984,71.03488159179688,1.5463993549346924,1849,1.6134631633758545,-2.0194363594055176,0.3269224166870117,-68.46591186523438
-2.3025853633880615,2.170053243637085,9,-2.3025848865509033,2.1638500690460205,0.18861550092697144,-67.98941040039062,71.03822326660156,1.5970356464385986,1899,1.6552637815475464,-2.0362555980682373,0.30265578627586365,-68.42576599121094
-2.3025853633880615,2.165952444076538,9,-2.3025848865509033,2.1586689949035645,0.1893204152584076,-67.97892761230469,70.99893951416016,1.6281667947769165,1949,1.6894198656082153,-2.016414165496826,0.3198767900466919,-68.36518859863281
-2.3025853633880615,2.160698413848877,9,-2.3025848865509033,2.1562557220458984,0.19229809939861298,-68.05426788330078,71.00347137451172,1.6686058044433594,1999,1.7296420335769653,-2.0358896255493164,0.3114349842071533,-68.32276916503906
-2.3025853633880615,2.1536009311676025,10,-2.3025848865509033,2.144834518432617,0.1911456137895584,-68.04483795166016,71.00205993652344,1.6870394945144653,2049,1.7684547901153564,-2.0251734256744385,0.3153388500213623,-68.29375457763672
-2.3025853633880615,2.150692939758301,10,-2.3025848865509033,2.142392873764038,0.19114242494106293,-68.04312133789062,70.98418426513672,1.7217540740966797,2099,1.8075733184814453,-1.9936447143554688,0.3408595025539398,-68.25823974609375
-2.3025853633880615,2.148613452911377,10,-2.3025848865509033,2.1408262252807617,0.1900877058506012,-68.10293579101562,70.98675537109375,1.751177191734314,2149,1.8332550525665283,-2.022418260574341,0.3185325860977173,-68.22376251220703
-2.3025853633880615,2.142653465270996,10,-2.3025848865509033,2.1390039920806885,0.18833912909030914,-67.8671875,71.01209259033203,1.8042924404144287,2199,1.8637827634811401,-2.0298173427581787,0.2982458174228668,-68.22216033935547
-2.3025853633880615,2.1382699012756348,11,-2.3025848865509033,2.134141206741333,0.19059602916240692,-67.76300811767578,70.97208404541016,1.8406356573104858,2249,1.895053505897522,-2.0217387676239014,0.30755072832107544,-68.1578369140625
-2.3025853633880615,2.1349902153015137,11,-2.3025848865509033,2.136138677597046,0.1881304383277893,-67.57707214355469,71.00324249267578,1.8487306833267212,2299,1.9257440567016602,-2.031630754470825,0.3058450222015381,-68.16451263427734
-2.3025853633880615,2.13299560546875,11,-2.3025848865509033,2.1271626949310303,0.18970949947834015,-67.71989440917969,70.99585723876953,1.8834071159362793,2349,1.9594204425811768,-2.0192127227783203,0.3052048087120056,-68.13187408447266
-2.3025853633880615,2.1273162364959717,11,-2.3025848865509033,2.118802785873413,0.19160717725753784,-67.80126953125,71.0023422241211,1.9424203634262085,2399,1.9919968843460083,-2.036266565322876,0.3081560730934143,-68.09788513183594
-2.3025853633880615,2.1256496906280518,12,-2.3025848865509033,2.119191884994507,0.1941969245672226,-67.75468444824219,70.9805908203125,1.9652589559555054,2449,2.0225718021392822,-2.0213069915771484,0.3369799256324768,-68.06019592285156
-2.3025853633880615,2.1212258338928223,12,-2.3025848865509033,2.114901542663574,0.19257211685180664,-67.725830078125,70.99602508544922,1.9834328889846802,2499,2.0550484657287598,-2.0214102268218994,0.3170078694820404,-68.04573822021484
-2.3025853633880615,2.1174800395965576,12,-2.3025848865509033,2.1117801666259766,0.19457529485225677,-67.68745422363281,70.92826843261719,2.004852533340454,2549,2.088712215423584,-1.9938271045684814,0.336736798286438,-67.96342468261719
-2.3025853633880615,2.1136932373046875,12,-2.3025848865509033,2.105318307876587,0.19372829794883728,-67.55135345458984,70.91361236572266,2.0699055194854736,2599,2.1283981800079346,-1.9889276027679443,0.32706138491630554,-67.91462707519531
-2.3025853633880615,2.1071574687957764,13,-2.3025848865509033,2.0971100330352783,0.19421640038490295,-67.62091064453125,70.88664245605469,2.1121785640716553,2649,2.1655731201171875,-1.9664177894592285,0.33434948325157166,-67.8648910522461
-2.3025853633880615,2.105276584625244,13,-2.3025848865509033,2.0954244136810303,0.19710150361061096,-67.5039291381836,70.91256713867188,2.1479759216308594,2699,2.19991135597229,-1.9853229522705078,0.3305409252643585,-67.85246276855469
-2.3025853633880615,2.1017305850982666,13,-2.3025848865509033,2.0945799350738525,0.19257523119449615,-67.23748779296875,70.92021179199219,2.1619045734405518,2749,2.2304537296295166,-1.9944710731506348,0.32764962315559387,-67.83259582519531
-2.3025853633880615,2.0978920459747314,13,-2.3025848865509033,2.0845961570739746,0.19334328174591064,-67.50823211669922,70.89921569824219,2.1855015754699707,2799,2.266925573348999,-1.9960235357284546,0.32773712277412415,-67.77462005615234
-2.3025853633880615,2.0964138507843018,14,-2.3025848865509033,2.0837759971618652,0.19203010201454163,-67.7969970703125,70.89656066894531,2.2379894256591797,2849,2.300400733947754,-1.996842384338379,0.3293322026729584,-67.739013671875
-2.3025853633880615,2.0928218364715576,14,-2.3025848865509033,2.0778939723968506,0.1959964483976364,-67.87687683105469,70.8788070678711,2.253565549850464,2899,2.3420047760009766,-1.9734907150268555,0.33067452907562256,-67.69404602050781
-2.3025853633880615,2.087045431137085,14,-2.3025848865509033,2.076162338256836,0.19767647981643677,-67.44442749023438,70.8765869140625,2.302342414855957,2949,2.382685422897339,-1.9799686670303345,0.3272489309310913,-67.65237426757812
-2.3025853633880615,2.083571434020996,14,-2.3025848865509033,2.073228597640991,0.19704769551753998,-67.13958740234375,70.87226867675781,2.3266546726226807,2999,2.420199394226074,-1.962449312210083,0.3303460478782654,-67.62654876708984
-2.3025853633880615,2.0805299282073975,15,-2.3025848865509033,2.0669033527374268,0.19783499836921692,-67.2998046875,70.88056945800781,2.373068332672119,3049,2.465703248977661,-1.9568575620651245,0.33604517579078674,-67.59424591064453
-2.3025853633880615,2.0786123275756836,15,-2.3025848865509033,2.064579486846924,0.19794586300849915,-67.0215835571289,70.82093811035156,2.4526801109313965,3099,2.5144388675689697,-1.9414935111999512,0.3421127200126648,-67.50080871582031
-2.3025853633880615,2.0753238201141357,15,-2.3025848865509033,2.0614664554595947,0.19776643812656403,-67.09333038330078,70.79643249511719,2.4859962463378906,3149,2.5708322525024414,-1.9495397806167603,0.3482373356819153,-67.41715240478516
-2.3025853633880615,2.072883129119873,15,-2.3025848865509033,2.0684523582458496,0.1987568438053131,-66.9939956665039,70.82987213134766,2.5231494903564453,3199,2.6228878498077393,-1.9704669713974,0.32375308871269226,-67.39578247070312
-2.3025853633880615,2.0699055194854736,16,-2.3025848865509033,2.0613579750061035,0.19608508050441742,-66.92208862304688,70.74944305419922,2.6000821590423584,3249,2.675811529159546,-1.9348037242889404,0.34374624490737915,-67.28550720214844
-2.3025853633880615,2.065528392791748,16,-2.3025848865509033,2.057870864868164,0.19570662081241608,-66.59147644042969,70.76545715332031,2.649780750274658,3299,2.740928888320923,-1.9515331983566284,0.337382972240448,-67.23585510253906
-2.3025853633880615,2.0618364810943604,16,-2.3025848865509033,2.0558550357818604,0.19755013287067413,-66.67182922363281,70.80298614501953,2.710986375808716,3349,2.7913811206817627,-1.9720547199249268,0.3228503465652466,-67.21379852294922
-2.3025853633880615,2.059859037399292,16,-2.3025848865509033,2.0518715381622314,0.19913077354431152,-66.75475311279297,70.81920623779297,2.7452478408813477,3399,2.8328664302825928,-1.9730249643325806,0.32489264011383057,-67.18852233886719
-2.3025853633880615,2.0578014850616455,17,-2.3025848865509033,2.049586296081543,0.20014576613903046,-66.71803283691406,70.8169937133789,2.777132511138916,3449,2.8674046993255615,-1.944952130317688,0.3363398015499115,-67.16992950439453
-2.3025853633880615,2.053375482559204,17,-2.3025848865509033,2.0405898094177246,0.20219990611076355,-66.9215316772461,70.80131530761719,2.837181568145752,3499,2.9045026302337646,-1.9376904964447021,0.35212886333465576,-67.11869812011719
-2.3025853633880615,2.05228590965271,17,-2.3025848865509033,2.0403285026550293,0.2008281648159027,-66.61048889160156,70.76927185058594,2.886368751525879,3549,2.938110113143921,-1.9523226022720337,0.33908888697624207,-67.05115509033203
-2.3025853633880615,2.0495223999023438,17,-2.3025848865509033,2.0373473167419434,0.20204809308052063,-66.70035552978516,70.7601318359375,2.876014471054077,3599,2.9672048091888428,-1.9772698879241943,0.32217076420783997,-67.00263977050781
-2.3025853633880615,2.0478620529174805,18,-2.3025848865509033,2.035240650177002,0.2008916139602661,-66.48180389404297,70.75128936767578,2.9099297523498535,3649,2.9917900562286377,-1.9479204416275024,0.34075289964675903,-66.99146270751953
-2.3025853633880615,2.044835090637207,18,-2.3025848865509033,2.034555673599243,0.20095086097717285,-66.5064468383789,70.75346374511719,2.9463796615600586,3699,3.0322508811950684,-1.9480247497558594,0.34546026587486267,-66.95612335205078
-2.3025853633880615,2.0426807403564453,18,-2.3025848865509033,2.038492441177368,0.2022448629140854,-66.6047134399414,70.77892303466797,2.9835846424102783,3749,3.0511348247528076,-1.9470020532608032,0.3496505618095398,-66.96410369873047
-2.3025853633880615,2.03961443901062,18,-2.3025848865509033,2.0255613327026367,0.20022796094417572,-66.6689224243164,70.75630950927734,2.9955642223358154,3799,3.069751024246216,-1.934061050415039,0.35099974274635315,-66.92948150634766
-2.3025853633880615,2.0351951122283936,19,-2.3025848865509033,2.014289379119873,0.20116068422794342,-66.60087585449219,70.7730484008789,3.0274264812469482,3849,3.0914809703826904,-1.9179197549819946,0.3528977334499359,-66.9340591430664
-2.3025853633880615,2.033681869506836,19,-2.3025848865509033,2.0172951221466064,0.20418983697891235,-66.52677917480469,70.75680541992188,3.0598132610321045,3899,3.1159112453460693,-1.9002925157546997,0.3600616455078125,-66.90714263916016
-2.3025853633880615,2.030819892883301,19,-2.3025848865509033,2.012876272201538,0.20512206852436066,-66.40081787109375,70.70208740234375,3.0656750202178955,3949,3.1303954124450684,-1.9080570936203003,0.3491230607032776,-66.8396987915039
-2.3025853633880615,2.0294911861419678,19,-2.3025848865509033,2.014742374420166,0.2049521505832672,-66.57151794433594,70.73381805419922,3.042048454284668,3999,3.1573665142059326,-1.945980191230774,0.33954381942749023,-66.82894134521484
-2.3025853633880615,2.027754068374634,20,-2.3025848865509033,2.0045762062072754,0.20593707263469696,-66.39192962646484,70.74230194091797,3.098191499710083,4049,3.1805717945098877,-1.9118506908416748,0.3476625978946686,-66.83621215820312
-2.3025853633880615,2.0239593982696533,20,-2.3025848865509033,2.006753444671631,0.20529767870903015,-66.40879821777344,70.73326110839844,3.126727342605591,4099,3.2013261318206787,-1.9192932844161987,0.3598950505256653,-66.80204772949219
-2.3025853633880615,2.022066354751587,20,-2.3025848865509033,2.007155179977417,0.20821264386177063,-66.34500122070312,70.7271728515625,3.116485595703125,4149,3.229092836380005,-1.9322872161865234,0.34772664308547974,-66.76744079589844
-2.3025853633880615,2.022219657897949,20,-2.3025848865509033,2.0051774978637695,0.20615355670452118,-66.3720703125,70.69481658935547,3.151653289794922,4199,3.245863914489746,-1.9172751903533936,0.35203513503074646,-66.72342681884766
-2.3025853633880615,2.0200328826904297,21,-2.3025848865509033,2.0081610679626465,0.2038664072751999,-66.38223266601562,70.6676254272461,3.137241840362549,4249,3.2705559730529785,-1.8908921480178833,0.3666292130947113,-66.68682861328125
-2.3025853633880615,2.0157527923583984,21,-2.3025848865509033,2.0067219734191895,0.20879891514778137,-66.24283599853516,70.6915512084961,3.1400954723358154,4299,3.2883565425872803,-1.8935856819152832,0.3530804514884949,-66.69416046142578
-2.3025853633880615,2.0153098106384277,21,-2.3025848865509033,1.998040795326233,0.2076083868741989,-66.05025482177734,70.72109985351562,3.2063040733337402,4349,3.307161331176758,-1.9308772087097168,0.34326115250587463,-66.6926040649414
-2.3025853633880615,2.012315273284912,21,-2.3025848865509033,1.9953813552856445,0.20683015882968903,-66.23706817626953,70.69963073730469,3.2481489181518555,4399,3.3252809047698975,-1.9071577787399292,0.3733794391155243,-66.66417694091797
-2.3025853633880615,2.01047682762146,22,-2.3025848865509033,1.998799443244934,0.2083243429660797,-66.28993225097656,70.69026947021484,3.2543468475341797,4449,3.344909906387329,-1.8770884275436401,0.3785792291164398,-66.65457916259766
-2.3025853633880615,2.006239414215088,22,-2.3025848865509033,1.995068073272705,0.20862868428230286,-66.24594116210938,70.64422607421875,3.261899471282959,4499,3.365723133087158,-1.8540853261947632,0.39706239104270935,-66.59944915771484
-2.3025853633880615,2.0051066875457764,22,-2.3025848865509033,1.9888027906417847,0.21075178682804108,-65.95582580566406,70.64299011230469,3.2977840900421143,4549,3.3865344524383545,-1.8741592168807983,0.37340787053108215,-66.57291412353516
-2.3025853633880615,2.00201678276062,22,-2.3025848865509033,1.9886280298233032,0.21238973736763,-65.97379302978516,70.69989776611328,3.3185815811157227,4599,3.408236026763916,-1.9299722909927368,0.35692736506462097,-66.58389282226562
-2.3025853633880615,2.002380609512329,23,-2.3025848865509033,1.9923467636108398,0.21030251681804657,-65.95199584960938,70.66862487792969,3.328998327255249,4649,3.436332941055298,-1.8924278020858765,0.38183486461639404,-66.54802703857422
-2.3025853633880615,1.9992512464523315,23,-2.3025848865509033,1.977431058883667,0.21252301335334778,-66.04108428955078,70.65951538085938,3.3651299476623535,4699,3.4537909030914307,-1.8595668077468872,0.3935687839984894,-66.53883361816406
-2.3025853633880615,1.9972798824310303,23,-2.3025848865509033,1.977089524269104,0.21392059326171875,-65.7793960571289,70.658935546875,3.3749806880950928,4749,3.476296901702881,-1.8747624158859253,0.3756037652492523,-66.51232147216797
-2.3025853633880615,1.997273564338684,23,-2.3025848865509033,1.980336308479309,0.21219879388809204,-66.17631530761719,70.68431091308594,3.41278076171875,4799,3.4975950717926025,-1.9015309810638428,0.35286086797714233,-66.49897766113281
-2.3025853633880615,1.9940273761749268,24,-2.3025848865509033,1.9746161699295044,0.21418987214565277,-66.01776885986328,70.6607666015625,3.3884007930755615,4849,3.513094425201416,-1.8769280910491943,0.3555668294429779,-66.47730255126953
-2.3025853633880615,1.99170982837677,24,-2.3025848865509033,1.9851949214935303,0.21141523122787476,-66.0350570678711,70.67120361328125,3.38931941986084,4899,3.5214762687683105,-1.8928636312484741,0.35890793800354004,-66.47215270996094
-2.3025853633880615,1.9902158975601196,24,-2.3025848865509033,1.9768202304840088,0.21302290260791779,-66.02854919433594,70.66814422607422,3.450208902359009,4949,3.5338470935821533,-1.9006304740905762,0.3520187735557556,-66.4543685913086
-2.3025853633880615,1.990708827972412,24,-2.3025848865509033,1.9748591184616089,0.21345804631710052,-65.95521545410156,70.65038299560547,3.490122079849243,4999,3.555783271789551,-1.8693552017211914,0.3719911575317383,-66.43106079101562
-2.3025853633880615,1.9909119606018066,25,-2.3025848865509033,1.9790741205215454,0.21625301241874695,-66.13790893554688,70.6859130859375,3.5107438564300537,5049,3.573516368865967,-1.8911153078079224,0.3787699043750763,-66.43550109863281
-2.3025853633880615,1.989745020866394,25,-2.3025848865509033,1.9754964113235474,0.21616850793361664,-65.98681640625,70.6399154663086,3.520026445388794,5099,3.5910022258758545,-1.8763993978500366,0.3805088400840759,-66.38475799560547
-2.3025853633880615,1.9874064922332764,25,-2.3025848865509033,1.9721776247024536,0.21975721418857574,-65.8851547241211,70.6379623413086,3.5511553287506104,5149,3.6204564571380615,-1.8528136014938354,0.38825032114982605,-66.36808013916016
-2.3025853633880615,1.9854761362075806,25,-2.3025848865509033,1.9696223735809326,0.21799519658088684,-65.69317626953125,70.6091537475586,3.5260515213012695,5199,3.636359214782715,-1.8372198343276978,0.3778294026851654,-66.33545684814453
-2.3025853633880615,1.9824963808059692,26,-2.3025848865509033,1.9708372354507446,0.21914100646972656,-65.53144073486328,70.5881118774414,3.5478343963623047,5249,3.664278745651245,-1.8378818035125732,0.38109147548675537,-66.29209899902344
-2.3025853633880615,1.9807476997375488,26,-2.3025848865509033,1.960556149482727,0.22257967293262482,-65.74176025390625,70.58309936523438,3.5708670616149902,5299,3.686223030090332,-1.8143614530563354,0.40675121545791626,-66.27227783203125
-2.3025853633880615,1.9789248704910278,26,-2.3025848865509033,1.968603253364563,0.21950101852416992,-65.9376449584961,70.61666870117188,3.6198441982269287,5349,3.70458722114563,-1.8413528203964233,0.39066267013549805,-66.27471923828125
-2.3025853633880615,1.9758399724960327,26,-2.3025848865509033,1.9558353424072266,0.21916013956069946,-65.78369903564453,70.62060546875,3.6148931980133057,5399,3.7174813747406006,-1.867734432220459,0.3775412440299988,-66.25576782226562
-2.3025853633880615,1.9729838371276855,27,-2.3025848865509033,1.9608888626098633,0.22027388215065002,-65.7368392944336,70.6299819946289,3.640608072280884,5449,3.73553204536438,-1.8568142652511597,0.3991716802120209,-66.2522964477539
-2.3025853633880615,1.9741418361663818,27,-2.3025848865509033,1.954384207725525,0.22108937799930573,-65.8009262084961,70.60497283935547,3.6917965412139893,5499,3.750159502029419,-1.8323566913604736,0.394848108291626,-66.22599792480469
-2.3025853633880615,1.9737287759780884,27,-2.3025848865509033,1.953497290611267,0.220655158162117,-65.63986206054688,70.59321594238281,3.679114580154419,5549,3.7688045501708984,-1.8269600868225098,0.39358118176460266,-66.20223236083984
-2.3025853633880615,1.9711130857467651,27,-2.3025848865509033,1.9450842142105103,0.2231103479862213,-65.75558471679688,70.59526824951172,3.66618275642395,5599,3.782679319381714,-1.8390977382659912,0.38252243399620056,-66.18102264404297
-2.3025853633880615,1.971164584159851,28,-2.3025848865509033,1.9393987655639648,0.22671951353549957,-65.50634765625,70.57841491699219,3.676133155822754,5649,3.804455518722534,-1.7986255884170532,0.41299670934677124,-66.1710205078125
-2.3025853633880615,1.970997929573059,28,-2.3025848865509033,1.9376389980316162,0.226665660738945,-65.60801696777344,70.56270599365234,3.7112417221069336,5699,3.8115451335906982,-1.765359878540039,0.4286646544933319,-66.16218566894531
-2.3025853633880615,1.970137596130371,28,-2.3025848865509033,1.9377660751342773,0.22579586505889893,-65.46131896972656,70.57516479492188,3.703083038330078,5749,3.8201465606689453,-1.8134700059890747,0.3961229920387268,-66.1452407836914
-2.3025853633880615,1.9696153402328491,28,-2.3025848865509033,1.955939531326294,0.22736981511116028,-65.70865631103516,70.59573364257812,3.7050135135650635,5799,3.8260953426361084,-1.8502097129821777,0.38054993748664856,-66.14704132080078
-2.3025853633880615,1.9699864387512207,29,-2.3025848865509033,1.949938178062439,0.22936922311782837,-65.81834411621094,70.60903930664062,3.748056173324585,5849,3.852747678756714,-1.8212312459945679,0.3981350362300873,-66.1447982788086
-2.3025853633880615,1.9657326936721802,29,-2.3025848865509033,1.9496992826461792,0.22648409008979797,-65.68647766113281,70.57356262207031,3.725705146789551,5899,3.8749430179595947,-1.80091392993927,0.40708762407302856,-66.10285949707031
-2.3025853633880615,1.9630049467086792,29,-2.3025848865509033,1.953305721282959,0.22951219975948334,-65.41703796386719,70.5799331665039,3.7693123817443848,5949,3.887533187866211,-1.8216506242752075,0.3744528889656067,-66.08779907226562
-2.3025853633880615,1.9628159999847412,29,-2.3025848865509033,1.944035291671753,0.228622168302536,-65.6640625,70.57896423339844,3.8207364082336426,5999,3.9061739444732666,-1.8217235803604126,0.3793432414531708,-66.06660461425781
-2.3025853633880615,1.9613202810287476,30,-2.3025848865509033,1.9384644031524658,0.22980862855911255,-65.55245208740234,70.56114959716797,3.8153018951416016,6049,3.928609609603882,-1.8013070821762085,0.3972519040107727,-66.03864288330078
-2.3025853633880615,1.962959885597229,30,-2.3025848865509033,1.944725513458252,0.2292986959218979,-65.66288757324219,70.56065368652344,3.8051323890686035,6099,3.9401352405548096,-1.8125078678131104,0.3978640139102936,-66.01719665527344
