s_py,u_acc,u_py,epoch,u_lpx,s_H,s_qy,s_acc,u_kl,u_H,loss,step,s_lpx,s_kl
-2.3025853633880615,0.8648515343666077,-2.3025853633880615,9,-23.44614601135254,0.9552267789840698,-0.5397874116897583,0.8744447231292725,0.4557529389858246,0.9472125768661499,21.235618591308594,1949,-19.122297286987305,0.3362998068332672
-2.3025853633880615,0.8668281435966492,-2.3025853633880615,9,-23.625455856323242,0.8871861696243286,-0.5143837332725525,0.876845121383667,0.48050928115844727,0.8934072256088257,21.228168487548828,1999,-19.003019332885742,0.3410237431526184
-2.3025853633880615,0.8664153218269348,-2.3025853633880615,10,-23.766647338867188,0.8387243151664734,-0.4831949472427368,0.8714098334312439,0.5035567283630371,0.8475669622421265,21.205976486206055,2049,-18.860572814941406,0.3529423177242279
-2.3025853633880615,0.8671433925628662,-2.3025853633880615,10,-23.901086807250977,0.7913016676902771,-0.4561240077018738,0.8797131776809692,0.5279840230941772,0.8053693771362305,21.195175170898438,2099,-18.922725677490234,0.37985655665397644
-2.3025853633880615,0.8664311766624451,-2.3025853633880615,10,-24.015291213989258,0.7643540501594543,-0.4836806356906891,0.8577142953872681,0.5501851439476013,0.768714427947998,21.184118270874023,2149,-18.991071701049805,0.40064993500709534
-2.3025853633880615,0.8618602752685547,-2.3025853633880615,10,-24.09488868713379,0.7402828931808472,-0.47527191042900085,0.8582011461257935,0.5713662505149841,0.7403735518455505,21.182260513305664,2199,-18.926902770996094,0.4116160571575165
-2.3025853633880615,0.8632015585899353,-2.3025853633880615,11,-24.165987014770508,0.7338526248931885,-0.4807779788970947,0.8535102009773254,0.5898138880729675,0.7125574946403503,21.168909072875977,2249,-18.87883758544922,0.419620156288147
-2.3025853633880615,0.8631389737129211,-2.3025853633880615,11,-24.2346248626709,0.7064065337181091,-0.4652659296989441,0.843117356300354,0.6090298891067505,0.690611720085144,21.16357421875,2299,-18.803590774536133,0.4306217133998871
-2.3025853633880615,0.8623213171958923,-2.3025853633880615,11,-24.2967586517334,0.6786356568336487,-0.44945308566093445,0.8518388867378235,0.6240440607070923,0.674867570400238,21.171600341796875,2349,-18.91688346862793,0.4446772634983063
-2.3025853633880615,0.8634233474731445,-2.3025853633880615,11,-24.368432998657227,0.663711428642273,-0.4296428859233856,0.8573885560035706,0.6375604271888733,0.655754804611206,21.170761108398438,2399,-18.91379737854004,0.4530014991760254
-2.3025853633880615,0.8628889322280884,-2.3025853633880615,12,-24.41071319580078,0.6493214964866638,-0.4511701762676239,0.8522811532020569,0.6519708037376404,0.642593502998352,21.153858184814453,2449,-18.832435607910156,0.46191665530204773
-2.3025853633880615,0.861761748790741,-2.3025853633880615,12,-24.474464416503906,0.6131424903869629,-0.4228772222995758,0.8570607900619507,0.6672980189323425,0.6264302730560303,21.155139923095703,2499,-18.692914962768555,0.45989611744880676
-2.3025853633880615,0.8617950081825256,-2.3025853633880615,12,-24.529796600341797,0.6118595004081726,-0.4133191406726837,0.8739619255065918,0.6806546449661255,0.6158554553985596,21.15618896484375,2549,-18.68170738220215,0.4690077304840088
-2.3025853633880615,0.8624538779258728,-2.3025853633880615,12,-24.5427303314209,0.6156424283981323,-0.4321434497833252,0.8595544695854187,0.697206974029541,0.6061495542526245,21.14509391784668,2599,-18.789794921875,0.48398420214653015
-2.3025853633880615,0.8634480237960815,-2.3025853633880615,13,-24.559057235717773,0.6122953295707703,-0.4361847937107086,0.8657350540161133,0.7152215242385864,0.596676230430603,21.15654182434082,2649,-18.785863876342773,0.5051624774932861
-2.3025853633880615,0.8637768626213074,-2.3025853633880615,13,-24.58973503112793,0.5982624292373657,-0.44111543893814087,0.8691717386245728,0.7322865724563599,0.5867979526519775,21.15740394592285,2699,-18.760013580322266,0.5064498782157898
-2.3025853633880615,0.8627612590789795,-2.3025853633880615,13,-24.598222732543945,0.5745379328727722,-0.4073011875152588,0.8734854459762573,0.7444244027137756,0.5798887014389038,21.153440475463867,2749,-18.721330642700195,0.5233663320541382
-2.3025853633880615,0.8629036545753479,-2.3025853633880615,13,-24.608137130737305,0.5669752955436707,-0.3909110128879547,0.8751177191734314,0.7589991092681885,0.5712538957595825,21.118854522705078,2799,-18.622220993041992,0.5316674709320068
-2.3025853633880615,0.8627455830574036,-2.3025853633880615,14,-24.642841339111328,0.5620492100715637,-0.3976757526397705,0.878102719783783,0.7761170268058777,0.5641738772392273,21.140518188476562,2849,-18.56733512878418,0.5388153195381165
-2.3025853633880615,0.8623367547988892,-2.3025853633880615,14,-24.657608032226562,0.5593732595443726,-0.41410645842552185,0.858939528465271,0.7883428931236267,0.5588182210922241,21.12883758544922,2899,-18.64961814880371,0.5415025353431702
-2.3025853633880615,0.863692581653595,-2.3025853633880615,14,-24.680482864379883,0.5548706650733948,-0.41084975004196167,0.8571147322654724,0.799393355846405,0.5510008931159973,21.121809005737305,2949,-18.537006378173828,0.5476824641227722
-2.3025853633880615,0.8624849915504456,-2.3025853633880615,14,-24.698373794555664,0.5543881058692932,-0.41211241483688354,0.8574126362800598,0.8175836801528931,0.5464770793914795,21.123868942260742,2999,-18.65862274169922,0.5621179342269897
-2.3025853633880615,0.8613955974578857,-2.3025853633880615,15,-24.695520401000977,0.5540781617164612,-0.40162917971611023,0.8674834370613098,0.832402229309082,0.543256938457489,21.115108489990234,3049,-18.698373794555664,0.5705954432487488
-2.3025853633880615,0.8629178404808044,-2.3025853633880615,15,-24.719995498657227,0.5386407971382141,-0.37993428111076355,0.8758734464645386,0.8508496284484863,0.5378360748291016,21.11100196838379,3099,-18.503326416015625,0.5800687074661255
-2.3025853633880615,0.8644322752952576,-2.3025853633880615,15,-24.715251922607422,0.5397316217422485,-0.38698700070381165,0.8667013049125671,0.8644819855690002,0.5339144468307495,21.11863136291504,3149,-18.46515464782715,0.5822407007217407
-2.3025853633880615,0.8621813058853149,-2.3025853633880615,15,-24.697097778320312,0.535354495048523,-0.4098514914512634,0.8723282814025879,0.879467785358429,0.5315763354301453,21.12871742248535,3199,-18.607622146606445,0.6111422777175903
-2.3025853633880615,0.8623413443565369,-2.3025853633880615,16,-24.720640182495117,0.5409999489784241,-0.4216366112232208,0.8619995713233948,0.8896996378898621,0.5265403985977173,21.100908279418945,3249,-18.567689895629883,0.6179930567741394
-2.3025853633880615,0.8627924919128418,-2.3025853633880615,16,-24.7379093170166,0.5392414927482605,-0.4036511182785034,0.8680713772773743,0.8985658884048462,0.5245370268821716,21.10759925842285,3299,-18.535192489624023,0.6194009184837341
-2.3025853633880615,0.8601099252700806,-2.3025853633880615,16,-24.745088577270508,0.5396429896354675,-0.4089588224887848,0.8656765222549438,0.911065936088562,0.52098548412323,21.129682540893555,3349,-18.560527801513672,0.6200862526893616
-2.3025853633880615,0.8594372868537903,-2.3025853633880615,16,-24.755455017089844,0.5168153047561646,-0.3950285315513611,0.8766909837722778,0.9177745580673218,0.5190901160240173,21.126895904541016,3399,-18.617477416992188,0.6195130944252014
-2.3025853633880615,0.8606510162353516,-2.3025853633880615,17,-24.77829360961914,0.5197069644927979,-0.4141084551811218,0.8616642951965332,0.9293356537818909,0.5146987438201904,21.12485694885254,3449,-18.639949798583984,0.6265215873718262
-2.3025853633880615,0.8622371554374695,-2.3025853633880615,17,-24.76877784729004,0.5203690528869629,-0.39036911725997925,0.866857647895813,0.938850998878479,0.5107195377349854,21.099048614501953,3499,-18.46196937561035,0.6234506368637085
-2.3025853633880615,0.8616393804550171,-2.3025853633880615,17,-24.759485244750977,0.5263722538948059,-0.40504956245422363,0.8669029474258423,0.9455732107162476,0.5119951963424683,21.089391708374023,3549,-18.54342269897461,0.6401903629302979
-2.3025853633880615,0.8619986772537231,-2.3025853633880615,17,-24.76949691772461,0.5255979299545288,-0.376155823469162,0.882631778717041,0.9603709578514099,0.5083383917808533,21.101099014282227,3599,-18.482330322265625,0.6575813293457031
-2.3025853633880615,0.8615358471870422,-2.3025853633880615,18,-24.76034164428711,0.5081153512001038,-0.36255505681037903,0.8974050879478455,0.9790295362472534,0.5064356327056885,21.11208152770996,3649,-18.4278621673584,0.6541207432746887
-2.3025853633880615,0.8619920015335083,-2.3025853633880615,18,-24.77273178100586,0.5195193886756897,-0.3753375709056854,0.8925229907035828,0.9886986017227173,0.5035500526428223,21.10602569580078,3699,-18.61405372619629,0.6811979413032532
-2.3025853633880615,0.8624182939529419,-2.3025853633880615,18,-24.769161224365234,0.5167539715766907,-0.37541621923446655,0.8810158967971802,0.997618556022644,0.4999462068080902,21.118932723999023,3749,-18.593339920043945,0.6772553324699402
-2.3025853633880615,0.8626217246055603,-2.3025853633880615,18,-24.78083038330078,0.499317467212677,-0.40095335245132446,0.8628066182136536,1.01038658618927,0.4978230893611908,21.097333908081055,3799,-18.495973587036133,0.6863174438476562
-2.3025853633880615,0.8615841865539551,-2.3025853633880615,19,-24.78058624267578,0.48379772901535034,-0.3715164363384247,0.8752952218055725,1.0277193784713745,0.49796026945114136,21.09583854675293,3849,-18.467741012573242,0.6998551487922668
-2.3025853633880615,0.8641034960746765,-2.3025853633880615,19,-24.779170989990234,0.4897212088108063,-0.3640492856502533,0.8776808381080627,1.0461413860321045,0.49304524064064026,21.08566665649414,3899,-18.31939697265625,0.6919229030609131
-2.3025853633880615,0.8653685450553894,-2.3025853633880615,19,-24.764780044555664,0.4837774336338043,-0.37681588530540466,0.8714944124221802,1.0644218921661377,0.4895676374435425,21.094423294067383,3949,-18.348155975341797,0.7287740707397461
-2.3025853633880615,0.8657957911491394,-2.3025853633880615,19,-24.768583297729492,0.49859997630119324,-0.4204680323600769,0.8514471054077148,1.0797797441482544,0.4890599846839905,21.097476959228516,3999,-18.497112274169922,0.7484845519065857
-2.3025853633880615,0.8639882206916809,-2.3025853633880615,20,-24.754928588867188,0.4833708107471466,-0.3927294909954071,0.8598134517669678,1.0922597646713257,0.4908752143383026,21.120342254638672,4049,-18.457767486572266,0.7411025762557983
-2.3025853633880615,0.865795373916626,-2.3025853633880615,20,-24.75383949279785,0.4884147644042969,-0.3860620856285095,0.8705220818519592,1.110214114189148,0.4877977669239044,21.10670280456543,4099,-18.384483337402344,0.7546592950820923
-2.3025853633880615,0.86684650182724,-2.3025853633880615,20,-24.73027801513672,0.48450392484664917,-0.37821969389915466,0.8702298998832703,1.1289513111114502,0.4854455590248108,21.10491943359375,4149,-18.378738403320312,0.7717276215553284
-2.3025853633880615,0.8664723038673401,-2.3025853633880615,20,-24.750648498535156,0.48887208104133606,-0.39540567994117737,0.8599539995193481,1.147275447845459,0.48264163732528687,21.092540740966797,4199,-18.416887283325195,0.7920921444892883
-2.3025853633880615,0.8651517629623413,-2.3025853633880615,21,-24.73554039001465,0.483037531375885,-0.3702150285243988,0.867870569229126,1.166216254234314,0.48452261090278625,21.10686683654785,4249,-18.38365936279297,0.8008092641830444
-2.3025853633880615,0.8666343092918396,-2.3025853633880615,21,-24.729354858398438,0.5073093175888062,-0.41034844517707825,0.8563686609268188,1.1864213943481445,0.4799858033657074,21.09552001953125,4299,-18.402963638305664,0.8020752668380737
-2.3025853633880615,0.8662087321281433,-2.3025853633880615,21,-24.741146087646484,0.49842607975006104,-0.4046483039855957,0.8654787540435791,1.20187246799469,0.4790058434009552,21.10188102722168,4349,-18.276790618896484,0.8076998591423035
-2.3025853633880615,0.8660624623298645,-2.3025853633880615,21,-24.721717834472656,0.4875389039516449,-0.3812778890132904,0.8691465854644775,1.2174872159957886,0.47684893012046814,21.07994270324707,4399,-18.373882293701172,0.8434163928031921
-2.3025853633880615,0.8661949634552002,-2.3025853633880615,22,-24.72476577758789,0.47617480158805847,-0.382542222738266,0.8670443296432495,1.2415525913238525,0.4753663241863251,21.0791015625,4449,-18.35142707824707,0.8550978899002075
-2.3025853633880615,0.8665858507156372,-2.3025853633880615,22,-24.726404190063477,0.4739951193332672,-0.37059423327445984,0.8724818825721741,1.264917254447937,0.47184741497039795,21.066381454467773,4499,-18.296030044555664,0.8709563612937927
-2.3025853633880615,0.8638206124305725,-2.3025853633880615,22,-24.693029403686523,0.4766637682914734,-0.4146842360496521,0.8641738295555115,1.2948825359344482,0.47145897150039673,21.087345123291016,4549,-18.22764778137207,0.8932821154594421
-2.3025853633880615,0.8651697039604187,-2.3025853633880615,22,-24.673479080200195,0.4704796373844147,-0.39752447605133057,0.8672147989273071,1.3228613138198853,0.46885067224502563,21.079492568969727,4599,-18.362762451171875,0.9190887212753296
-2.3025853633880615,0.8661286234855652,-2.3025853633880615,23,-24.65336799621582,0.4813915193080902,-0.42317646741867065,0.8585862517356873,1.347269892692566,0.468487024307251,21.06205940246582,4649,-18.384021759033203,0.9457370042800903
-2.3025853633880615,0.8665047287940979,-2.3025853633880615,23,-24.6466121673584,0.4742079973220825,-0.3908768892288208,0.857937753200531,1.3775413036346436,0.4638734459877014,21.051597595214844,4699,-18.27320671081543,0.9562671780586243
-2.3025853633880615,0.8647863268852234,-2.3025853633880615,23,-24.64812469482422,0.4722299873828888,-0.38036230206489563,0.8629669547080994,1.4000064134597778,0.4652811586856842,21.078079223632812,4749,-18.254106521606445,0.9701291918754578
-2.3025853633880615,0.8654670119285583,-2.3025853633880615,23,-24.637248992919922,0.46861913800239563,-0.3755457401275635,0.8694813251495361,1.422713041305542,0.46352100372314453,21.065471649169922,4799,-18.154329299926758,0.9815607070922852
-2.3025853633880615,0.8659366369247437,-2.3025853633880615,24,-24.63770294189453,0.4633132815361023,-0.3799138367176056,0.8751957416534424,1.4538460969924927,0.4598143994808197,21.035207748413086,4849,-18.045623779296875,1.003642201423645
-2.3025853633880615,0.8651549220085144,-2.3025853633880615,24,-24.634048461914062,0.46738624572753906,-0.41395071148872375,0.8663895726203918,1.4805572032928467,0.46002116799354553,21.05323028564453,4899,-18.170398712158203,1.0206949710845947
-2.3025853633880615,0.8674929141998291,-2.3025853633880615,24,-24.608661651611328,0.44989755749702454,-0.3839249312877655,0.8710407018661499,1.505885362625122,0.4581676423549652,21.04770278930664,4949,-18.156082153320312,1.030994176864624
-2.3025853633880615,0.864696204662323,-2.3025853633880615,24,-24.60181427001953,0.4615209698677063,-0.3904048502445221,0.8611153364181519,1.5282683372497559,0.4565427303314209,21.06099510192871,4999,-18.087934494018555,1.0642396211624146
-2.3025853633880615,0.8660008907318115,-2.3025853633880615,25,-24.619874954223633,0.4729262888431549,-0.41847875714302063,0.8518322110176086,1.5510245561599731,0.4542427361011505,21.061302185058594,5049,-18.06245994567871,1.0816848278045654
-2.3025853633880615,0.8661502003669739,-2.3025853633880615,25,-24.616052627563477,0.4579217731952667,-0.39288124442100525,0.864767849445343,1.574608325958252,0.4543246626853943,21.059598922729492,5099,-17.99244499206543,1.0874478816986084
-2.3025853633880615,0.8654250502586365,-2.3025853633880615,25,-24.582109451293945,0.4583955705165863,-0.37655019760131836,0.8688803911209106,1.5897915363311768,0.45599204301834106,21.054630279541016,5149,-18.031496047973633,1.1054432392120361
-2.3025853633880615,0.865175187587738,-2.3025853633880615,25,-24.55582618713379,0.446406751871109,-0.37118658423423767,0.8737761378288269,1.624795913696289,0.4534842073917389,21.036001205444336,5199,-17.834217071533203,1.097164273262024
-2.3025853633880615,0.8630992770195007,-2.3025853633880615,26,-24.524965286254883,0.45804494619369507,-0.40654227137565613,0.871996283531189,1.6559205055236816,0.45239120721817017,21.054912567138672,5249,-17.942991256713867,1.1183176040649414
-2.3025853633880615,0.8672546744346619,-2.3025853633880615,26,-24.50227165222168,0.45383280515670776,-0.38583245873451233,0.8767949342727661,1.6703156232833862,0.45051684975624084,21.026777267456055,5299,-18.01392936706543,1.1570484638214111
-2.3025853633880615,0.8673607707023621,-2.3025853633880615,26,-24.510616302490234,0.4534109830856323,-0.3887101709842682,0.8692454099655151,1.7006640434265137,0.4482819736003876,21.04184341430664,5349,-18.05652618408203,1.1561918258666992
-2.3025853633880615,0.8664484620094299,-2.3025853633880615,26,-24.520511627197266,0.43057548999786377,-0.34110739827156067,0.8897006511688232,1.718141794204712,0.447288453578949,21.06206512451172,5399,-17.843660354614258,1.156293272972107
-2.3025853633880615,0.8657019734382629,-2.3025853633880615,27,-24.527231216430664,0.4245010316371918,-0.3607887625694275,0.8931418657302856,1.73253333568573,0.4459408223628998,21.05134391784668,5449,-17.75481605529785,1.1850241422653198
-2.3025853633880615,0.8653106689453125,-2.3025853633880615,27,-24.511430740356445,0.4345594644546509,-0.35010460019111633,0.8856297731399536,1.7532511949539185,0.44412681460380554,21.050800323486328,5499,-17.951583862304688,1.1994291543960571
-2.3025853633880615,0.8655192852020264,-2.3025853633880615,27,-24.47825050354004,0.4332280158996582,-0.34877699613571167,0.8852792382240295,1.7661231756210327,0.4455145597457886,21.038698196411133,5549,-17.899023056030273,1.2000375986099243
-2.3025853633880615,0.8669369220733643,-2.3025853633880615,27,-24.51249885559082,0.4545478820800781,-0.3761330842971802,0.8646529316902161,1.774747610092163,0.44306838512420654,21.047109603881836,5599,-17.933137893676758,1.2021667957305908
-2.3025853633880615,0.8667063117027283,-2.3025853633880615,28,-24.519832611083984,0.4552483856678009,-0.35185879468917847,0.8736215233802795,1.7823724746704102,0.44219231605529785,21.03502082824707,5649,-17.902368545532227,1.1927685737609863
-2.3025853633880615,0.8673126101493835,-2.3025853633880615,28,-24.505178451538086,0.44390711188316345,-0.3551974296569824,0.8733534216880798,1.799789547920227,0.4399575889110565,21.0457820892334,5699,-17.958219528198242,1.2309978008270264
-2.3025853633880615,0.8677855134010315,-2.3025853633880615,28,-24.461563110351562,0.4442753195762634,-0.3841257691383362,0.8676984906196594,1.8148462772369385,0.44107523560523987,21.03542709350586,5749,-17.921890258789062,1.227557897567749
-2.3025853633880615,0.8673204183578491,-2.3025853633880615,28,-24.479482650756836,0.4515274465084076,-0.3870757520198822,0.8666506409645081,1.8354361057281494,0.44049638509750366,21.041309356689453,5799,-17.842803955078125,1.2497849464416504
-2.3025853633880615,0.8653385639190674,-2.3025853633880615,29,-24.45205307006836,0.4529986083507538,-0.3770734965801239,0.8724213242530823,1.8519458770751953,0.442952424287796,21.033811569213867,5849,-17.904911041259766,1.266287088394165
-2.3025853633880615,0.8658257722854614,-2.3025853633880615,29,-24.457561492919922,0.4331986606121063,-0.36082562804222107,0.8814913034439087,1.8700547218322754,0.4418015778064728,21.047752380371094,5899,-17.910259246826172,1.2559943199157715
-2.3025853633880615,0.8672353625297546,-2.3025853633880615,29,-24.441741943359375,0.4352927505970001,-0.3853206932544708,0.8651604652404785,1.8842229843139648,0.44038963317871094,21.03310203552246,5949,-17.864192962646484,1.2516727447509766
-2.3025853633880615,0.8681372404098511,-2.3025853633880615,29,-24.45631980895996,0.4279455542564392,-0.3695296347141266,0.8700592517852783,1.8961037397384644,0.43553781509399414,21.013397216796875,5999,-17.648216247558594,1.259652853012085
-2.3025853633880615,0.8683842420578003,-2.3025853633880615,30,-24.426576614379883,0.427961140871048,-0.3794533908367157,0.870682954788208,1.9169515371322632,0.43522197008132935,21.012861251831055,6049,-17.737831115722656,1.2752937078475952
