u_acc,u_H,step,s_acc,loss,u_py,s_H,epoch,s_qy,u_lpx,s_py,u_kl,s_kl,s_lpx
0.1339225322008133,2.2665719985961914,49,0.19385747611522675,454.439453125,-2.3025853633880615,2.2632224559783936,0,-2.21787428855896,-448.33868408203125,-2.3025853633880615,5.815003395080566,5.875097751617432,-448.96337890625
0.24977129697799683,2.2731778621673584,99,0.2885884642601013,357.2279968261719,-2.3025853633880615,2.271345853805542,0,-2.174034833908081,-352.2650451660156,-2.3025853633880615,4.698179721832275,4.687770843505859,-352.1921081542969
0.3621550500392914,2.272705078125,149,0.3882613778114319,295.35662841796875,-2.3025853633880615,2.2703499794006348,0,-2.104556083679199,-290.5126953125,-2.3025853633880615,4.5561723709106445,4.422816753387451,-292.1194152832031
0.42498767375946045,2.2653815746307373,199,0.418002188205719,254.63905334472656,-2.3025853633880615,2.2663686275482178,0,-2.067735195159912,-248.7885284423828,-2.3025853633880615,5.608281135559082,5.401920318603516,-248.4651336669922
0.465615451335907,2.257481098175049,249,0.47488507628440857,225.57472229003906,-2.3025853633880615,2.256535291671753,1,-2.0024900436401367,-217.55699157714844,-2.3025853633880615,7.7852911949157715,7.569732189178467,-217.03221130371094
0.49137577414512634,2.251864194869995,299,0.5032626986503601,204.23394775390625,-2.3025853633880615,2.2517268657684326,1,-1.961235761642456,-194.01382446289062,-2.3025853633880615,9.978964805603027,9.671601295471191,-194.2493896484375
0.5028724670410156,2.2494616508483887,349,0.5035478472709656,189.0542755126953,-2.3025853633880615,2.2499935626983643,1,-1.9510127305984497,-177.0972137451172,-2.3025853633880615,11.712055206298828,11.465134620666504,-177.49203491210938
0.500908374786377,2.2459654808044434,399,0.5058672428131104,178.11480712890625,-2.3025853633880615,2.2452797889709473,1,-1.928814172744751,-164.64413452148438,-2.3025853633880615,13.213592529296875,12.988994598388672,-165.66709899902344
0.5202481746673584,2.244141101837158,449,0.5347561836242676,169.98829650878906,-2.3025853633880615,2.2425377368927,2,-1.9054416418075562,-155.1148681640625,-2.3025853633880615,14.63358211517334,14.595728874206543,-155.2591552734375
0.5386453866958618,2.2435905933380127,499,0.5661382079124451,163.66758728027344,-2.3025853633880615,2.2411181926727295,2,-1.8843660354614258,-147.56443786621094,-2.3025853633880615,15.844971656799316,15.725371360778809,-148.65945434570312
0.5596949458122253,2.2426295280456543,549,0.6012055277824402,158.6261749267578,-2.3025853633880615,2.239919424057007,2,-1.8629029989242554,-141.44105529785156,-2.3025853633880615,16.9360408782959,16.76952362060547,-142.26547241210938
0.567401111125946,2.240715503692627,599,0.6089506149291992,154.58494567871094,-2.3025853633880615,2.240201234817505,2,-1.8581069707870483,-136.45050048828125,-2.3025853633880615,17.894325256347656,17.421337127685547,-137.46630859375
0.5858006477355957,2.239023208618164,649,0.6233713030815125,151.0712890625,-2.3025853633880615,2.23891544342041,3,-1.8432990312576294,-132.11607360839844,-2.3025853633880615,18.729055404663086,18.361379623413086,-132.73260498046875
0.5996349453926086,2.2357327938079834,699,0.6581257581710815,148.34632873535156,-2.3025853633880615,2.236621856689453,3,-1.8276904821395874,-128.57571411132812,-2.3025853633880615,19.532930374145508,19.143033981323242,-129.7574005126953
0.6076176762580872,2.2299976348876953,749,0.6606127023696899,145.76419067382812,-2.3025853633880615,2.22925066947937,3,-1.7942824363708496,-125.30215454101562,-2.3025853633880615,20.236360549926758,19.917449951171875,-126.40311431884766
0.6402611136436462,2.2253758907318115,799,0.6771864891052246,143.7241668701172,-2.3025853633880615,2.222177743911743,3,-1.7566360235214233,-122.60928344726562,-2.3025853633880615,20.90163803100586,20.48805046081543,-123.25698852539062
0.64895099401474,2.221041202545166,849,0.7032961845397949,141.68325805664062,-2.3025853633880615,2.2184083461761475,4,-1.732064127922058,-119.97806549072266,-2.3025853633880615,21.48549461364746,21.138065338134766,-121.23246765136719
0.6565592288970947,2.2185404300689697,899,0.7012059688568115,139.84693908691406,-2.3025853633880615,2.212280511856079,4,-1.7218042612075806,-117.62771606445312,-2.3025853633880615,22.00047492980957,21.709321975708008,-118.8377456665039
0.6627468466758728,2.2177653312683105,949,0.7004560828208923,138.09495544433594,-2.3025853633880615,2.2137370109558105,4,-1.7208068370819092,-115.4164810180664,-2.3025853633880615,22.456981658935547,22.13935661315918,-116.81777954101562
0.675359308719635,2.2150347232818604,999,0.7011838555335999,136.58946228027344,-2.3025853633880615,2.2119548320770264,4,-1.7144941091537476,-113.52278900146484,-2.3025853633880615,22.867752075195312,22.489364624023438,-113.92585754394531
0.6923710703849792,2.2141292095184326,1049,0.7265200018882751,135.2310333251953,-2.3025853633880615,2.210630178451538,5,-1.705026388168335,-111.77279663085938,-2.3025853633880615,23.237180709838867,22.950197219848633,-113.39349365234375
0.7031670212745667,2.212467908859253,1099,0.7514883875846863,133.87704467773438,-2.3025853633880615,2.207156181335449,5,-1.6766942739486694,-110.14562225341797,-2.3025853633880615,23.535993576049805,23.14778709411621,-110.96560668945312
0.7100318670272827,2.2089970111846924,1149,0.7439086437225342,132.65406799316406,-2.3025853633880615,2.205152988433838,5,-1.6696170568466187,-108.60577392578125,-2.3025853633880615,23.86720085144043,23.348072052001953,-108.78244018554688
0.7083064317703247,2.2069308757781982,1199,0.7427813410758972,131.39111328125,-2.3025853633880615,2.202648639678955,5,-1.6593931913375854,-107.07865142822266,-2.3025853633880615,24.110057830810547,23.801420211791992,-108.02676391601562
0.7106027603149414,2.2079384326934814,1249,0.7413743138313293,130.25987243652344,-2.3025853633880615,2.204195976257324,6,-1.6611708402633667,-105.68974304199219,-2.3025853633880615,24.349802017211914,23.96308135986328,-107.98469543457031
0.7189226746559143,2.2034780979156494,1299,0.7559119462966919,129.34320068359375,-2.3025853633880615,2.1998913288116455,6,-1.640863299369812,-104.52334594726562,-2.3025853633880615,24.627410888671875,24.259565353393555,-105.83415222167969
0.7193257212638855,2.1976120471954346,1349,0.7496270537376404,128.30795288085938,-2.3025853633880615,2.1912271976470947,6,-1.6218469142913818,-103.30363464355469,-2.3025853633880615,24.81883430480957,24.425758361816406,-104.39704132080078
0.7170709371566772,2.195021152496338,1399,0.7417086958885193,127.4690933227539,-2.3025853633880615,2.1878440380096436,6,-1.6220279932022095,-102.31395721435547,-2.3025853633880615,24.98665428161621,24.71579933166504,-102.49478149414062
0.7295133471488953,2.1948540210723877,1449,0.7744118571281433,126.64368438720703,-2.3025853633880615,2.184004306793213,7,-1.5952489376068115,-101.29231262207031,-2.3025853633880615,25.18426513671875,24.916311264038086,-101.52310180664062
0.7336302995681763,2.1911802291870117,1499,0.7727533578872681,125.96269989013672,-2.3025853633880615,2.1844191551208496,7,-1.6033453941345215,-100.46753692626953,-2.3025853633880615,25.330913543701172,25.07345199584961,-100.94087982177734
