epoch,s_py,s_lpx,s_kl,u_py,s_qy,step,loss,u_H,u_acc,u_kl,s_acc,u_lpx,s_H
716,-2.3025851249694824,-13.130142211914062,5.010356426239014,-2.3025851249694824,-0.01484687440097332,71699,20.313825607299805,0.1268586814403534,0.9559490084648132,7.695759296417236,1.0,-25.96211814880371,0.058738261461257935
717,-2.3025851249694824,-13.202230453491211,5.030314922332764,-2.3025851249694824,-0.01471670065075159,71749,20.30362892150879,0.12642760574817657,0.9556753039360046,7.691257476806641,1.0,-25.969995498657227,0.05913720279932022
717,-2.3025851249694824,-13.032142639160156,4.957873821258545,-2.3025851249694824,-0.015578135848045349,71799,20.32755470275879,0.12793897092342377,0.9548993706703186,7.6981940269470215,1.0,-25.937780380249023,0.05907436087727547
718,-2.3025851249694824,-13.301746368408203,4.903761386871338,-2.3025851249694824,-0.019096799194812775,71849,20.324190139770508,0.1280427724123001,0.9548977017402649,7.6826043128967285,1.0,-25.941110610961914,0.061768319457769394
718,-2.3025851249694824,-13.065025329589844,4.931053638458252,-2.3025851249694824,-0.023066261783242226,71899,20.305068969726562,0.1278757005929947,0.9553688168525696,7.664989948272705,1.0,-25.944799423217773,0.06960120052099228
719,-2.3025851249694824,-12.950590133666992,4.968472003936768,-2.3025851249694824,-0.02045280858874321,71949,20.307680130004883,0.1279090791940689,0.9556710124015808,7.665869235992432,1.0,-25.95689582824707,0.06737606227397919
719,-2.3025851249694824,-13.156193733215332,4.984471321105957,-2.3025851249694824,-0.021056102588772774,71999,20.298532485961914,0.12823663651943207,0.9557396173477173,7.6659159660339355,1.0,-25.982337951660156,0.06840887665748596
720,-2.3025851249694824,-13.017111778259277,4.97312593460083,-2.3025851249694824,-0.019756505265831947,72049,20.284013748168945,0.12749305367469788,0.9557921290397644,7.686767578125,1.0,-25.992643356323242,0.06913711875677109
720,-2.3025851249694824,-13.236900329589844,5.077480316162109,-2.3025851249694824,-0.017688367515802383,72099,20.302579879760742,0.12833493947982788,0.9558868408203125,7.696547508239746,1.0,-26.0142765045166,0.06445693969726562
721,-2.3025851249694824,-13.294816017150879,5.103896617889404,-2.3025851249694824,-0.019495246931910515,72149,20.301000595092773,0.12794815003871918,0.9559879302978516,7.699276447296143,1.0,-25.98335075378418,0.0742509663105011
721,-2.3025851249694824,-12.897045135498047,5.050895690917969,-2.3025851249694824,-0.015198172070086002,72199,20.314889907836914,0.1277226209640503,0.95529705286026,7.705283164978027,1.0,-25.965953826904297,0.06172455474734306
722,-2.3025851249694824,-12.847487449645996,5.174815654754639,-2.3025851249694824,-0.015296858735382557,72249,20.312549591064453,0.1276276409626007,0.955680251121521,7.710455894470215,1.0,-25.985057830810547,0.06183921918272972
722,-2.3025851249694824,-12.867727279663086,4.9638142585754395,-2.3025851249694824,-0.015286162495613098,72299,20.310789108276367,0.12811782956123352,0.9552928805351257,7.708176136016846,1.0,-25.965194702148438,0.062071867287158966
723,-2.3025851249694824,-13.221442222595215,4.979211330413818,-2.3025851249694824,-0.018238836899399757,72349,20.301769256591797,0.12726807594299316,0.9558781385421753,7.710937023162842,1.0,-25.97747230529785,0.07081905007362366
723,-2.3025851249694824,-12.923649787902832,5.052247047424316,-2.3025851249694824,-0.01825142651796341,72399,20.307220458984375,0.12779992818832397,0.9555320143699646,7.711568355560303,1.0,-25.985889434814453,0.07233825325965881
724,-2.3025851249694824,-13.129807472229004,5.151953220367432,-2.3025851249694824,-0.021616842597723007,72449,20.308547973632812,0.128258615732193,0.9551671743392944,7.697901725769043,1.0,-26.01461410522461,0.07460105419158936
724,-2.3025851249694824,-13.205123901367188,5.016613960266113,-2.3025851249694824,-0.022615235298871994,72499,20.30340003967285,0.12758390605449677,0.9550426006317139,7.6887125968933105,1.0,-25.97348403930664,0.07498443126678467
725,-2.3025851249694824,-12.9876070022583,4.9765214920043945,-2.3025851249694824,-0.020506005734205246,72549,20.292362213134766,0.1274525672197342,0.9556185007095337,7.702362537384033,1.0,-26.02593421936035,0.06802251189947128
725,-2.3025851249694824,-13.102356910705566,5.024931907653809,-2.3025851249694824,-0.020328862592577934,72599,20.31438446044922,0.12742863595485687,0.9552322626113892,7.714445114135742,1.0,-25.980443954467773,0.06799104064702988
726,-2.3025851249694824,-13.622740745544434,5.065673351287842,-2.3025851249694824,-0.016079943627119064,72649,20.308229446411133,0.12694032490253448,0.9549770355224609,7.704431056976318,1.0,-25.96227264404297,0.0587754026055336
726,-2.3025851249694824,-13.42147159576416,5.039029598236084,-2.3025851249694824,-0.024103354662656784,72699,20.310964584350586,0.1269390881061554,0.9551635980606079,7.723581314086914,0.990772545337677,-25.956920623779297,0.06941764801740646
727,-2.3025851249694824,-13.296021461486816,5.018575668334961,-2.3025851249694824,-0.01953948475420475,72749,20.308012008666992,0.12819193303585052,0.9544899463653564,7.7107038497924805,0.9944173097610474,-25.977882385253906,0.06316034495830536
727,-2.3025851249694824,-12.977572441101074,4.992572784423828,-2.3025851249694824,-0.019012345001101494,72799,20.293323516845703,0.12724611163139343,0.9554719924926758,7.706429481506348,0.9966224431991577,-26.033174514770508,0.06607512384653091
728,-2.3025851249694824,-13.053227424621582,4.9856085777282715,-2.3025851249694824,-0.017715346068143845,72849,20.288156509399414,0.1264156550168991,0.9560672044754028,7.704376220703125,0.9979565739631653,-26.048263549804688,0.0666576623916626
728,-2.3025851249694824,-12.773781776428223,5.019903659820557,-2.3025851249694824,-0.015087448060512543,72899,20.291431427001953,0.12687285244464874,0.956218957901001,7.711746692657471,0.9987636804580688,-26.035600662231445,0.057862211018800735
729,-2.3025851249694824,-12.946427345275879,4.988836288452148,-2.3025851249694824,-0.017531031742691994,72949,20.297332763671875,0.12708428502082825,0.9557890295982361,7.731675624847412,0.9992520213127136,-26.017845153808594,0.06539797782897949
729,-2.3025851249694824,-12.854629516601562,5.095103740692139,-2.3025851249694824,-0.020604468882083893,72999,20.29427719116211,0.12838779389858246,0.955982506275177,7.716933250427246,0.9995474815368652,-26.004150390625,0.06637824326753616
730,-2.3025851249694824,-13.354583740234375,5.021718978881836,-2.3025851249694824,-0.017553849145770073,73049,20.28973388671875,0.1282738298177719,0.9557515978813171,7.718284606933594,0.9997262358665466,-25.97553062438965,0.06361120194196701
730,-2.3025851249694824,-12.951610565185547,5.143330097198486,-2.3025851249694824,-0.01560546550899744,73099,20.303903579711914,0.12747028470039368,0.9564149975776672,7.728631973266602,0.9998343586921692,-26.02373504638672,0.05624239891767502
731,-2.3025851249694824,-13.023361206054688,5.135565280914307,-2.3025851249694824,-0.016983244568109512,73149,20.314699172973633,0.12762387096881866,0.956099271774292,7.705350399017334,0.9998998045921326,-26.013530731201172,0.059259071946144104
731,-2.3025851249694824,-13.203716278076172,5.007707118988037,-2.3025851249694824,-0.022110113874077797,73199,20.30333137512207,0.1274612545967102,0.9563300013542175,7.695677280426025,0.9999393820762634,-26.027631759643555,0.06551127880811691
732,-2.3025851249694824,-13.17992115020752,4.919994354248047,-2.3025851249694824,-0.01860645040869713,73249,20.30979347229004,0.1274200677871704,0.9560409188270569,7.6924214363098145,0.9999633431434631,-25.968847274780273,0.06402557343244553
732,-2.3025851249694824,-13.219385147094727,5.01502799987793,-2.3025851249694824,-0.015269024297595024,73299,20.307113647460938,0.12691015005111694,0.9559789896011353,7.687641143798828,0.9999778270721436,-25.994970321655273,0.05760543793439865
733,-2.3025851249694824,-13.004446029663086,5.001067161560059,-2.3025851249694824,-0.017216799780726433,73349,20.30805015563965,0.12706640362739563,0.9558111429214478,7.689484596252441,0.9999865889549255,-25.97812843322754,0.0664045587182045
733,-2.3025851249694824,-13.204834938049316,4.993913650512695,-2.3025851249694824,-0.020556116476655006,73399,20.3029842376709,0.1266511082649231,0.9561183452606201,7.702725410461426,0.9999918937683105,-25.968992233276367,0.07205383479595184
734,-2.3025851249694824,-13.062980651855469,5.039438724517822,-2.3025851249694824,-0.023215023800730705,73449,20.287363052368164,0.1274871528148651,0.9551700949668884,7.708956718444824,0.9916499257087708,-26.020315170288086,0.06606228649616241
734,-2.3025851249694824,-13.175189018249512,5.03870964050293,-2.3025851249694824,-0.021640295162796974,73499,20.298404693603516,0.12665635347366333,0.9559050798416138,7.716531276702881,0.994948148727417,-26.004905700683594,0.06768369674682617
735,-2.3025851249694824,-13.3045015335083,4.9713826179504395,-2.3025851249694824,-0.022851994261145592,73549,20.30788803100586,0.12665756046772003,0.9553194642066956,7.710944652557373,0.9969435930252075,-25.996822357177734,0.06699526309967041
735,-2.3025851249694824,-12.946674346923828,5.1409592628479,-2.3025851249694824,-0.02583261951804161,73599,20.312728881835938,0.12734247744083405,0.9561462998390198,7.717892646789551,0.9916598200798035,-25.98644256591797,0.07106360793113708
736,-2.3025851249694824,-12.986333847045898,5.148073196411133,-2.3025851249694824,-0.023100323975086212,73649,20.305477142333984,0.1268351823091507,0.9558598399162292,7.711775779724121,0.9949541687965393,-25.992431640625,0.0725768581032753
736,-2.3025851249694824,-13.02560806274414,5.083484649658203,-2.3025851249694824,-0.018360786139965057,73699,20.31415557861328,0.12699204683303833,0.9559233784675598,7.7088398933410645,0.9969472289085388,-26.00031089782715,0.06421306729316711
737,-2.3025851249694824,-13.59618854522705,5.109836578369141,-2.3025851249694824,-0.018257923424243927,73749,20.305519104003906,0.1261068433523178,0.9563432931900024,7.709134101867676,0.998153030872345,-26.00048828125,0.06563517451286316
737,-2.3025851249694824,-13.336055755615234,5.029461860656738,-2.3025851249694824,-0.01463437732309103,73799,20.308452606201172,0.12677456438541412,0.955877423286438,7.710329532623291,0.9988825917243958,-26.02851104736328,0.05638723075389862
738,-2.3025851249694824,-12.974366188049316,4.80361795425415,-2.3025851249694824,-0.015782007947564125,73849,20.309831619262695,0.1274879425764084,0.9554532766342163,7.700207233428955,0.9993239641189575,-25.976362228393555,0.05769326537847519
738,-2.3025851249694824,-13.361746788024902,5.069037914276123,-2.3025851249694824,-0.021317481994628906,73899,20.31194305419922,0.12709864974021912,0.9554335474967957,7.7227396965026855,0.9995909929275513,-26.005510330200195,0.06935784965753555
739,-2.3025851249694824,-13.521122932434082,4.999258995056152,-2.3025851249694824,-0.01677587628364563,73949,20.304107666015625,0.12746432423591614,0.9549819827079773,7.724982738494873,0.9997525215148926,-26.03809356689453,0.06133700907230377
739,-2.3025851249694824,-13.16610050201416,4.996741771697998,-2.3025851249694824,-0.017740674316883087,73999,20.301151275634766,0.12708327174186707,0.9554456472396851,7.714837074279785,0.9998502731323242,-26.022117614746094,0.06584125012159348
740,-2.3025851249694824,-13.517208099365234,4.993509769439697,-2.3025851249694824,-0.01666780561208725,74049,20.304161071777344,0.12708893418312073,0.9547200202941895,7.731229782104492,0.9999094009399414,-26.011362075805664,0.06701624393463135
740,-2.3025851249694824,-13.175224304199219,4.980204105377197,-2.3025851249694824,-0.01477733813226223,74099,20.299375534057617,0.12718337774276733,0.9546462893486023,7.7369914054870605,0.9999452233314514,-26.030567169189453,0.06106102094054222
741,-2.3025851249694824,-13.175070762634277,5.040435314178467,-2.3025851249694824,-0.02935987524688244,74149,20.303314208984375,0.1265730857849121,0.9546089768409729,7.732494831085205,0.9926438331604004,-25.979724884033203,0.06681743264198303
741,-2.3025851249694824,-12.892579078674316,4.873100757598877,-2.3025851249694824,-0.0240477342158556,74199,20.290483474731445,0.12718245387077332,0.9548158645629883,7.718611717224121,0.9955494403839111,-26.009490966796875,0.06418786942958832
742,-2.3025851249694824,-12.81032943725586,4.807847023010254,-2.3025851249694824,-0.021536260843276978,74249,20.30914306640625,0.1276157796382904,0.9550332427024841,7.725109577178955,0.9973074197769165,-25.983224868774414,0.06419956684112549
742,-2.3025851249694824,-12.863677978515625,5.012507438659668,-2.3025851249694824,-0.020908521488308907,74299,20.296377182006836,0.12624818086624146,0.9559968709945679,7.720606327056885,0.9983709454536438,-25.9768123626709,0.06540784239768982
743,-2.3025851249694824,-12.995067596435547,5.120669841766357,-2.3025851249694824,-0.018791519105434418,74349,20.295921325683594,0.126936674118042,0.9562447667121887,7.728175163269043,0.9990144371986389,-26.004714965820312,0.06638050079345703
743,-2.3025851249694824,-12.86746883392334,5.048573017120361,-2.3025851249694824,-0.0194178968667984,74399,20.309995651245117,0.12666833400726318,0.9562696814537048,7.750241756439209,0.999403715133667,-25.959333419799805,0.06589582562446594
744,-2.3025851249694824,-13.175015449523926,4.9161906242370605,-2.3025851249694824,-0.01791590452194214,74449,20.314640045166016,0.1275416612625122,0.9559833407402039,7.743749618530273,0.9996392726898193,-25.95212173461914,0.06563661992549896
744,-2.3025851249694824,-12.792675971984863,5.0219645500183105,-2.3025851249694824,-0.016543883830308914,74499,20.3082332611084,0.12716451287269592,0.956120491027832,7.7467756271362305,0.9997817277908325,-25.960294723510742,0.0636899322271347
745,-2.3025851249694824,-12.929524421691895,4.970913410186768,-2.3025851249694824,-0.014721418730914593,74549,20.30961036682129,0.12743151187896729,0.9556457996368408,7.7359466552734375,0.9998679757118225,-25.944557189941406,0.059108275920152664
745,-2.3025851249694824,-12.813933372497559,5.091760158538818,-2.3025851249694824,-0.014322863891720772,74599,20.289037704467773,0.12739777565002441,0.9561138153076172,7.748558521270752,0.999920129776001,-26.00477409362793,0.058224018663167953
746,-2.3025851249694824,-13.459928512573242,5.076137542724609,-2.3025851249694824,-0.016619330272078514,74649,20.297813415527344,0.12684187293052673,0.9564476013183594,7.775839328765869,0.9999516606330872,-26.003036499023438,0.06824716180562973
746,-2.3025851249694824,-12.910550117492676,5.122707366943359,-2.3025851249694824,-0.013494090177118778,74699,20.297779083251953,0.12664811313152313,0.9563488960266113,7.777403354644775,0.9999707341194153,-25.980539321899414,0.05849296972155571
747,-2.3025851249694824,-13.354313850402832,5.096063613891602,-2.3025851249694824,-0.013026617467403412,74749,20.300537109375,0.12582999467849731,0.955488383769989,7.758003234863281,0.9999822974205017,-26.001338958740234,0.054356131702661514
747,-2.3025851249694824,-13.086796760559082,5.020688533782959,-2.3025851249694824,-0.017290811985731125,74799,20.295185089111328,0.12660609185695648,0.9560615420341492,7.77537202835083,0.9999892711639404,-26.015413284301758,0.06523888558149338
748,-2.3025851249694824,-13.265729904174805,5.004382610321045,-2.3025851249694824,-0.01631217636168003,74849,20.29035186767578,0.12632107734680176,0.9553846716880798,7.782227993011475,0.9999935030937195,-25.97878074645996,0.0637855976819992
748,-2.3025851249694824,-13.029130935668945,5.040060520172119,-2.3025851249694824,-0.01688442938029766,74899,20.31085968017578,0.12618480622768402,0.955561101436615,7.784267902374268,0.9999960660934448,-25.97209930419922,0.06631521135568619
749,-2.3025851249694824,-13.250457763671875,5.035281658172607,-2.3025851249694824,-0.015127800405025482,74949,20.299959182739258,0.12601612508296967,0.9558439254760742,7.778099536895752,0.999997615814209,-25.97759246826172,0.061709750443696976
749,-2.3025851249694824,-13.154850006103516,5.125517845153809,-2.3025851249694824,-0.028870878741145134,74999,20.30637550354004,0.1259920597076416,0.9558966159820557,7.768162727355957,0.9909547567367554,-25.981164932250977,0.0725862979888916
750,-2.3025851249694824,-13.09619426727295,5.098773002624512,-2.3025851249694824,-0.022233055904507637,75049,20.314613342285156,0.12571333348751068,0.955711305141449,7.768685340881348,0.9945275783538818,-25.994674682617188,0.06582832336425781
750,-2.3025851249694824,-12.958760261535645,4.981417655944824,-2.3025851249694824,-0.018282931298017502,75099,20.308013916015625,0.12685804069042206,0.955428957939148,7.754105567932129,0.9966891407966614,-25.981277465820312,0.06250961124897003
751,-2.3025851249694824,-12.925509452819824,4.937214374542236,-2.3025851249694824,-0.03901953622698784,75149,20.301298141479492,0.12780649960041046,0.9556400179862976,7.749029636383057,0.9900607466697693,-25.977754592895508,0.0670686587691307
751,-2.3025851249694824,-12.756946563720703,5.014115810394287,-2.3025851249694824,-0.03775094449520111,75199,20.290584564208984,0.12767110764980316,0.9549863934516907,7.745755195617676,0.9839866757392883,-26.016767501831055,0.07215435802936554
752,-2.3025851249694824,-12.457144737243652,4.994363307952881,-2.3025851249694824,-0.03548528999090195,75249,20.28775978088379,0.12820622324943542,0.9545051455497742,7.753812313079834,0.9813584685325623,-26.02085304260254,0.0705486610531807
752,-2.3025851249694824,-12.747038841247559,5.090459823608398,-2.3025851249694824,-0.03034454584121704,75299,20.289655685424805,0.12720990180969238,0.9544752240180969,7.760543346405029,0.9887217879295349,-25.96600914001465,0.07375984638929367
753,-2.3025851249694824,-12.813420295715332,5.047451972961426,-2.3025851249694824,-0.02852601930499077,75349,20.302465438842773,0.126932293176651,0.9545144438743591,7.765416145324707,0.9869413375854492,-25.95840072631836,0.06252343207597733
753,-2.3025851249694824,-13.112968444824219,5.075826644897461,-2.3025851249694824,-0.022996487095952034,75399,20.28714942932129,0.1268596202135086,0.9552417993545532,7.758965969085693,0.9920994639396667,-25.9634952545166,0.06261712312698364
754,-2.3025851249694824,-13.208695411682129,5.027564525604248,-2.3025851249694824,-0.023487534373998642,75449,20.29134750366211,0.12713125348091125,0.954347550868988,7.775357246398926,0.9952201247215271,-25.939300537109375,0.06917125731706619
754,-2.3025851249694824,-12.883003234863281,5.091235160827637,-2.3025851249694824,-0.022978775203227997,75499,20.289979934692383,0.126580610871315,0.9551988840103149,7.779489994049072,0.9971081614494324,-25.964975357055664,0.06937424838542938
755,-2.3025851249694824,-13.28407096862793,5.096032619476318,-2.3025851249694824,-0.02962975949048996,75549,20.295713424682617,0.12667617201805115,0.9554487466812134,7.783807277679443,0.9887405037879944,-25.922578811645508,0.0809306651353836
755,-2.3025851249694824,-12.964719772338867,5.1813435554504395,-2.3025851249694824,-0.021627329289913177,75599,20.29245376586914,0.12631835043430328,0.9553514122962952,7.787785530090332,0.9931879639625549,-25.952672958374023,0.0678868442773819
756,-2.3025851249694824,-12.765085220336914,5.282635688781738,-2.3025851249694824,-0.020560432225465775,75649,20.28229331970215,0.1265587955713272,0.9548982381820679,7.785972595214844,0.9958786368370056,-25.962234497070312,0.06967351585626602
756,-2.3025851249694824,-13.063403129577637,5.093202114105225,-2.3025851249694824,-0.016124539077281952,75699,20.289012908935547,0.12609358131885529,0.9558465480804443,7.777253150939941,0.9975065588951111,-25.97785758972168,0.05995060130953789
757,-2.3025851249694824,-12.980387687683105,5.042041778564453,-2.3025851249694824,-0.013304797001183033,75749,20.2910213470459,0.12619103491306305,0.9555333256721497,7.785569190979004,0.9984914660453796,-26.00594139099121,0.053574081510305405
757,-2.3025851249694824,-13.13970947265625,5.1455817222595215,-2.3025851249694824,-0.01448245532810688,75799,20.304304122924805,0.12625978887081146,0.9562514424324036,7.801731586456299,0.9990873336791992,-25.98018455505371,0.059799544513225555
758,-2.3025851249694824,-12.82750129699707,5.035371780395508,-2.3025851249694824,-0.014565638266503811,75849,20.295103073120117,0.1261509209871292,0.9562484622001648,7.801194190979004,0.9994478225708008,-25.9790096282959,0.05839674547314644
758,-2.3025851249694824,-13.062965393066406,5.164799690246582,-2.3025851249694824,-0.02149217203259468,75899,20.295076370239258,0.12589840590953827,0.9564823508262634,7.812582969665527,0.9996659159660339,-26.00924301147461,0.07555986195802689
759,-2.3025851249694824,-12.948019027709961,5.219238758087158,-2.3025851249694824,-0.021792642772197723,75949,20.304296493530273,0.12550762295722961,0.9563876390457153,7.811330795288086,0.9997978806495667,-25.93248176574707,0.07452534884214401
759,-2.3025851249694824,-13.140060424804688,5.1444807052612305,-2.3025851249694824,-0.0187540166079998,75999,20.306955337524414,0.12558294832706451,0.9563595056533813,7.807316303253174,0.9998776912689209,-25.97477149963379,0.07139091938734055
760,-2.3025851249694824,-12.819036483764648,5.152235984802246,-2.3025851249694824,-0.022019390016794205,76049,20.31060791015625,0.1252993494272232,0.9564985632896423,7.806752681732178,0.9999260306358337,-25.97100067138672,0.07247324287891388
760,-2.3025851249694824,-13.101560592651367,5.03794002532959,-2.3025851249694824,-0.022713366895914078,76099,20.310768127441406,0.12512050569057465,0.9560433626174927,7.797884941101074,0.9999552369117737,-25.968624114990234,0.07371481508016586
761,-2.3025851249694824,-13.229804992675781,5.048041343688965,-2.3025851249694824,-0.018296515569090843,76149,20.29789161682129,0.12475641816854477,0.956663966178894,7.8011474609375,0.999972939491272,-25.962678909301758,0.06552615016698837
761,-2.3025851249694824,-13.20168685913086,5.038809776306152,-2.3025851249694824,-0.01692217029631138,76199,20.313020706176758,0.12579958140850067,0.9559235572814941,7.807865142822266,0.9999836087226868,-25.919591903686523,0.06103586405515671
762,-2.3025851249694824,-13.449076652526855,5.133090496063232,-2.3025851249694824,-0.024056147783994675,76249,20.314735412597656,0.12625037133693695,0.9563866853713989,7.8033528327941895,0.9933003783226013,-25.897111892700195,0.06911598891019821
762,-2.3025851249694824,-13.291543960571289,5.088300704956055,-2.3025851249694824,-0.024483734741806984,76299,20.323017120361328,0.12576952576637268,0.9564251899719238,7.792749404907227,0.9896484613418579,-25.876346588134766,0.06877538561820984
763,-2.3025851249694824,-12.864055633544922,5.065979480743408,-2.3025851249694824,-0.021297048777341843,76349,20.30423927307129,0.1259053349494934,0.9557459354400635,7.7925310134887695,0.9937372207641602,-25.889163970947266,0.06700912863016129
763,-2.3025851249694824,-13.06851863861084,5.103000164031982,-2.3025851249694824,-0.016670407727360725,76399,20.30542755126953,0.12530189752578735,0.9561397433280945,7.811210632324219,0.9962109923362732,-25.908327102661133,0.05836232751607895
764,-2.3025851249694824,-13.23293399810791,5.192856788635254,-2.3025851249694824,-0.017632897943258286,76449,20.298757553100586,0.12511689960956573,0.9563575387001038,7.823574542999268,0.9977076053619385,-25.95223045349121,0.061660099774599075
764,-2.3025851249694824,-12.96469497680664,5.071855545043945,-2.3025851249694824,-0.014148952439427376,76499,20.296138763427734,0.1256655603647232,0.9560163021087646,7.8204474449157715,0.9986131191253662,-25.956052780151367,0.053682953119277954
765,-2.3025851249694824,-13.083578109741211,5.093299865722656,-2.3025851249694824,-0.011712823063135147,76549,20.294174194335938,0.12581489980220795,0.955312192440033,7.818089485168457,0.9991609454154968,-25.960344314575195,0.0485016331076622
765,-2.3025851249694824,-12.818310737609863,5.085033893585205,-2.3025851249694824,-0.013434275053441525,76599,20.29621696472168,0.12572045624256134,0.9565834403038025,7.827160835266113,0.999492347240448,-25.972108840942383,0.05416875705122948
766,-2.3025851249694824,-12.718772888183594,5.03894567489624,-2.3025851249694824,-0.014205105602741241,76649,20.280094146728516,0.1260511875152588,0.9560214877128601,7.819636344909668,0.9996928572654724,-25.959897994995117,0.0594102181494236
766,-2.3025851249694824,-13.493844985961914,5.115907192230225,-2.3025851249694824,-0.018462028354406357,76699,20.303579330444336,0.1253759264945984,0.9557327032089233,7.82220983505249,0.9998142123222351,-25.952280044555664,0.06876053661108017
767,-2.3025851249694824,-13.279642105102539,5.040469646453857,-2.3025851249694824,-0.02019496262073517,76749,20.286170959472656,0.1253226101398468,0.955970287322998,7.8187384605407715,0.9998875856399536,-25.97178840637207,0.07025645673274994
767,-2.3025851249694824,-12.91201400756836,5.059078216552734,-2.3025851249694824,-0.01921842247247696,76799,20.29500961303711,0.1258893609046936,0.9559752941131592,7.8070902824401855,0.9999319911003113,-25.980377197265625,0.07051300257444382
768,-2.3025851249694824,-12.943355560302734,5.078232288360596,-2.3025851249694824,-0.01825583726167679,76849,20.291046142578125,0.12590067088603973,0.95585697889328,7.803257465362549,0.999958872795105,-25.945453643798828,0.06691854447126389
768,-2.3025851249694824,-13.065677642822266,5.085299968719482,-2.3025851249694824,-0.030131634324789047,76899,20.30419158935547,0.1256559193134308,0.9554198384284973,7.830965995788574,0.9900751113891602,-25.978744506835938,0.08005359768867493
769,-2.3025851249694824,-13.03644847869873,5.0544047355651855,-2.3025851249694824,-0.023309553042054176,76949,20.300601959228516,0.12463316321372986,0.9559491872787476,7.839315891265869,0.9939953684806824,-26.014667510986328,0.07014293223619461
769,-2.3025851249694824,-13.059919357299805,5.095431327819824,-2.3025851249694824,-0.02344691939651966,76999,20.297658920288086,0.1257384568452835,0.9548490643501282,7.835927486419678,0.9963671565055847,-25.996337890625,0.07117604464292526
770,-2.3025851249694824,-13.148017883300781,5.065537452697754,-2.3025851249694824,-0.01968635991215706,77049,20.291725158691406,0.12449018657207489,0.9555920958518982,7.825741767883301,0.9978021383285522,-25.963281631469727,0.06576405465602875
770,-2.3025851249694824,-12.899876594543457,5.105140686035156,-2.3025851249694824,-0.022336076945066452,77099,20.29938507080078,0.12480835616588593,0.9555503726005554,7.835408687591553,0.9986702799797058,-25.931486129760742,0.06775049865245819
771,-2.3025851249694824,-13.141708374023438,5.165910720825195,-2.3025851249694824,-0.020811785012483597,77149,20.302379608154297,0.12454012781381607,0.9557859897613525,7.842418670654297,0.9991955161094666,-25.94315528869629,0.06497763097286224
771,-2.3025851249694824,-12.896681785583496,5.146999835968018,-2.3025851249694824,-0.02063865028321743,77199,20.310081481933594,0.12525275349617004,0.9551637768745422,7.830570697784424,0.9995132684707642,-25.9625244140625,0.06942378729581833
772,-2.3025851249694824,-12.961553573608398,5.10872745513916,-2.3025851249694824,-0.019428709521889687,77249,20.29210662841797,0.12458014488220215,0.9563480019569397,7.826326370239258,0.9997055530548096,-25.956327438354492,0.06918014585971832
772,-2.3025851249694824,-13.022499084472656,5.164145469665527,-2.3025851249694824,-0.015892941504716873,77299,20.290687561035156,0.12493997812271118,0.9556373357772827,7.8290486335754395,0.9998218417167664,-25.9654598236084,0.05794113874435425
773,-2.3025851249694824,-12.959303855895996,5.118569374084473,-2.3025851249694824,-0.01462263148277998,77349,20.28614044189453,0.12534357607364655,0.9556673169136047,7.8320722579956055,0.9998922348022461,-25.935928344726562,0.05773322656750679
773,-2.3025851249694824,-12.919215202331543,5.0866851806640625,-2.3025851249694824,-0.022132785990834236,77399,20.287193298339844,0.1243458092212677,0.9554896950721741,7.825855731964111,0.9926117658615112,-25.89674949645996,0.06520447880029678
774,-2.3025851249694824,-13.148287773132324,5.216341495513916,-2.3025851249694824,-0.017675653100013733,77449,20.302417755126953,0.12455516308546066,0.9561612010002136,7.8342695236206055,0.9955300688743591,-25.866968154907227,0.05858102813363075
774,-2.3025851249694824,-12.812829971313477,5.096431732177734,-2.3025851249694824,-0.01751621812582016,77499,20.305105209350586,0.12372513115406036,0.9566108584403992,7.8497161865234375,0.9972956776618958,-25.848848342895508,0.0632152184844017
775,-2.3025851249694824,-13.062668800354004,4.994042873382568,-2.3025851249694824,-0.021238142624497414,77549,20.295318603515625,0.1237596720457077,0.9563794732093811,7.843210697174072,0.9914693832397461,-25.87725067138672,0.06782978773117065
775,-2.3025851249694824,-12.79952335357666,5.145707607269287,-2.3025851249694824,-0.01631174422800541,77599,20.293794631958008,0.12412896007299423,0.9562819004058838,7.868491172790527,0.9948388934135437,-25.823152542114258,0.057340554893016815
776,-2.3025851249694824,-12.824968338012695,5.138111591339111,-2.3025851249694824,-0.017502091825008392,77649,20.299348831176758,0.12308205664157867,0.9565389156341553,7.878791809082031,0.9968774914741516,-25.905027389526367,0.06274276226758957
776,-2.3025851249694824,-12.780363082885742,5.146655082702637,-2.3025851249694824,-0.015591607429087162,77699,20.29789161682129,0.12411144375801086,0.9561483860015869,7.854498386383057,0.9981108903884888,-25.91258430480957,0.06047261878848076
777,-2.3025851249694824,-12.811002731323242,5.023896217346191,-2.3025851249694824,-0.012382972054183483,77749,20.301395416259766,0.12447530031204224,0.9557721614837646,7.843019962310791,0.9988570809364319,-25.91763687133789,0.052218563854694366
777,-2.3025851249694824,-12.893336296081543,5.153527736663818,-2.3025851249694824,-0.015700912103056908,77799,20.306251525878906,0.12395079433917999,0.9555397033691406,7.8474040031433105,0.9993085265159607,-25.896074295043945,0.06235629692673683
778,-2.3025851249694824,-12.980992317199707,5.200335502624512,-2.3025851249694824,-0.018612148240208626,77849,20.281591415405273,0.12401825934648514,0.9558922052383423,7.846134662628174,0.9995816349983215,-25.941076278686523,0.06761154532432556
